link	start-time	end-time	start-time(sec)	end-time(sec)	type	simulated	measured	standard-deviation	error	absolute-error	relative-error	relative-absolute-error
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	99.0	404.0	25.0	-305.0	305.0	-0.754950495049505	0.754950495049505
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	73.0	248.0	25.0	-175.0	175.0	-0.7056451612903226	0.7056451612903226
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	82.0	380.0	25.0	-298.0	298.0	-0.7842105263157895	0.7842105263157895
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	99.0	352.0	25.0	-253.0	253.0	-0.71875	0.71875
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	201.0	392.0	25.0	-191.0	191.0	-0.4872448979591837	0.4872448979591837
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	186.0	204.0	25.0	-18.0	18.0	-0.08823529411764706	0.08823529411764706
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	98.0	212.0	25.0	-114.0	114.0	-0.5377358490566038	0.5377358490566038
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	132.0	680.0	26.076809620810597	-548.0	548.0	-0.8058823529411765	0.8058823529411765
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	97.0	772.0	27.784887978899608	-675.0	675.0	-0.8743523316062176	0.8743523316062176
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	343.0	736.0	27.129319932501073	-393.0	393.0	-0.5339673913043478	0.5339673913043478
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	193.0	524.0	25.0	-331.0	331.0	-0.6316793893129771	0.6316793893129771
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	11.0	360.0	25.0	-349.0	349.0	-0.9694444444444444	0.9694444444444444
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	110.0	136.0	25.0	-26.0	26.0	-0.19117647058823528	0.19117647058823528
org.matsim.core.network.LinkImpl@1fc32e4f[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	99.0	92.0	25.0	7.0	7.0	0.07608695652173914	0.07608695652173914
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	46.0	0.0	25.0	46.0	46.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	121.0	392.0	25.0	-271.0	271.0	-0.6913265306122449	0.6913265306122449
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	95.0	644.0	25.37715508089904	-549.0	549.0	-0.8524844720496895	0.8524844720496895
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	67.0	604.0	25.0	-537.0	537.0	-0.8890728476821192	0.8890728476821192
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	61.0	408.0	25.0	-347.0	347.0	-0.8504901960784313	0.8504901960784313
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	57.0	332.0	25.0	-275.0	275.0	-0.8283132530120482	0.8283132530120482
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	87.0	444.0	25.0	-357.0	357.0	-0.8040540540540541	0.8040540540540541
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	67.0	364.0	25.0	-297.0	297.0	-0.8159340659340659	0.8159340659340659
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	106.0	300.0	25.0	-194.0	194.0	-0.6466666666666666	0.6466666666666666
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	40.0	316.0	25.0	-276.0	276.0	-0.8734177215189873	0.8734177215189873
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	37.0	212.0	25.0	-175.0	175.0	-0.8254716981132075	0.8254716981132075
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	60.0	500.0	25.0	-440.0	440.0	-0.88	0.88
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	45.0	488.0	25.0	-443.0	443.0	-0.9077868852459017	0.9077868852459017
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	32.0	456.0	25.0	-424.0	424.0	-0.9298245614035088	0.9298245614035088
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	32.0	328.0	25.0	-296.0	296.0	-0.9024390243902439	0.9024390243902439
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	30.0	156.0	25.0	-126.0	126.0	-0.8076923076923077	0.8076923076923077
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	43.0	124.0	25.0	-81.0	81.0	-0.6532258064516129	0.6532258064516129
org.matsim.core.network.LinkImpl@2f67b837[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	2.0	64.0	25.0	-62.0	62.0	-0.96875	0.96875
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	2.0	44.0	25.0	-42.0	42.0	-0.9545454545454546	0.9545454545454546
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	24.0	164.0	25.0	-140.0	140.0	-0.8536585365853658	0.8536585365853658
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	29.0	128.0	25.0	-99.0	99.0	-0.7734375	0.7734375
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	0.0	116.0	25.0	-116.0	116.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	1.0	72.0	25.0	-71.0	71.0	-0.9861111111111112	0.9861111111111112
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	1.0	124.0	25.0	-123.0	123.0	-0.9919354838709677	0.9919354838709677
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	1.0	92.0	25.0	-91.0	91.0	-0.9891304347826086	0.9891304347826086
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	1.0	20.0	25.0	-19.0	19.0	-0.95	0.95
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	36.0	224.0	25.0	-188.0	188.0	-0.8392857142857143	0.8392857142857143
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	39.0	28.0	25.0	11.0	11.0	0.39285714285714285	0.39285714285714285
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	2.0	148.0	25.0	-146.0	146.0	-0.9864864864864865	0.9864864864864865
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	0.0	36.0	25.0	-36.0	36.0	-1.0	1.0
org.matsim.core.network.LinkImpl@1869fbd2[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	0.0	16.0	25.0	-16.0	16.0	-1.0	1.0
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6af9fcb2[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	0.0	44.0	25.0	-44.0	44.0	-1.0	1.0
