Link Id	Count Station Id	MATSIM volumes	Count volumes	Normalized Relative Error
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0	0009	2204	6348	0.653
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
297843_0_r	revers_0009	1028	6132	0.832
