Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
10	14:25:58	14:25:58	14:25:58	14:25:58	14:25:58	14:25:58			14:25:58	14:25:58	14:26:01	14:26:01	14:26:01	14:26:01	14:26:01	14:26:01			14:26:02	14:26:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
11	14:26:02	14:26:02	14:26:02	14:26:02	14:26:02	14:26:02			14:26:02	14:26:02	14:26:05	14:26:05	14:26:05	14:26:05	14:26:05	14:26:05			14:26:05	14:26:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
12	14:26:05	14:26:05	14:26:05	14:26:05	14:26:05	14:26:05			14:26:05	14:26:05	14:26:08	14:26:08	14:26:08	14:26:08	14:26:08	14:26:08			14:26:08	14:26:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
13	14:26:08	14:26:08	14:26:08	14:26:08	14:26:08	14:26:08			14:26:09	14:26:09	14:26:11	14:26:11	14:26:11	14:26:11	14:26:11	14:26:11			14:26:12	14:26:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
14	14:26:12	14:26:12	14:26:12	14:26:12	14:26:12	14:26:12			14:26:12	14:26:12	14:26:15	14:26:15	14:26:15	14:26:15	14:26:15	14:26:15			14:26:15	14:26:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
15	14:26:15	14:26:15	14:26:15	14:26:15	14:26:15	14:26:15			14:26:15	14:26:15	14:26:18	14:26:18	14:26:18	14:26:18	14:26:18	14:26:18			14:26:18	14:26:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
16	14:26:18	14:26:18	14:26:19	14:26:19	14:26:19	14:26:19			14:26:19	14:26:19	14:26:21	14:26:21	14:26:21	14:26:21	14:26:21	14:26:21			14:26:22	14:26:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
17	14:26:22	14:26:22	14:26:22	14:26:22	14:26:22	14:26:22			14:26:22	14:26:22	14:26:25	14:26:25	14:26:25	14:26:25	14:26:25	14:26:25			14:26:25	14:26:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
18	14:26:25	14:26:25	14:26:25	14:26:25	14:26:25	14:26:25			14:26:25	14:26:25	14:26:28	14:26:28	14:26:28	14:26:28	14:26:28	14:26:28			14:26:28	14:26:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
19	14:26:28	14:26:28	14:26:28	14:26:28	14:26:28	14:26:28			14:26:28	14:26:28	14:26:31	14:26:31	14:26:31	14:26:31	14:26:31	14:26:31			14:26:32	14:26:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
20	14:26:32	14:26:32	14:26:32	14:26:32	14:26:32	14:26:32			14:26:32	14:26:32	14:26:35	14:26:35	14:26:35	14:26:35	14:26:35	14:26:35			14:26:35	14:26:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
21	14:26:35	14:26:35	14:26:35	14:26:35	14:26:35	14:26:35			14:26:35	14:26:35	14:26:38	14:26:38	14:26:38	14:26:38	14:26:38	14:26:38			14:26:38	14:26:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
22	14:26:38	14:26:38	14:26:38	14:26:38	14:26:38	14:26:38			14:26:38	14:26:38	14:26:41	14:26:41	14:26:41	14:26:41	14:26:41	14:26:41			14:26:42	14:26:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
23	14:26:42	14:26:42	14:26:42	14:26:42	14:26:42	14:26:42			14:26:42	14:26:42	14:26:45	14:26:45	14:26:45	14:26:45	14:26:45	14:26:45			14:26:45	14:26:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
24	14:26:45	14:26:45	14:26:45	14:26:45	14:26:45	14:26:45			14:26:45	14:26:45	14:26:48	14:26:48	14:26:48	14:26:48	14:26:48	14:26:48			14:26:48	14:26:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
25	14:26:48	14:26:48	14:26:48	14:26:48	14:26:48	14:26:48			14:26:48	14:26:48	14:26:51	14:26:51	14:26:51	14:26:51	14:26:51	14:26:51			14:26:52	14:26:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
26	14:26:52	14:26:52	14:26:52	14:26:52	14:26:52	14:26:52			14:26:52	14:26:52	14:26:55	14:26:55	14:26:55	14:26:55	14:26:55	14:26:55			14:26:55	14:26:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
27	14:26:55	14:26:55	14:26:55	14:26:55	14:26:55	14:26:55			14:26:55	14:26:55	14:26:58	14:26:58	14:26:58	14:26:58	14:26:58	14:26:58			14:26:58	14:26:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
28	14:26:58	14:26:58	14:26:58	14:26:58	14:26:58	14:26:58			14:26:58	14:26:58	14:27:01	14:27:01	14:27:01	14:27:01	14:27:01	14:27:01			14:27:02	14:27:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
29	14:27:02	14:27:02	14:27:02	14:27:02	14:27:02	14:27:02			14:27:02	14:27:02	14:27:04	14:27:04	14:27:04	14:27:04	14:27:04	14:27:04			14:27:05	14:27:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
30	14:27:05	14:27:05	14:27:05	14:27:05	14:27:05	14:27:05			14:27:05	14:27:05	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08			14:27:08	14:27:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
31	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08	14:27:08			14:27:08	14:27:08	14:27:11	14:27:11	14:27:11	14:27:11	14:27:11	14:27:11			14:27:11	14:27:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
32	14:27:11	14:27:11	14:27:11	14:27:11	14:27:11	14:27:11			14:27:11	14:27:11	14:27:14	14:27:14	14:27:14	14:27:14	14:27:14	14:27:14			14:27:15	14:27:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
33	14:27:15	14:27:15	14:27:15	14:27:15	14:27:15	14:27:15			14:27:15	14:27:15	14:27:18	14:27:18	14:27:18	14:27:18	14:27:18	14:27:18			14:27:18	14:27:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
34	14:27:18	14:27:18	14:27:18	14:27:18	14:27:18	14:27:18			14:27:18	14:27:18	14:27:21	14:27:21	14:27:21	14:27:21	14:27:21	14:27:21			14:27:22	14:27:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
35	14:27:22	14:27:22	14:27:22	14:27:22	14:27:22	14:27:22			14:27:22	14:27:22	14:27:25	14:27:25	14:27:25	14:27:25	14:27:25	14:27:25			14:27:25	14:27:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
36	14:27:25	14:27:25	14:27:25	14:27:25	14:27:25	14:27:25			14:27:25	14:27:25	14:27:28	14:27:28	14:27:28	14:27:28	14:27:28	14:27:28			14:27:28	14:27:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
37	14:27:28	14:27:28	14:27:28	14:27:28	14:27:28	14:27:28			14:27:28	14:27:28	14:27:31	14:27:31	14:27:31	14:27:31	14:27:31	14:27:31			14:27:32	14:27:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
38	14:27:32	14:27:32	14:27:32	14:27:32	14:27:32	14:27:32			14:27:32	14:27:32	14:27:35	14:27:35	14:27:35	14:27:35	14:27:35	14:27:35			14:27:35	14:27:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
39	14:27:35	14:27:35	14:27:35	14:27:35	14:27:35	14:27:35			14:27:35	14:27:35	14:27:38	14:27:38	14:27:38	14:27:38	14:27:38	14:27:38			14:27:38	14:27:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
40	14:27:38	14:27:38	14:27:38	14:27:38	14:27:38	14:27:38			14:27:38	14:27:38	14:27:41	14:27:41	14:27:41	14:27:41	14:27:41	14:27:41			14:27:41	14:27:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
41	14:27:42	14:27:42	14:27:42	14:27:42	14:27:42	14:27:42			14:27:42	14:27:42	14:27:44	14:27:44	14:27:44	14:27:44	14:27:44	14:27:44			14:27:45	14:27:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
42	14:27:45	14:27:45	14:27:45	14:27:45	14:27:45	14:27:45			14:27:45	14:27:45	14:27:48	14:27:48	14:27:48	14:27:48	14:27:48	14:27:48			14:27:48	14:27:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
43	14:27:48	14:27:48	14:27:48	14:27:48	14:27:48	14:27:48			14:27:48	14:27:48	14:27:51	14:27:51	14:27:51	14:27:51	14:27:51	14:27:51			14:27:51	14:27:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
44	14:27:52	14:27:52	14:27:52	14:27:52	14:27:52	14:27:52			14:27:52	14:27:52	14:27:55	14:27:55	14:27:55	14:27:55	14:27:55	14:27:55			14:27:55	14:27:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
45	14:27:55	14:27:55	14:27:55	14:27:55	14:27:55	14:27:55			14:27:55	14:27:55	14:27:58	14:27:58	14:27:58	14:27:58	14:27:58	14:27:58			14:27:58	14:27:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
46	14:27:58	14:27:58	14:27:58	14:27:58	14:27:58	14:27:58			14:27:58	14:27:58	14:28:01	14:28:01	14:28:01	14:28:01	14:28:01	14:28:01			14:28:01	14:28:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
47	14:28:01	14:28:01	14:28:01	14:28:01	14:28:02	14:28:02			14:28:02	14:28:02	14:28:04	14:28:04	14:28:04	14:28:04	14:28:04	14:28:04			14:28:05	14:28:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
48	14:28:05	14:28:05	14:28:05	14:28:05	14:28:05	14:28:05			14:28:05	14:28:05	14:28:08	14:28:08	14:28:08	14:28:08	14:28:08	14:28:08			14:28:08	14:28:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
49	14:28:08	14:28:08	14:28:08	14:28:08	14:28:08	14:28:08			14:28:08	14:28:08	14:28:11	14:28:11	14:28:11	14:28:11	14:28:11	14:28:11			14:28:11	14:28:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
50	14:28:11	14:28:11	14:28:11	14:28:11	14:28:11	14:28:11	14:28:11	14:28:12	14:28:12	14:28:12	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16	14:28:16		00:00:00	00:00:00	00:00:00	00:00:01	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
51	14:28:16	14:28:16	14:28:17	14:28:17	14:28:17	14:28:17			14:28:17	14:28:17	14:28:19	14:28:19	14:28:19	14:28:19	14:28:19	14:28:19			14:28:20	14:28:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
52	14:28:20	14:28:20	14:28:20	14:28:20	14:28:20	14:28:20			14:28:20	14:28:20	14:28:23	14:28:23	14:28:23	14:28:23	14:28:23	14:28:23			14:28:23	14:28:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
53	14:28:23	14:28:23	14:28:23	14:28:23	14:28:23	14:28:23			14:28:23	14:28:23	14:28:26	14:28:26	14:28:26	14:28:26	14:28:26	14:28:26			14:28:26	14:28:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
54	14:28:26	14:28:26	14:28:26	14:28:26	14:28:26	14:28:26			14:28:26	14:28:26	14:28:29	14:28:29	14:28:29	14:28:29	14:28:29	14:28:29			14:28:30	14:28:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
55	14:28:30	14:28:30	14:28:30	14:28:30	14:28:30	14:28:30			14:28:30	14:28:30	14:28:33	14:28:33	14:28:33	14:28:33	14:28:33	14:28:33			14:28:33	14:28:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
56	14:28:33	14:28:33	14:28:33	14:28:33	14:28:33	14:28:33			14:28:33	14:28:33	14:28:36	14:28:36	14:28:36	14:28:36	14:28:36	14:28:36			14:28:36	14:28:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
57	14:28:36	14:28:36	14:28:36	14:28:36	14:28:36	14:28:36			14:28:36	14:28:36	14:28:39	14:28:39	14:28:39	14:28:39	14:28:39	14:28:39			14:28:40	14:28:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
58	14:28:40	14:28:40	14:28:40	14:28:40	14:28:40	14:28:40			14:28:40	14:28:40	14:28:42	14:28:42	14:28:43	14:28:43	14:28:43	14:28:43			14:28:43	14:28:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
59	14:28:43	14:28:43	14:28:43	14:28:43	14:28:43	14:28:43			14:28:43	14:28:43	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46			14:28:46	14:28:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
60	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46	14:28:46			14:28:46	14:28:46	14:28:49	14:28:49	14:28:49	14:28:49	14:28:49	14:28:49			14:28:49	14:28:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
61	14:28:50	14:28:50	14:28:50	14:28:50	14:28:50	14:28:50			14:28:50	14:28:50	14:28:52	14:28:52	14:28:52	14:28:52	14:28:52	14:28:52			14:28:53	14:28:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
62	14:28:53	14:28:53	14:28:53	14:28:53	14:28:53	14:28:53			14:28:53	14:28:53	14:28:56	14:28:56	14:28:56	14:28:56	14:28:56	14:28:56			14:28:56	14:28:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
63	14:28:56	14:28:56	14:28:56	14:28:56	14:28:56	14:28:56			14:28:56	14:28:56	14:28:59	14:28:59	14:28:59	14:28:59	14:28:59	14:28:59			14:28:59	14:28:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
64	14:28:59	14:28:59	14:28:59	14:28:59	14:28:59	14:28:59			14:28:59	14:28:59	14:29:02	14:29:02	14:29:02	14:29:02	14:29:02	14:29:02			14:29:03	14:29:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
65	14:29:03	14:29:03	14:29:03	14:29:03	14:29:03	14:29:03			14:29:03	14:29:03	14:29:06	14:29:06	14:29:06	14:29:06	14:29:06	14:29:06			14:29:06	14:29:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
66	14:29:06	14:29:06	14:29:06	14:29:06	14:29:06	14:29:06			14:29:06	14:29:06	14:29:09	14:29:09	14:29:09	14:29:09	14:29:09	14:29:09			14:29:09	14:29:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
67	14:29:09	14:29:09	14:29:09	14:29:09	14:29:09	14:29:09			14:29:09	14:29:09	14:29:12	14:29:12	14:29:12	14:29:12	14:29:12	14:29:12			14:29:13	14:29:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
68	14:29:13	14:29:13	14:29:13	14:29:13	14:29:13	14:29:13			14:29:13	14:29:13	14:29:16	14:29:16	14:29:16	14:29:16	14:29:16	14:29:16			14:29:16	14:29:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
69	14:29:16	14:29:16	14:29:16	14:29:16	14:29:16	14:29:16			14:29:16	14:29:16	14:29:19	14:29:19	14:29:19	14:29:19	14:29:19	14:29:19			14:29:19	14:29:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
70	14:29:19	14:29:19	14:29:19	14:29:19	14:29:19	14:29:19			14:29:19	14:29:19	14:29:22	14:29:22	14:29:22	14:29:22	14:29:22	14:29:22			14:29:22	14:29:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
71	14:29:22	14:29:22	14:29:23	14:29:23	14:29:23	14:29:23			14:29:23	14:29:23	14:29:25	14:29:25	14:29:25	14:29:25	14:29:25	14:29:25			14:29:26	14:29:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
72	14:29:26	14:29:26	14:29:26	14:29:26	14:29:26	14:29:26			14:29:26	14:29:26	14:29:29	14:29:29	14:29:29	14:29:29	14:29:29	14:29:29			14:29:29	14:29:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
73	14:29:29	14:29:29	14:29:29	14:29:29	14:29:29	14:29:29			14:29:29	14:29:29	14:29:32	14:29:32	14:29:32	14:29:32	14:29:32	14:29:32			14:29:32	14:29:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
74	14:29:32	14:29:32	14:29:32	14:29:32	14:29:32	14:29:32			14:29:32	14:29:32	14:29:35	14:29:35	14:29:35	14:29:35	14:29:35	14:29:35			14:29:36	14:29:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
75	14:29:36	14:29:36	14:29:36	14:29:36	14:29:36	14:29:36			14:29:36	14:29:36	14:29:39	14:29:39	14:29:39	14:29:39	14:29:39	14:29:39			14:29:39	14:29:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
76	14:29:39	14:29:39	14:29:39	14:29:39	14:29:39	14:29:39			14:29:39	14:29:39	14:29:42	14:29:42	14:29:42	14:29:42	14:29:42	14:29:42			14:29:42	14:29:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
77	14:29:42	14:29:42	14:29:42	14:29:42	14:29:42	14:29:42			14:29:42	14:29:42	14:29:45	14:29:45	14:29:45	14:29:45	14:29:45	14:29:45			14:29:45	14:29:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
78	14:29:45	14:29:45	14:29:45	14:29:45	14:29:45	14:29:45			14:29:45	14:29:45	14:29:48	14:29:48	14:29:48	14:29:48	14:29:48	14:29:48			14:29:49	14:29:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
79	14:29:49	14:29:49	14:29:49	14:29:49	14:29:49	14:29:49			14:29:49	14:29:49	14:29:51	14:29:51	14:29:51	14:29:51	14:29:51	14:29:51			14:29:51	14:29:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
80	14:29:52	14:29:52	14:29:52	14:29:52	14:29:52	14:29:52			14:29:52	14:29:52	14:29:54	14:29:54	14:29:54	14:29:54	14:29:54	14:29:54			14:29:54	14:29:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
81	14:29:54	14:29:54	14:29:54	14:29:54	14:29:54	14:29:54			14:29:54	14:29:54	14:29:57	14:29:57	14:29:57	14:29:57	14:29:57	14:29:57			14:29:57	14:29:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
82	14:29:58	14:29:58	14:29:58	14:29:58	14:29:58	14:29:58			14:29:58	14:29:58	14:30:00	14:30:00	14:30:00	14:30:00	14:30:00	14:30:00			14:30:01	14:30:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
83	14:30:01	14:30:01	14:30:01	14:30:01	14:30:01	14:30:01			14:30:01	14:30:01	14:30:03	14:30:03	14:30:03	14:30:03	14:30:03	14:30:03			14:30:04	14:30:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
84	14:30:04	14:30:04	14:30:04	14:30:04	14:30:04	14:30:04			14:30:04	14:30:04	14:30:06	14:30:06	14:30:06	14:30:06	14:30:06	14:30:06			14:30:06	14:30:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
85	14:30:06	14:30:06	14:30:06	14:30:06	14:30:06	14:30:06			14:30:06	14:30:06	14:30:09	14:30:09	14:30:09	14:30:09	14:30:09	14:30:09			14:30:09	14:30:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
86	14:30:09	14:30:09	14:30:09	14:30:09	14:30:09	14:30:09			14:30:09	14:30:09	14:30:12	14:30:12	14:30:12	14:30:12	14:30:12	14:30:12			14:30:12	14:30:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
87	14:30:12	14:30:12	14:30:12	14:30:12	14:30:12	14:30:12			14:30:12	14:30:12	14:30:14	14:30:14	14:30:14	14:30:14	14:30:14	14:30:14			14:30:15	14:30:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
88	14:30:15	14:30:15	14:30:15	14:30:15	14:30:15	14:30:15			14:30:15	14:30:15	14:30:17	14:30:17	14:30:17	14:30:17	14:30:17	14:30:17			14:30:18	14:30:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
89	14:30:18	14:30:18	14:30:18	14:30:18	14:30:18	14:30:18			14:30:18	14:30:18	14:30:20	14:30:20	14:30:20	14:30:20	14:30:20	14:30:20			14:30:20	14:30:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
90	14:30:21	14:30:21	14:30:21	14:30:21	14:30:21	14:30:21			14:30:21	14:30:21	14:30:23	14:30:23	14:30:23	14:30:23	14:30:23	14:30:23			14:30:24	14:30:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
