Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
91	14:30:24	14:30:24	14:30:24	14:30:24	14:30:24	14:30:24			14:30:24	14:30:24	14:30:27	14:30:27	14:30:27	14:30:27	14:30:27	14:30:27			14:30:27	14:30:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	14:30:27	14:30:27	14:30:27	14:30:27	14:30:27	14:30:27			14:30:27	14:30:27	14:30:30	14:30:30	14:30:30	14:30:30	14:30:30	14:30:30			14:30:30	14:30:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	14:30:30	14:30:30	14:30:30	14:30:30	14:30:30	14:30:30			14:30:30	14:30:30	14:30:33	14:30:33	14:30:33	14:30:33	14:30:33	14:30:33			14:30:34	14:30:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	14:30:34	14:30:34	14:30:34	14:30:34	14:30:34	14:30:34			14:30:34	14:30:34	14:30:36	14:30:36	14:30:36	14:30:36	14:30:37	14:30:37			14:30:37	14:30:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	14:30:37	14:30:37	14:30:37	14:30:37	14:30:37	14:30:37			14:30:37	14:30:37	14:30:40	14:30:40	14:30:40	14:30:40	14:30:40	14:30:40			14:30:40	14:30:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	14:30:40	14:30:40	14:30:40	14:30:40	14:30:40	14:30:40			14:30:40	14:30:40	14:30:43	14:30:43	14:30:43	14:30:43	14:30:43	14:30:43			14:30:43	14:30:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	14:30:43	14:30:43	14:30:43	14:30:43	14:30:43	14:30:43			14:30:43	14:30:43	14:30:46	14:30:46	14:30:46	14:30:46	14:30:46	14:30:46			14:30:47	14:30:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	14:30:47	14:30:47	14:30:47	14:30:47	14:30:47	14:30:47			14:30:47	14:30:47	14:30:50	14:30:50	14:30:50	14:30:50	14:30:50	14:30:50			14:30:50	14:30:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	14:30:50	14:30:50	14:30:50	14:30:50	14:30:50	14:30:50			14:30:50	14:30:50	14:30:53	14:30:53	14:30:53	14:30:53	14:30:53	14:30:53			14:30:53	14:30:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
100	14:30:53	14:30:53	14:30:53	14:30:53	14:30:53	14:30:53	14:30:53	14:30:54	14:30:54	14:30:54	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
101	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58	14:30:58			14:30:58	14:30:58	14:31:01	14:31:01	14:31:01	14:31:01	14:31:01	14:31:01			14:31:02	14:31:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
102	14:31:02	14:31:02	14:31:02	14:31:02	14:31:02	14:31:02			14:31:02	14:31:02	14:31:04	14:31:04	14:31:04	14:31:04	14:31:04	14:31:04			14:31:05	14:31:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
103	14:31:05	14:31:05	14:31:05	14:31:05	14:31:05	14:31:05			14:31:05	14:31:05	14:31:08	14:31:08	14:31:08	14:31:08	14:31:08	14:31:08			14:31:08	14:31:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	14:31:08	14:31:08	14:31:08	14:31:08	14:31:08	14:31:08			14:31:08	14:31:08	14:31:11	14:31:11	14:31:11	14:31:11	14:31:11	14:31:11			14:31:11	14:31:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	14:31:11	14:31:11	14:31:11	14:31:11	14:31:11	14:31:11			14:31:11	14:31:11	14:31:14	14:31:14	14:31:14	14:31:14	14:31:14	14:31:14			14:31:15	14:31:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	14:31:15	14:31:15	14:31:15	14:31:15	14:31:15	14:31:15			14:31:15	14:31:15	14:31:18	14:31:18	14:31:18	14:31:18	14:31:18	14:31:18			14:31:18	14:31:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
107	14:31:18	14:31:18	14:31:18	14:31:18	14:31:18	14:31:18			14:31:18	14:31:18	14:31:21	14:31:21	14:31:21	14:31:21	14:31:21	14:31:21			14:31:21	14:31:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	14:31:21	14:31:21	14:31:21	14:31:21	14:31:21	14:31:21			14:31:21	14:31:21	14:31:24	14:31:24	14:31:24	14:31:24	14:31:24	14:31:24			14:31:25	14:31:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	14:31:25	14:31:25	14:31:25	14:31:25	14:31:25	14:31:25			14:31:25	14:31:25	14:31:28	14:31:28	14:31:28	14:31:28	14:31:28	14:31:28			14:31:28	14:31:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	14:31:28	14:31:28	14:31:28	14:31:28	14:31:28	14:31:28			14:31:28	14:31:28	14:31:31	14:31:31	14:31:31	14:31:31	14:31:31	14:31:31			14:31:31	14:31:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
111	14:31:31	14:31:31	14:31:31	14:31:31	14:31:31	14:31:31			14:31:31	14:31:31	14:31:34	14:31:34	14:31:34	14:31:34	14:31:34	14:31:34			14:31:34	14:31:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	14:31:35	14:31:35	14:31:35	14:31:35	14:31:35	14:31:35			14:31:35	14:31:35	14:31:37	14:31:37	14:31:37	14:31:37	14:31:37	14:31:37			14:31:38	14:31:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	14:31:38	14:31:38	14:31:38	14:31:38	14:31:38	14:31:38			14:31:38	14:31:38	14:31:41	14:31:41	14:31:41	14:31:41	14:31:41	14:31:41			14:31:41	14:31:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	14:31:41	14:31:41	14:31:41	14:31:41	14:31:41	14:31:41			14:31:41	14:31:41	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44			14:31:44	14:31:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44	14:31:44			14:31:44	14:31:44	14:31:47	14:31:47	14:31:47	14:31:47	14:31:47	14:31:47			14:31:48	14:31:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	14:31:48	14:31:48	14:31:48	14:31:48	14:31:48	14:31:48			14:31:48	14:31:48	14:31:50	14:31:50	14:31:50	14:31:50	14:31:50	14:31:50			14:31:51	14:31:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
117	14:31:51	14:31:51	14:31:51	14:31:51	14:31:51	14:31:51			14:31:51	14:31:51	14:31:54	14:31:54	14:31:54	14:31:54	14:31:54	14:31:54			14:31:54	14:31:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	14:31:54	14:31:54	14:31:54	14:31:54	14:31:54	14:31:54			14:31:54	14:31:54	14:31:57	14:31:57	14:31:57	14:31:57	14:31:57	14:31:57			14:31:57	14:31:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	14:31:57	14:31:57	14:31:57	14:31:57	14:31:57	14:31:57			14:31:57	14:31:57	14:32:00	14:32:00	14:32:00	14:32:00	14:32:00	14:32:00			14:32:01	14:32:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	14:32:01	14:32:01	14:32:01	14:32:01	14:32:01	14:32:01			14:32:01	14:32:01	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04			14:32:04	14:32:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
121	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04	14:32:04			14:32:04	14:32:04	14:32:07	14:32:07	14:32:07	14:32:07	14:32:07	14:32:07			14:32:07	14:32:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	14:32:07	14:32:07	14:32:07	14:32:07	14:32:07	14:32:07			14:32:07	14:32:07	14:32:10	14:32:10	14:32:10	14:32:10	14:32:10	14:32:10			14:32:11	14:32:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	14:32:11	14:32:11	14:32:11	14:32:11	14:32:11	14:32:11			14:32:11	14:32:11	14:32:14	14:32:14	14:32:14	14:32:14	14:32:14	14:32:14			14:32:14	14:32:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	14:32:14	14:32:14	14:32:14	14:32:14	14:32:14	14:32:14			14:32:14	14:32:14	14:32:17	14:32:17	14:32:17	14:32:17	14:32:17	14:32:17			14:32:17	14:32:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
125	14:32:17	14:32:17	14:32:17	14:32:17	14:32:17	14:32:17			14:32:17	14:32:17	14:32:20	14:32:20	14:32:20	14:32:20	14:32:20	14:32:20			14:32:20	14:32:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	14:32:21	14:32:21	14:32:21	14:32:21	14:32:21	14:32:21			14:32:21	14:32:21	14:32:23	14:32:23	14:32:23	14:32:23	14:32:23	14:32:23			14:32:24	14:32:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
127	14:32:24	14:32:24	14:32:24	14:32:24	14:32:24	14:32:24			14:32:24	14:32:24	14:32:27	14:32:27	14:32:27	14:32:27	14:32:27	14:32:27			14:32:27	14:32:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	14:32:27	14:32:27	14:32:27	14:32:27	14:32:27	14:32:27			14:32:27	14:32:27	14:32:30	14:32:30	14:32:30	14:32:30	14:32:30	14:32:30			14:32:30	14:32:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
129	14:32:30	14:32:30	14:32:30	14:32:30	14:32:30	14:32:30			14:32:30	14:32:30	14:32:33	14:32:33	14:32:33	14:32:33	14:32:33	14:32:33			14:32:34	14:32:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	14:32:34	14:32:34	14:32:34	14:32:34	14:32:34	14:32:34			14:32:34	14:32:34	14:32:36	14:32:36	14:32:36	14:32:36	14:32:36	14:32:36			14:32:37	14:32:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
131	14:32:37	14:32:37	14:32:37	14:32:37	14:32:37	14:32:37			14:32:37	14:32:37	14:32:40	14:32:40	14:32:40	14:32:40	14:32:40	14:32:40			14:32:40	14:32:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	14:32:40	14:32:40	14:32:40	14:32:40	14:32:40	14:32:40			14:32:40	14:32:40	14:32:43	14:32:43	14:32:43	14:32:43	14:32:43	14:32:43			14:32:43	14:32:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	14:32:43	14:32:43	14:32:43	14:32:43	14:32:43	14:32:43			14:32:43	14:32:43	14:32:46	14:32:46	14:32:46	14:32:46	14:32:46	14:32:46			14:32:47	14:32:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	14:32:47	14:32:47	14:32:47	14:32:47	14:32:47	14:32:47			14:32:47	14:32:47	14:32:50	14:32:50	14:32:50	14:32:50	14:32:50	14:32:50			14:32:50	14:32:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	14:32:50	14:32:50	14:32:50	14:32:50	14:32:50	14:32:50			14:32:50	14:32:50	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53			14:32:53	14:32:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
136	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53	14:32:53			14:32:53	14:32:53	14:32:56	14:32:56	14:32:56	14:32:56	14:32:56	14:32:56			14:32:56	14:32:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	14:32:57	14:32:57	14:32:57	14:32:57	14:32:57	14:32:57			14:32:57	14:32:57	14:32:59	14:32:59	14:32:59	14:32:59	14:32:59	14:32:59			14:33:00	14:33:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
138	14:33:00	14:33:00	14:33:00	14:33:00	14:33:00	14:33:00			14:33:00	14:33:00	14:33:03	14:33:03	14:33:03	14:33:03	14:33:03	14:33:03			14:33:03	14:33:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
139	14:33:03	14:33:03	14:33:03	14:33:03	14:33:03	14:33:03			14:33:03	14:33:03	14:33:06	14:33:06	14:33:06	14:33:06	14:33:06	14:33:06			14:33:06	14:33:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	14:33:06	14:33:06	14:33:06	14:33:06	14:33:06	14:33:06			14:33:06	14:33:06	14:33:09	14:33:09	14:33:09	14:33:09	14:33:09	14:33:09			14:33:09	14:33:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
141	14:33:09	14:33:09	14:33:10	14:33:10	14:33:10	14:33:10			14:33:10	14:33:10	14:33:12	14:33:12	14:33:12	14:33:12	14:33:12	14:33:12			14:33:13	14:33:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	14:33:13	14:33:13	14:33:13	14:33:13	14:33:13	14:33:13			14:33:13	14:33:13	14:33:16	14:33:16	14:33:16	14:33:16	14:33:16	14:33:16			14:33:16	14:33:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	14:33:16	14:33:16	14:33:16	14:33:16	14:33:16	14:33:16			14:33:16	14:33:16	14:33:19	14:33:19	14:33:19	14:33:19	14:33:19	14:33:19			14:33:19	14:33:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	14:33:19	14:33:19	14:33:19	14:33:19	14:33:19	14:33:19			14:33:19	14:33:19	14:33:22	14:33:22	14:33:22	14:33:22	14:33:22	14:33:22			14:33:22	14:33:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	14:33:22	14:33:22	14:33:22	14:33:22	14:33:22	14:33:22			14:33:22	14:33:22	14:33:25	14:33:25	14:33:25	14:33:25	14:33:25	14:33:25			14:33:26	14:33:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	14:33:26	14:33:26	14:33:26	14:33:26	14:33:26	14:33:26			14:33:26	14:33:26	14:33:28	14:33:28	14:33:28	14:33:28	14:33:28	14:33:28			14:33:29	14:33:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	14:33:29	14:33:29	14:33:29	14:33:29	14:33:29	14:33:29			14:33:29	14:33:29	14:33:32	14:33:32	14:33:32	14:33:32	14:33:32	14:33:32			14:33:32	14:33:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
148	14:33:32	14:33:32	14:33:32	14:33:32	14:33:32	14:33:32			14:33:32	14:33:32	14:33:35	14:33:35	14:33:35	14:33:35	14:33:35	14:33:35			14:33:35	14:33:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	14:33:35	14:33:35	14:33:35	14:33:35	14:33:35	14:33:35			14:33:35	14:33:35	14:33:38	14:33:38	14:33:38	14:33:38	14:33:38	14:33:38			14:33:38	14:33:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	14:33:38	14:33:38	14:33:38	14:33:38	14:33:39	14:33:39	14:33:39	14:33:39	14:33:39	14:33:39	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
151	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43	14:33:43			14:33:43	14:33:43	14:33:46	14:33:46	14:33:46	14:33:46	14:33:46	14:33:46			14:33:47	14:33:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	14:33:47	14:33:47	14:33:47	14:33:47	14:33:47	14:33:47			14:33:47	14:33:47	14:33:49	14:33:49	14:33:49	14:33:49	14:33:50	14:33:50			14:33:50	14:33:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	14:33:50	14:33:50	14:33:50	14:33:50	14:33:50	14:33:50			14:33:50	14:33:50	14:33:53	14:33:53	14:33:53	14:33:53	14:33:53	14:33:53			14:33:53	14:33:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	14:33:53	14:33:53	14:33:53	14:33:53	14:33:53	14:33:53			14:33:53	14:33:53	14:33:56	14:33:56	14:33:56	14:33:56	14:33:56	14:33:56			14:33:56	14:33:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	14:33:56	14:33:56	14:33:56	14:33:56	14:33:56	14:33:56			14:33:56	14:33:56	14:33:59	14:33:59	14:33:59	14:33:59	14:33:59	14:33:59			14:33:59	14:33:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	14:34:00	14:34:00	14:34:00	14:34:00	14:34:00	14:34:00			14:34:00	14:34:00	14:34:02	14:34:02	14:34:02	14:34:02	14:34:02	14:34:02			14:34:03	14:34:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	14:34:03	14:34:03	14:34:03	14:34:03	14:34:03	14:34:03			14:34:03	14:34:03	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06			14:34:06	14:34:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06	14:34:06			14:34:06	14:34:06	14:34:09	14:34:09	14:34:09	14:34:09	14:34:09	14:34:09			14:34:09	14:34:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	14:34:09	14:34:09	14:34:09	14:34:09	14:34:09	14:34:09			14:34:09	14:34:09	14:34:12	14:34:12	14:34:12	14:34:12	14:34:12	14:34:12			14:34:13	14:34:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	14:34:13	14:34:13	14:34:13	14:34:13	14:34:13	14:34:13			14:34:13	14:34:13	14:34:15	14:34:15	14:34:15	14:34:15	14:34:15	14:34:15			14:34:16	14:34:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
161	14:34:16	14:34:16	14:34:16	14:34:16	14:34:16	14:34:16			14:34:16	14:34:16	14:34:19	14:34:19	14:34:19	14:34:19	14:34:19	14:34:19			14:34:19	14:34:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
162	14:34:19	14:34:19	14:34:19	14:34:19	14:34:19	14:34:19			14:34:19	14:34:19	14:34:22	14:34:22	14:34:22	14:34:22	14:34:22	14:34:22			14:34:22	14:34:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	14:34:22	14:34:22	14:34:22	14:34:22	14:34:22	14:34:22			14:34:22	14:34:22	14:34:25	14:34:25	14:34:25	14:34:25	14:34:25	14:34:25			14:34:26	14:34:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	14:34:26	14:34:26	14:34:26	14:34:26	14:34:26	14:34:26			14:34:26	14:34:26	14:34:29	14:34:29	14:34:29	14:34:29	14:34:29	14:34:29			14:34:29	14:34:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	14:34:29	14:34:29	14:34:29	14:34:29	14:34:29	14:34:29			14:34:29	14:34:29	14:34:32	14:34:32	14:34:32	14:34:32	14:34:32	14:34:32			14:34:32	14:34:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	14:34:32	14:34:32	14:34:32	14:34:32	14:34:32	14:34:32			14:34:32	14:34:32	14:34:35	14:34:35	14:34:35	14:34:35	14:34:35	14:34:35			14:34:35	14:34:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	14:34:36	14:34:36	14:34:36	14:34:36	14:34:36	14:34:36			14:34:36	14:34:36	14:34:38	14:34:38	14:34:38	14:34:38	14:34:38	14:34:38			14:34:39	14:34:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	14:34:39	14:34:39	14:34:39	14:34:39	14:34:39	14:34:39			14:34:39	14:34:39	14:34:42	14:34:42	14:34:42	14:34:42	14:34:42	14:34:42			14:34:42	14:34:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	14:34:42	14:34:42	14:34:42	14:34:42	14:34:42	14:34:42			14:34:42	14:34:42	14:34:45	14:34:45	14:34:45	14:34:45	14:34:45	14:34:45			14:34:45	14:34:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	14:34:45	14:34:45	14:34:45	14:34:45	14:34:45	14:34:45			14:34:45	14:34:45	14:34:48	14:34:48	14:34:48	14:34:48	14:34:48	14:34:48			14:34:48	14:34:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
171	14:34:49	14:34:49	14:34:49	14:34:49	14:34:49	14:34:49			14:34:49	14:34:49	14:34:51	14:34:51	14:34:51	14:34:51	14:34:51	14:34:51			14:34:52	14:34:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	14:34:52	14:34:52	14:34:52	14:34:52	14:34:52	14:34:52			14:34:52	14:34:52	14:34:55	14:34:55	14:34:55	14:34:55	14:34:55	14:34:55			14:34:55	14:34:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	14:34:55	14:34:55	14:34:55	14:34:55	14:34:55	14:34:55			14:34:55	14:34:55	14:34:58	14:34:58	14:34:58	14:34:58	14:34:58	14:34:58			14:34:58	14:34:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	14:34:58	14:34:58	14:34:58	14:34:58	14:34:58	14:34:58			14:34:58	14:34:58	14:35:01	14:35:01	14:35:01	14:35:01	14:35:01	14:35:01			14:35:01	14:35:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
175	14:35:02	14:35:02	14:35:02	14:35:02	14:35:02	14:35:02			14:35:02	14:35:02	14:35:04	14:35:04	14:35:04	14:35:04	14:35:04	14:35:04			14:35:05	14:35:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
176	14:35:05	14:35:05	14:35:05	14:35:05	14:35:05	14:35:05			14:35:05	14:35:05	14:35:08	14:35:08	14:35:08	14:35:08	14:35:08	14:35:08			14:35:08	14:35:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	14:35:08	14:35:08	14:35:08	14:35:08	14:35:08	14:35:08			14:35:08	14:35:08	14:35:11	14:35:11	14:35:11	14:35:11	14:35:11	14:35:11			14:35:11	14:35:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	14:35:11	14:35:11	14:35:11	14:35:11	14:35:11	14:35:11			14:35:11	14:35:11	14:35:14	14:35:14	14:35:14	14:35:14	14:35:14	14:35:14			14:35:15	14:35:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
179	14:35:15	14:35:15	14:35:15	14:35:15	14:35:15	14:35:15			14:35:15	14:35:15	14:35:17	14:35:17	14:35:17	14:35:17	14:35:17	14:35:17			14:35:18	14:35:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
180	14:35:18	14:35:18	14:35:18	14:35:18	14:35:18	14:35:18			14:35:18	14:35:18	14:35:21	14:35:21	14:35:21	14:35:21	14:35:21	14:35:21			14:35:21	14:35:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
181	14:35:21	14:35:21	14:35:21	14:35:21	14:35:21	14:35:21			14:35:21	14:35:21	14:35:24	14:35:24	14:35:24	14:35:24	14:35:24	14:35:24			14:35:24	14:35:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
182	14:35:24	14:35:24	14:35:24	14:35:24	14:35:24	14:35:24			14:35:24	14:35:24	14:35:27	14:35:27	14:35:27	14:35:27	14:35:27	14:35:27			14:35:28	14:35:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
183	14:35:28	14:35:28	14:35:28	14:35:28	14:35:28	14:35:28			14:35:28	14:35:28	14:35:30	14:35:30	14:35:30	14:35:30	14:35:31	14:35:31			14:35:31	14:35:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
