count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-7400.364368422308	10495.957231577686	--	-7400.364368422308	--	--	--	--	--	--	--	--	0
-7363.565508499523	797.9325688813453	--	-7363.565508499523	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0
-7365.288874119971	628.8919119991017	--	-7365.288874119971	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0
-7401.097039945956	541.9432927460128	--	-7401.097039945956	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0
-7356.577905648793	564.5502277095898	--	-7356.577905648793	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0
-7293.592491320758	913.0741991017712	--	-7293.592491320758	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	4243
-7230.282583730669	1086.2181596169598	--	-7230.282583730669	8.772403420030039E-4	0.0526600168000116	-1.3485576930217755	7.662756291958516	0.1107334839108523	0.6026496647960274	-1.3436745104180352	8.236827044605931	6045
-7444.83242199196	911.0330894161283	--	-7444.83242199196	8.301689081575309E-4	0.016613894575940844	-0.7792420598031439	1.454924313971445	0.10403377295465574	0.22715395764248159	-0.8858088816052633	3.3107381358329833	6488
-7637.503367697579	974.7522395939243	--	-7637.503367697579	7.913719910035839E-4	0.016991054829926938	-0.8799186248386862	0.6951925882837211	0.09864476546821002	0.21878592481344544	-0.9098298078431332	1.715980179014647	6426
-7720.301845334846	1040.9351876209475	--	-7720.301845334846	7.800275912708944E-4	0.017737710426752012	-0.802788079641885	0.6641888349839813	0.09664903976559952	0.22666883143598227	-1.0456822181816137	1.4672487749880818	6373
-7778.43210617892	1020.34603036065	--	-7778.43210617892	7.448770719900187E-4	0.018921056266810978	-0.7696220289084308	1.212817210593968	0.0914953512599908	0.242704533144463	-1.1177288999860637	1.462167370908598	6398
-7727.940839028082	970.5323193789844	--	-7727.940839028082	6.467211272684543E-4	0.01885197574074903	-0.6840682287149826	0.5484117263819162	0.07902588783471742	0.2447997125737164	-1.2624714539337394	1.0983883728042465	6351
