ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
36	-288.4502906835033	-1224.1476678335346	-601.8468231872669	-244.51603368460792
37	-284.688785321779	-1198.1596449754777	-590.8323283087803	-243.80935901201727
38	-282.7141218603961	-1170.4512536003692	-580.1995431675562	-242.56065098668395
39	-280.3851917679471	-1144.306029686976	-570.0575854057215	-241.37427853218173
40	-280.0481770211508	-1117.8691941224138	-559.1908749311323	-240.89100527005502
41	-280.7173838558638	-1065.6396761956767	-546.3054506347173	-240.9965801289997
42	-278.04309546589144	-1042.2376299836326	-537.2710697131785	-240.20291792945304
43	-270.7739476046278	-1019.1270524146232	-527.3901553801035	-236.89857965715913
44	-274.38660482603996	-995.7081899917619	-519.3209898678114	-237.6300995719047
45	-272.4435427939169	-972.7781734173158	-510.8838825751563	-237.21267737139613
46	-269.1337162166972	-950.8801786057456	-502.68883649091583	-235.8240665577465
47	-267.7472939340135	-929.985912866222	-494.7455329979446	-235.92991758194435
48	-268.2743824266782	-907.7773238011398	-487.17824975345496	-236.56079932923058
49	-268.5389236002369	-887.7095893772619	-479.9884540802894	-236.21026014406684
50	-265.0849448028735	-868.201507778951	-472.1449600125986	-234.7997156503952
51	-263.5910767272131	-850.136263596895	-464.94607185346274	-233.8203703842267
52	-264.73377950096096	-833.8865027853738	-458.47646649838646	-234.425687752435
53	-262.6695981042086	-815.0433287457669	-450.9304749859401	-232.57215903685113
54	-263.9752958151977	-795.1021405852339	-443.7842876671104	-233.10066305090638
55	-262.06268895786013	-776.6793397348807	-436.97414362496727	-232.058556737748
56	-259.8649479016913	-760.0853898920088	-430.6156073102202	-230.60347424030127
57	-257.260755971441	-743.9717874712915	-424.6745305456475	-230.23232926349854
58	-257.1682991036622	-727.9293759121355	-419.0155494634706	-230.38379273621032
59	-257.50774300722725	-713.3833174730323	-413.77763673162855	-229.48918823619294
60	-258.5668447845987	-699.4267603745349	-408.7484094697591	-230.50984500803477
61	-251.45486901154646	-683.0393614335824	-402.432387578228	-226.89144391991158
62	-252.28239428544293	-670.1765263299098	-397.85525047139214	-227.35040076399025
63	-251.29533692134856	-657.3993844827302	-392.8524623808142	-226.76139133496454
64	-253.50104990258663	-642.6600020073328	-388.1406969555399	-226.8101604083623
65	-251.51500728599044	-629.4901795793645	-383.4455158645447	-225.7580756961783
66	-251.60789971600664	-617.8369986536366	-379.1292166558742	-225.70942670777106
67	-251.46980291936015	-606.2509049744043	-374.99291703773577	-225.49981221493798
68	-248.63975933815843	-595.1021290727507	-370.62084326903005	-223.93805006669893
69	-245.53479481857954	-583.2247890586533	-366.2145460088781	-222.86429190988895
70	-243.89836674485173	-571.9353139031185	-362.25737807029356	-221.85856952976494
71	-243.7338413122794	-562.6996800864437	-358.72886248320617	-221.4596455907595
72	-245.98466071145594	-551.5299620311657	-355.1022650264482	-221.59474291100707
73	-243.88724079591626	-542.494301897079	-351.43752655724455	-220.58522814125675
74	-242.59553308168722	-533.0056642755109	-347.7693518800451	-219.9862902032928
75	-242.65602558570197	-523.5468686183879	-344.43187612502885	-219.8500533155164
76	-243.49692248737125	-513.7265909767677	-341.18023860473005	-219.93616620625173
77	-240.40749443291006	-505.03131556747223	-337.58123239490715	-218.2680261550414
78	-241.26477818724516	-496.6748589051782	-334.74056914659343	-218.5210166845154
79	-239.47455770847537	-488.808276904279	-331.63108430567513	-217.68603931723857
80	-237.6995998151343	-481.0072732251911	-328.41140537466	-216.59033781183265
81	-241.31430307279695	-472.9356339522897	-325.8001242672777	-218.0690315103878
82	-239.02559190948938	-465.56360699706954	-322.87921786649446	-216.48082063793808
83	-237.40683179130133	-459.3383301505406	-320.2364691802509	-215.89715429201308
84	-234.92663673070336	-453.4498882637446	-317.4014855594255	-213.73070696566506
85	-234.920522504432	-446.3716558775526	-314.9064929202852	-214.1111231032211
86	-232.37123065374098	-439.47429907898055	-312.05765063549643	-212.78409051637436
87	-236.3837336140837	-433.5294136964271	-310.19006206078745	-214.4303277925723
88	-233.0697475959436	-427.58325991648405	-307.67816270852774	-213.3996784004836
89	-231.3960186906892	-422.5058127150105	-305.3822639001946	-212.04921289802465
90	-230.37522167297507	-417.1573587572777	-303.13481606789946	-211.31073893693008
91	-229.35532647036328	-411.53115972480464	-300.95617573855384	-210.85440668900856
92	-227.19894821818446	-406.8825678208635	-298.81068948055696	-210.17811140401534
93	-226.0459992937575	-402.1223099899495	-296.67289437755903	-208.9725179912376
94	-224.45574007264744	-397.62684766119503	-294.49707217308065	-207.61948473828255
95	-230.21918137467645	-393.69073163856257	-293.432125593268	-209.65165680471372
96	-224.9592931965535	-389.23205959840016	-291.17323770798487	-207.54627404604912
97	-222.26179439129328	-384.7362644558638	-289.09314726369644	-206.327574405105
98	-220.75889566431803	-380.49501243344184	-287.0854605208993	-205.02229850315712
99	-221.44997018070885	-376.70875591775757	-285.40629091980577	-205.09350399198863
100	-220.744227330307	-373.56729675246305	-283.72913315556065	-204.66567126757053
101	-217.7273249265987	-369.44277849134994	-281.6526575203039	-202.75311597132483
102	-220.35382998451598	-365.9444716819894	-280.34585469674136	-203.44335806465864
103	-217.33808646719916	-362.1448360205994	-278.44148240623696	-201.92342361268263
104	-216.7502466438098	-358.8602480103621	-276.8791587369048	-201.50781224862075
105	-217.7118434160406	-355.37088788167995	-275.52001905300614	-202.08039079286144
106	-217.02826399423134	-352.58201420774463	-274.083925391582	-201.5666498895048
107	-215.89926273858964	-349.84740667141944	-272.6133360224736	-200.7833565633487
108	-214.87649890060032	-347.1738639634037	-271.14108456135966	-199.8963992696788
109	-213.2451758176399	-344.292991815799	-269.63953406084545	-199.2105307503711
110	-213.48837747468582	-342.022609942295	-268.42593921153195	-198.8163184433841
111	-212.54480461042021	-339.1578376621298	-267.01596661771225	-198.14607925828594
112	-212.33749583370582	-336.33022492705516	-265.6079498781672	-197.59584036710808
113	-211.67880224163503	-333.0425483198959	-264.1309268618114	-196.93584595372673
114	-212.06091131870744	-330.50836481305464	-262.9968444764315	-197.34066848600375
115	-210.53140558370634	-328.26762135792416	-261.61688911616363	-196.175833259472
116	-210.8692195720007	-326.0336026850322	-260.4527803288778	-195.54306859757912
117	-208.17661867477307	-323.80898946019664	-259.0299130573435	-194.40823199091173
118	-209.51334332653732	-321.2027447486508	-257.9745901262673	-194.9913422474446
119	-208.77613699924729	-318.7739878074847	-256.71285682493055	-194.9168124087855
120	-208.00081264787136	-316.577027351933	-255.49900060651512	-194.1810380007037
121	-204.5531859550424	-314.37693656827065	-254.04079082219715	-192.2266046573598
122	-205.63511573864042	-312.61415817697826	-253.1024556031052	-192.09851607050567
123	-203.76586051486626	-310.53181363838087	-251.83441994523167	-191.4774706694431
124	-204.05701424867183	-308.3456226982772	-250.68780228274073	-191.15150838745632
125	-203.4253186690067	-306.3544274469161	-249.55181893404372	-190.81841298659538
126	-202.88702938583813	-304.3906637548692	-248.47444853987105	-190.40375168036493
127	-201.33815272704197	-302.67856683188285	-247.29565379433055	-189.4182938221537
128	-201.92218321738514	-301.4197507230775	-246.39600825182572	-188.66169362250272
129	-202.95119583910454	-299.54387821978673	-245.5693919953142	-189.09269759458908
130	-202.83061903728975	-298.1979229642997	-244.6184563585825	-188.8042729443689
131	-199.30340118796443	-296.42552218532836	-243.2676593988804	-187.07988511202512
132	-200.15027196513327	-294.69419263740264	-242.3313451618345	-187.34165951369937
133	-198.36482002416565	-292.91208905161443	-241.0971944587811	-186.12712999665712
134	-198.89278625740212	-291.15829992902144	-240.25284977628385	-186.88007311450872
135	-198.92600265058675	-289.37197522130685	-239.27489357424474	-186.63744114526006
136	-197.76612005343995	-287.8078575420899	-238.25778958417328	-186.02306923517745
137	-197.79761729997713	-286.3453774005509	-237.41903000933007	-186.13625196750272
138	-198.81885695190823	-284.9740351341704	-236.6731188681733	-186.08713894502728
139	-198.08521354024546	-283.5402356248757	-235.7633955794234	-185.78768543861656
140	-196.47140785000713	-282.1853792467736	-234.68006590085574	-184.90610740478922
141	-196.15147452112473	-280.6594038510857	-233.82192688145804	-184.51907530977743
142	-195.27826707852049	-279.40227155528635	-232.9877467634365	-184.28952081533026
143	-194.98300103082906	-278.08204349816157	-232.08724439618646	-183.65660866916602
144	-194.623802680164	-276.476607706261	-231.1657076268018	-183.37206604198317
145	-196.13345688874847	-275.16879297261335	-230.50928159165895	-183.71543300205687
146	-195.4267618819463	-273.6290771518795	-229.6674407661049	-183.45971612362573
147	-196.98534780106476	-272.4605199165498	-229.1357552440315	-183.8010483755798
148	-195.49687484697378	-271.1475095744038	-228.26203081734388	-183.58289176311268
149	-196.01157602303877	-270.061813954469	-227.6262288955853	-183.24395122824683
150	-195.2067366040365	-268.8363732156462	-226.83036380849765	-182.83487782646944
151	-195.95291356292756	-267.51527593959577	-226.24960303223847	-183.29827353573256
152	-195.57997975742418	-266.27656153896964	-225.63919824342207	-183.39658504800855
153	-196.21569536739514	-265.23770793653995	-225.16980874810784	-183.48030570636138
154	-195.88130832883522	-264.23427396172366	-224.56818253911987	-183.52658447627073
155	-195.37542892514784	-263.19372416811683	-223.88976153589448	-182.9213380373279
156	-195.08190156726127	-262.27485291751304	-223.3612326294168	-183.14034722934
157	-194.5811080294349	-261.02082069317765	-222.74680658212063	-183.13273666332333
158	-194.86646488165405	-259.77439872191235	-222.2077781773806	-183.02114168167785
159	-195.33088454259894	-258.79928636996505	-221.78573608951856	-183.53352122769806
160	-193.2489717218477	-257.7062282418765	-220.96207154874654	-182.5769962656341
161	-193.08949107125352	-256.58027521355734	-220.28974271112995	-182.06457728815207
162	-194.45191706026895	-255.77334751277587	-219.9159378945872	-182.34840527047498
163	-193.89722881582503	-254.86544883407137	-219.39698401794905	-182.32939703770342
164	-194.2856214643642	-254.00433485219295	-218.99044366380505	-182.49205268863167
165	-193.41474743900588	-253.07627875156598	-218.410313034146	-182.31925669977355
166	-193.63958262301182	-252.26814926897492	-217.9141310626592	-181.6398739222684
167	-191.25523863921742	-251.0807061605839	-217.08868571368322	-180.5865817788953
168	-193.53181690107974	-250.36570504728962	-216.84867082531164	-181.48920338966772
169	-192.16870615143003	-249.26848757367196	-216.2023347911136	-180.907043853839
170	-193.40517967087976	-248.58057282761385	-215.94200051213295	-181.46493206380202
171	-191.31664314968103	-247.61425761425977	-215.2853846151907	-180.74494067630016
172	-192.7032928670125	-246.9206454542362	-215.045485752116	-181.708390625007
173	-192.01842345934148	-246.1694001494897	-214.61712875222355	-181.5716478697164
174	-193.31867824331937	-245.42696581233795	-214.3985166867821	-181.92948051917523
175	-191.55629584270852	-244.5784197134722	-213.83884206087387	-180.99025720483482
176	-191.92838464044777	-243.70205659548236	-213.50119330072542	-181.30546017139136
177	-192.16050152955933	-242.84466460840756	-213.15569188225635	-181.54945625699563
178	-191.3829612645374	-241.82250363013867	-212.65996644350784	-181.33052711657112
179	-190.95863689901802	-241.04443117758393	-212.17216405907953	-180.94819691707923
180	-192.5289404096491	-239.9957315366405	-211.91253983023608	-181.62980634410422
181	-192.3881685610884	-239.2919955594083	-211.55023734425217	-181.4673450673798
182	-190.81742100663047	-238.59598420716782	-211.0708657939498	-181.13162178084602
183	-190.717785350163	-237.85158599150157	-210.6880769494745	-180.87035559369002
184	-191.04045147398935	-237.3637894604614	-210.33784826838703	-180.85876839208657
185	-191.74152555745908	-236.48217082802924	-210.03914301806128	-181.02510269014348
186	-192.45207124332165	-236.09444138355224	-209.83378851181308	-181.0390223291706
187	-191.72862621562612	-235.3538180500915	-209.47424424568226	-181.09825686609446
188	-192.0424367198604	-234.69782374948295	-209.251500076105	-181.50474997708557
189	-191.10459326840527	-234.04694508307267	-208.83119135987275	-181.04575281727
190	-192.04228190059885	-233.93477572165804	-208.6210295872906	-180.45276293968917
191	-190.97673146782216	-233.03206306795926	-208.59029100193666	-181.73365255758407
192	-199.55538442941304	-236.5245129499989	-210.08364686201818	-182.90114693777696
193	-203.05349626150536	-238.89463145204334	-211.55091852936198	-183.3494950208103
194	-205.26222788109493	-240.71192124169048	-213.0656248271092	-184.05303453834767
195	-206.6153085558494	-242.1863977556667	-214.58571791141205	-184.62648242557438
196	-207.7631928073542	-243.40619117594014	-216.15914776712214	-185.3219630694787
197	-208.56121296741554	-244.32745101985086	-217.62288272917436	-186.43396905776524
198	-208.85521579517257	-245.18182468166333	-218.74586803291413	-186.82579582202715
199	-209.1959941877037	-245.85511915469482	-220.0421279758031	-188.36606557238466
200	-208.4699373867237	-246.33738071213423	-221.0994376226234	-190.6384904998286
201	-208.38675103415707	-246.65003189066152	-221.88790710397333	-191.2991533105258
202	-208.51828238012047	-247.03561448045863	-222.55112971718057	-192.15530026561171
203	-208.48033576572973	-247.38504717100804	-223.1124969829791	-192.8239847565239
204	-207.0551245370216	-247.61464828348443	-223.45703257354072	-193.4310599636334
205	-207.2092327808732	-247.84130277789086	-223.97733736624687	-194.53472082505675
206	-207.27459802413443	-247.9448486940661	-224.34724607500019	-195.5415690576489
207	-207.09683299229843	-248.07005042597362	-224.6747805057284	-196.50675341613336
208	-206.69911038636528	-248.20349455932373	-224.87793387523536	-196.97818797329077
209	-205.98396067004484	-248.2666321248163	-225.11589043233315	-197.47991233866796
210	-205.61923756287106	-248.31839490393665	-225.26644567617052	-197.73035621068038
211	-205.51449139420316	-248.42243541277745	-225.41985644601286	-198.05178608683357
212	-204.6070279435521	-248.45341067900864	-225.4391446322274	-197.87236729431103
213	-204.88996331239622	-248.5053447089944	-225.69393796821973	-198.5633061142082
214	-204.2546640949353	-248.55378223659002	-225.7601156473382	-198.43157194281955
215	-204.0064742474213	-248.5831049190826	-225.80929857665606	-198.55792335248302
216	-203.6137432767707	-248.62571625000072	-225.825560580561	-198.37455994885738
217	-203.62317172453993	-248.67300088720833	-226.00049295099976	-198.40729169659545
218	-203.2324471692093	-248.69771393922625	-226.0675170440136	-198.58379212291092
219	-202.91047264897367	-248.69784855672106	-226.09152955102655	-198.66925587470055
220	-202.55321615782552	-248.7203341314241	-226.10627127420304	-198.5380546014782
221	-202.2220202781139	-248.7494874998954	-226.11963356491947	-198.3256660433402
222	-202.24489927363695	-248.76293827590752	-226.16315015231416	-198.54449270988025
223	-201.89616634571024	-248.78088608930886	-226.14585694595922	-198.39609462525482
224	-201.3579528844569	-248.7881502890328	-226.10146257292038	-198.02653039477013
225	-201.4496578090975	-248.8053606555883	-226.16595459697828	-198.28960498823906
226	-200.95633314463873	-248.80711380627807	-226.13421611842375	-197.96396543132394
227	-200.48113444068943	-248.8208816148605	-226.0903781902589	-197.7517700915163
228	-200.38900059616526	-248.83459098853922	-226.0955002670724	-197.6433842066112
229	-200.24854189410766	-248.85636483104835	-226.11614151679373	-197.51736323683917
230	-200.0419520620921	-248.876381671617	-226.1188746031518	-197.52554918626592
231	-199.78230403247576	-248.87912340312445	-226.10522559803363	-197.42039268325817
232	-199.65683045677238	-248.90089322030772	-226.1030642839899	-197.21019019990933
233	-199.41153854440557	-248.90517532712747	-226.10377927081058	-197.2094646488294
234	-199.17730952761522	-248.90493294198816	-226.09626301168575	-197.11580479252908
235	-199.0794109646684	-248.91266775505247	-226.09101928270738	-197.02042668186854
236	-198.78868745811286	-248.91798672298458	-226.05874526312792	-196.8123715900855
237	-198.8767763826681	-248.9293190415585	-226.09402491335155	-196.91295632747125
238	-198.6935814342969	-248.93050627606058	-226.0831119522295	-196.80423224633537
239	-198.50800368938542	-248.93590797394893	-226.06760625794476	-196.63653696372995
240	-198.60210853821485	-248.94053916013877	-226.08878039910775	-196.71640418187064
241	-198.48892702338492	-248.9462277769425	-226.09208307394624	-196.59128025607916
242	-198.6176354160984	-248.94978819352326	-226.1278696632229	-196.8789223674306
243	-198.6224941501341	-248.95584755254848	-226.13668092931485	-196.75665720833024
244	-198.2549339542826	-248.9631892280308	-226.1004357660147	-196.42202508594147
245	-198.07653544340144	-248.96043258291013	-226.09478149081568	-196.54917163734964
246	-197.79425176199155	-248.95923787358817	-226.05824392654182	-196.27956245368895
247	-197.7034984309584	-248.96312349183145	-226.05054859399934	-196.03386058665038
248	-197.46919371189782	-248.9761953698829	-226.03026095315664	-195.8999719832302
249	-197.54102816759746	-248.97260136935068	-226.0832451665847	-196.1715216691528
250	-197.22004787637854	-248.9748166320398	-226.05304836778836	-195.86864919508022
251	-196.79960239178044	-248.97789936761677	-226.0003847637748	-195.5165583979378
252	-196.69180013469716	-248.98718019233618	-225.99457823230918	-195.48102723913956
253	-196.40921670029564	-248.98938207423436	-225.96252006231708	-195.1551631199553
254	-196.29611575895555	-248.9974965922283	-225.95806294447505	-195.03229122764037
255	-196.0231238368871	-248.99306998634106	-225.92826127345697	-194.96994445092182
256	-195.94166805484983	-248.9927656060106	-225.91939170723043	-194.85163939700857
257	-195.7659741942648	-248.99326163179433	-225.89986394387415	-194.67984743692398
258	-195.61688656348758	-248.99353590751505	-225.88421975377855	-194.60364562753045
259	-195.39472664619223	-248.99924359956557	-225.8572843862591	-194.36806184173898
260	-195.15365416609006	-248.99722068739598	-225.8263904060417	-194.1414310034491
261	-195.02614561398758	-248.99912027308758	-225.81532850286774	-194.0315273530542
262	-194.7388429845714	-249.00141669094882	-225.77858070661946	-193.7797494289065
263	-194.715548663738	-249.00140342471724	-225.77916320059006	-193.83406234197082
264	-194.56475538046945	-249.00139570380367	-225.7596110880211	-193.68645641118033
265	-194.46477213157237	-249.0026862291278	-225.74966551065697	-193.53061986296126
266	-194.58165215117458	-249.00536425383814	-225.7758690199432	-193.6763476839625
267	-194.11835517965235	-249.0067775841477	-225.71287605134552	-193.23561647012494
268	-193.92540313354087	-249.00749360869054	-225.68829052202213	-193.11548160815244
269	-194.13030364149927	-249.01473127464885	-225.7229919644384	-193.2520417645322
270	-193.51423507562805	-249.00936825261556	-225.638944227022	-192.78629711166195
271	-193.34926720023137	-249.00745345932992	-225.61619120329684	-192.5842726039423
272	-193.3611047384929	-249.00937703737114	-225.6195155574209	-192.5748110295631
273	-193.1832371522375	-249.0090655142768	-225.5966467713304	-192.45461956189808
274	-193.03740861582517	-249.01181481541374	-225.57804101247248	-192.31541209526654
275	-193.13157515795777	-249.01266311380306	-225.59360281098137	-192.33785203767243
276	-192.95773784850584	-249.0116665244696	-225.57317986670122	-192.16606019672895
277	-192.75485949420943	-249.01118323048476	-225.5492463135195	-192.02839304272626
278	-192.5798027746466	-249.0103364656469	-225.52979522373784	-191.89459261850564
279	-192.50568220829894	-249.01115672038483	-225.52051140647762	-191.8272073195072
280	-192.28085206416733	-249.01171674401	-225.49051235185976	-191.61752931834653
281	-192.71013855054935	-249.01367935902547	-225.5615988407671	-191.887579369257
282	-192.04660740286445	-249.01394142548688	-225.4809868463523	-191.45229330212536
283	-191.88011227135976	-249.0142228177468	-225.46172858701192	-191.24747072132087
284	-191.71275979135876	-249.01605729722766	-225.44438727468975	-191.12917212804913
285	-191.5929899565685	-249.01705661575718	-225.42993998312556	-190.98224675917317
286	-191.65361307058825	-249.020204030651	-225.44343065781197	-191.07204856412554
287	-191.34140175338538	-249.02296337254944	-225.40235793479022	-190.776988768228
288	-191.44727456820817	-249.0421087230794	-225.4194038654618	-190.7645628791514
289	-191.37634462631027	-249.04393858046845	-225.41670946229686	-190.7737557605526
290	-191.4253732224893	-249.0576802850267	-225.42791382752227	-190.7372540965911
291	-191.4503495237363	-249.08045145719936	-225.44011095904628	-190.68796389793047
292	-191.168113254823	-249.07800873210317	-225.4121636584729	-190.4681397904175
293	-190.9058323004972	-249.08934959376143	-225.38532178249474	-190.21100397197085
294	-190.6240902995459	-249.09929981123224	-225.35420022829086	-189.9646939755554
295	-190.43524013949252	-249.1196266896315	-225.33653869376928	-189.73207254623506
296	-189.99090485978948	-249.12302934881535	-225.28473725084882	-189.33798759129678
297	-189.73505595022004	-249.12938354844053	-225.2602448868828	-189.09829730310656
298	-189.46678780156	-249.13208659498403	-225.22987964997725	-188.86333576969466
299	-189.23969820649583	-249.13289697764475	-225.20538927496065	-188.6994171184601
300	-189.02408170739457	-249.1331436446835	-225.17887171898272	-188.47791673923527
301	-188.88525685576977	-249.1344883507302	-225.1627281412101	-188.36009110415344
302	-188.70428168945847	-249.13566149301664	-225.14004323549875	-188.18417317667524
303	-188.55251799364083	-249.1412773996436	-225.1231906283411	-188.0598899897789
304	-188.39689937785184	-249.15204973310225	-225.10367423793866	-187.86893717954274
305	-188.34401356394946	-249.16125677340386	-225.0996605865344	-187.7686457968567
306	-188.16878762419935	-249.1624728969078	-225.08440970091792	-187.60783104315195
307	-188.15054905515134	-249.16258820464594	-225.08492615664292	-187.60376566004777
308	-188.11747887947297	-249.16171872976082	-225.08467049514542	-187.66852183338446
309	-187.80204418713106	-249.16373577608215	-225.0412682035832	-187.26568283246553
310	-187.4964848345297	-249.16332237632386	-225.00342952696067	-187.07974543133076
311	-187.4721979665056	-249.16319493251092	-225.00152164473258	-187.04958958115827
312	-187.2394905238927	-249.1631046070706	-224.9697792742521	-186.8559999492851
313	-187.03116743727048	-249.172196732905	-224.94473939910992	-186.62530281581581
314	-186.67839785535506	-249.16356639345014	-224.895293373139	-186.2984752107286
315	-186.6060780286827	-249.16673421644404	-224.8863006696718	-186.261076996196
316	-186.3403550103514	-249.16320801274375	-224.84882021492518	-185.9895592550363
317	-186.20051204186447	-249.16350114849885	-224.8295417780651	-185.8274959171606
318	-186.0302219584919	-249.16368679388628	-224.80639021067088	-185.68944957567706
319	-185.9597082137041	-249.16453821553623	-224.79655312109324	-185.56507725834584
320	-185.7787386679202	-249.1693829578623	-224.77289096259048	-185.42498646778762
321	-185.48695681157906	-249.16952041905466	-224.73347310091748	-185.0771438218604
322	-185.24838677282074	-249.1723222751801	-224.70186547783672	-184.8417550803212
323	-185.29453999174183	-249.1729496271143	-224.70987209408997	-184.9287245677214
324	-185.15028407763663	-249.17517561007566	-224.69053314253946	-184.76410698766773
325	-185.0519557881515	-249.17584185545968	-224.67856428908624	-184.66333778580668
326	-184.8372904504634	-249.1757605355065	-224.65000312026663	-184.49824000674758
327	-184.5511664612338	-249.17577493473286	-224.61015462416506	-184.14193350902826
328	-184.36418920177476	-249.17581271924385	-224.58634202303375	-183.9842868150625
329	-184.2938088605379	-249.17622839100522	-224.57741086579773	-183.95282599307205
330	-183.85384462694876	-249.17695865734302	-224.5165352462715	-183.51318222380198
331	-183.39751815172392	-249.18073718172272	-224.45267677099716	-183.07105577437653
332	-183.15635108575057	-249.18575369390854	-224.42006609310997	-182.74438519170016
333	-182.81518472023504	-249.18662358529485	-224.3760433026773	-182.5020018874639
334	-182.6199138264472	-249.18750493303145	-224.34935418594492	-182.28282781969835
335	-182.42488193965994	-249.18733326225578	-224.3236922984792	-182.09197303924662
336	-182.28553826425454	-249.18818056715355	-224.30502760980966	-181.94043909965328
337	-181.97299301465276	-249.19259176406038	-224.26195041094792	-181.60747407834197
338	-181.877049654754	-249.19623582478422	-224.25084365893122	-181.55928016917383
339	-181.8423234253946	-249.1943397876205	-224.2475654971545	-181.5441835794234
340	-181.6541293001273	-249.1955191946676	-224.221214286168	-181.3477433288043
341	-181.43755852461837	-249.19722680936584	-224.1913164627028	-181.12815193090466
342	-181.46231714398758	-249.19910997066853	-224.1956015198908	-181.16732208611873
343	-181.11238287735475	-249.19766570918065	-224.14603243501983	-180.74718113035715
344	-181.0071327062856	-249.1972770544449	-224.1344326780015	-180.7126590658981
345	-180.83654966648143	-249.2000755387219	-224.11321500878523	-180.5594306353785
346	-180.68162774666857	-249.20615634175246	-224.0924096590072	-180.37699826235084
347	-180.6115680965425	-249.20632347186086	-224.08610133953457	-180.318549106082
348	-180.57117331384484	-249.20692235616747	-224.08155827612876	-180.28933740739123
349	-180.53090518758924	-249.20723257126352	-224.07702796594836	-180.21677883421165
350	-180.44092495242535	-249.21515654282135	-224.06483999015165	-180.15057118230553
351	-180.53069137480782	-249.21580793441578	-224.0796946807026	-180.2198197298339
352	-180.496989083519	-249.2159541897172	-224.07642421897143	-180.20727492043562
353	-180.31334711434917	-249.217564863856	-224.05130435801865	-180.03274794731846
354	-180.3642836214431	-249.21663995311283	-224.06023293364086	-180.08522772524535
355	-180.41305196563343	-249.21908142922692	-224.06792287651405	-180.06922688978045
356	-180.42244635988683	-249.22024749869007	-224.07271853151346	-180.1237818015188
357	-180.3070486870579	-249.22050744191944	-224.05847565090355	-180.0298583993052
358	-180.3367750707897	-249.22120421869204	-224.06311663514776	-180.04890061217856
359	-180.34552043269258	-249.22728123468548	-224.06553296524442	-179.9796013187374
360	-180.38206379412702	-249.23763594046508	-224.0737441350176	-179.99526918413463
361	-180.33627178842147	-249.25374826909058	-224.07276508378348	-179.91847192839128
362	-179.2833332927267	-249.27329974752405	-223.9301195772377	-178.8166556973746
363	-178.59893450462167	-249.28046158822474	-223.8414199460114	-178.1780959980233
364	-178.39569307540108	-249.28506976399734	-223.8204187952567	-177.99753491955414
365	-178.8428343249592	-249.2921399207845	-223.89232102935517	-178.4150350088162
