Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
10	14:54:21	14:54:21	14:54:21	14:54:21	14:54:21	14:54:21			14:54:21	14:54:21	14:54:24	14:54:24	14:54:24	14:54:24	14:54:24	14:54:24			14:54:24	14:54:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
11	14:54:24	14:54:24	14:54:24	14:54:24	14:54:24	14:54:24			14:54:24	14:54:24	14:54:27	14:54:27	14:54:27	14:54:27	14:54:27	14:54:27			14:54:27	14:54:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
12	14:54:27	14:54:27	14:54:27	14:54:27	14:54:27	14:54:27			14:54:27	14:54:27	14:54:30	14:54:30	14:54:30	14:54:30	14:54:30	14:54:30			14:54:31	14:54:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
13	14:54:31	14:54:31	14:54:31	14:54:31	14:54:31	14:54:31			14:54:31	14:54:31	14:54:33	14:54:33	14:54:33	14:54:33	14:54:34	14:54:34			14:54:34	14:54:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
14	14:54:34	14:54:34	14:54:34	14:54:34	14:54:34	14:54:34			14:54:34	14:54:34	14:54:37	14:54:37	14:54:37	14:54:37	14:54:37	14:54:37			14:54:37	14:54:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
15	14:54:37	14:54:37	14:54:37	14:54:37	14:54:37	14:54:37			14:54:37	14:54:37	14:54:40	14:54:40	14:54:40	14:54:40	14:54:40	14:54:40			14:54:40	14:54:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
16	14:54:40	14:54:40	14:54:40	14:54:40	14:54:40	14:54:40			14:54:40	14:54:40	14:54:43	14:54:43	14:54:43	14:54:43	14:54:43	14:54:43			14:54:44	14:54:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
17	14:54:44	14:54:44	14:54:44	14:54:44	14:54:44	14:54:44			14:54:44	14:54:44	14:54:47	14:54:47	14:54:47	14:54:47	14:54:47	14:54:47			14:54:47	14:54:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
18	14:54:47	14:54:47	14:54:47	14:54:47	14:54:47	14:54:47			14:54:47	14:54:47	14:54:50	14:54:50	14:54:50	14:54:50	14:54:50	14:54:50			14:54:50	14:54:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
19	14:54:50	14:54:50	14:54:50	14:54:50	14:54:50	14:54:50			14:54:50	14:54:50	14:54:53	14:54:53	14:54:53	14:54:53	14:54:53	14:54:53			14:54:53	14:54:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
20	14:54:54	14:54:54	14:54:54	14:54:54	14:54:54	14:54:54			14:54:54	14:54:54	14:54:56	14:54:56	14:54:56	14:54:56	14:54:56	14:54:56			14:54:57	14:54:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
21	14:54:57	14:54:57	14:54:57	14:54:57	14:54:57	14:54:57			14:54:57	14:54:57	14:55:00	14:55:00	14:55:00	14:55:00	14:55:00	14:55:00			14:55:00	14:55:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
22	14:55:00	14:55:00	14:55:00	14:55:00	14:55:00	14:55:00			14:55:00	14:55:00	14:55:03	14:55:03	14:55:03	14:55:03	14:55:03	14:55:03			14:55:03	14:55:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
23	14:55:03	14:55:03	14:55:03	14:55:03	14:55:03	14:55:03			14:55:03	14:55:03	14:55:06	14:55:06	14:55:06	14:55:06	14:55:06	14:55:06			14:55:07	14:55:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
24	14:55:07	14:55:07	14:55:07	14:55:07	14:55:07	14:55:07			14:55:07	14:55:07	14:55:09	14:55:09	14:55:09	14:55:09	14:55:10	14:55:10			14:55:10	14:55:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
25	14:55:10	14:55:10	14:55:10	14:55:10	14:55:10	14:55:10			14:55:10	14:55:10	14:55:13	14:55:13	14:55:13	14:55:13	14:55:13	14:55:13			14:55:13	14:55:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
26	14:55:13	14:55:13	14:55:13	14:55:13	14:55:13	14:55:13			14:55:13	14:55:13	14:55:16	14:55:16	14:55:16	14:55:16	14:55:16	14:55:16			14:55:16	14:55:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
27	14:55:16	14:55:16	14:55:16	14:55:16	14:55:16	14:55:16			14:55:16	14:55:16	14:55:19	14:55:19	14:55:19	14:55:19	14:55:19	14:55:19			14:55:20	14:55:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
28	14:55:20	14:55:20	14:55:20	14:55:20	14:55:20	14:55:20			14:55:20	14:55:20	14:55:23	14:55:23	14:55:23	14:55:23	14:55:23	14:55:23			14:55:23	14:55:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
29	14:55:23	14:55:23	14:55:23	14:55:23	14:55:23	14:55:23			14:55:23	14:55:23	14:55:26	14:55:26	14:55:26	14:55:26	14:55:26	14:55:26			14:55:26	14:55:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
30	14:55:26	14:55:26	14:55:26	14:55:26	14:55:26	14:55:26			14:55:26	14:55:26	14:55:29	14:55:29	14:55:29	14:55:29	14:55:29	14:55:29			14:55:29	14:55:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
31	14:55:30	14:55:30	14:55:30	14:55:30	14:55:30	14:55:30			14:55:30	14:55:30	14:55:32	14:55:32	14:55:32	14:55:32	14:55:32	14:55:32			14:55:33	14:55:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
32	14:55:33	14:55:33	14:55:33	14:55:33	14:55:33	14:55:33			14:55:33	14:55:33	14:55:36	14:55:36	14:55:36	14:55:36	14:55:36	14:55:36			14:55:36	14:55:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
33	14:55:36	14:55:36	14:55:36	14:55:36	14:55:36	14:55:36			14:55:36	14:55:36	14:55:39	14:55:39	14:55:39	14:55:39	14:55:39	14:55:39			14:55:39	14:55:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
34	14:55:39	14:55:39	14:55:39	14:55:39	14:55:39	14:55:39			14:55:39	14:55:39	14:55:42	14:55:42	14:55:42	14:55:42	14:55:42	14:55:42			14:55:42	14:55:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
35	14:55:42	14:55:42	14:55:42	14:55:42	14:55:43	14:55:43			14:55:43	14:55:43	14:55:45	14:55:45	14:55:45	14:55:45	14:55:45	14:55:45			14:55:45	14:55:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
36	14:55:45	14:55:45	14:55:45	14:55:45	14:55:45	14:55:45			14:55:45	14:55:45	14:55:48	14:55:48	14:55:48	14:55:48	14:55:48	14:55:48			14:55:48	14:55:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
37	14:55:48	14:55:48	14:55:48	14:55:48	14:55:48	14:55:48			14:55:48	14:55:48	14:55:50	14:55:50	14:55:50	14:55:50	14:55:50	14:55:50			14:55:51	14:55:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
38	14:55:51	14:55:51	14:55:51	14:55:51	14:55:51	14:55:51			14:55:51	14:55:51	14:55:53	14:55:53	14:55:53	14:55:53	14:55:53	14:55:53			14:55:54	14:55:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
39	14:55:54	14:55:54	14:55:54	14:55:54	14:55:54	14:55:54			14:55:54	14:55:54	14:55:56	14:55:56	14:55:56	14:55:56	14:55:56	14:55:56			14:55:56	14:55:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
40	14:55:56	14:55:56	14:55:56	14:55:56	14:55:56	14:55:56			14:55:56	14:55:56	14:55:59	14:55:59	14:55:59	14:55:59	14:55:59	14:55:59			14:56:00	14:56:00		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:03
41	14:56:00	14:56:00	14:56:00	14:56:00	14:56:00	14:56:00			14:56:00	14:56:00	14:56:03	14:56:03	14:56:03	14:56:03	14:56:03	14:56:03			14:56:03	14:56:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
42	14:56:03	14:56:03	14:56:03	14:56:03	14:56:03	14:56:03			14:56:03	14:56:03	14:56:06	14:56:06	14:56:06	14:56:06	14:56:06	14:56:06			14:56:06	14:56:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
43	14:56:07	14:56:07	14:56:07	14:56:07	14:56:07	14:56:07			14:56:07	14:56:07	14:56:10	14:56:10	14:56:10	14:56:10	14:56:10	14:56:10			14:56:10	14:56:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
44	14:56:10	14:56:10	14:56:10	14:56:10	14:56:10	14:56:10			14:56:10	14:56:10	14:56:13	14:56:13	14:56:13	14:56:13	14:56:13	14:56:13			14:56:13	14:56:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
45	14:56:13	14:56:13	14:56:13	14:56:13	14:56:13	14:56:13			14:56:13	14:56:13	14:56:16	14:56:16	14:56:16	14:56:16	14:56:16	14:56:16			14:56:17	14:56:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
46	14:56:17	14:56:17	14:56:17	14:56:17	14:56:17	14:56:17			14:56:17	14:56:17	14:56:20	14:56:20	14:56:20	14:56:20	14:56:20	14:56:20			14:56:20	14:56:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
47	14:56:20	14:56:20	14:56:20	14:56:20	14:56:20	14:56:20			14:56:20	14:56:20	14:56:23	14:56:23	14:56:23	14:56:23	14:56:23	14:56:23			14:56:23	14:56:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
48	14:56:23	14:56:23	14:56:23	14:56:23	14:56:23	14:56:23			14:56:23	14:56:23	14:56:26	14:56:26	14:56:26	14:56:26	14:56:26	14:56:26			14:56:26	14:56:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
49	14:56:27	14:56:27	14:56:27	14:56:27	14:56:27	14:56:27			14:56:27	14:56:27	14:56:29	14:56:29	14:56:29	14:56:29	14:56:29	14:56:29			14:56:30	14:56:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
50	14:56:30	14:56:30	14:56:30	14:56:30	14:56:30	14:56:30	14:56:30	14:56:31	14:56:31	14:56:31	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
51	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35	14:56:35			14:56:35	14:56:35	14:56:38	14:56:38	14:56:38	14:56:38	14:56:38	14:56:38			14:56:38	14:56:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
52	14:56:38	14:56:38	14:56:38	14:56:38	14:56:38	14:56:38			14:56:38	14:56:38	14:56:41	14:56:41	14:56:41	14:56:41	14:56:41	14:56:41			14:56:42	14:56:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
53	14:56:42	14:56:42	14:56:42	14:56:42	14:56:42	14:56:42			14:56:42	14:56:42	14:56:44	14:56:44	14:56:44	14:56:44	14:56:44	14:56:44			14:56:45	14:56:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
54	14:56:45	14:56:45	14:56:45	14:56:45	14:56:45	14:56:45			14:56:45	14:56:45	14:56:48	14:56:48	14:56:48	14:56:48	14:56:48	14:56:48			14:56:48	14:56:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
55	14:56:48	14:56:48	14:56:48	14:56:48	14:56:48	14:56:48			14:56:48	14:56:48	14:56:51	14:56:51	14:56:51	14:56:51	14:56:51	14:56:51			14:56:51	14:56:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
56	14:56:52	14:56:52	14:56:52	14:56:52	14:56:52	14:56:52			14:56:52	14:56:52	14:56:54	14:56:54	14:56:54	14:56:54	14:56:54	14:56:54			14:56:55	14:56:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
57	14:56:55	14:56:55	14:56:55	14:56:55	14:56:55	14:56:55			14:56:55	14:56:55	14:56:58	14:56:58	14:56:58	14:56:58	14:56:58	14:56:58			14:56:58	14:56:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
58	14:56:58	14:56:58	14:56:58	14:56:58	14:56:58	14:56:58			14:56:58	14:56:58	14:57:01	14:57:01	14:57:01	14:57:01	14:57:01	14:57:01			14:57:01	14:57:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
59	14:57:01	14:57:01	14:57:01	14:57:01	14:57:01	14:57:01			14:57:01	14:57:01	14:57:04	14:57:04	14:57:04	14:57:04	14:57:04	14:57:04			14:57:05	14:57:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
60	14:57:05	14:57:05	14:57:05	14:57:05	14:57:05	14:57:05			14:57:05	14:57:05	14:57:08	14:57:08	14:57:08	14:57:08	14:57:08	14:57:08			14:57:08	14:57:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
61	14:57:08	14:57:08	14:57:08	14:57:08	14:57:08	14:57:08			14:57:08	14:57:08	14:57:11	14:57:11	14:57:11	14:57:11	14:57:11	14:57:11			14:57:11	14:57:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
62	14:57:11	14:57:11	14:57:11	14:57:11	14:57:11	14:57:11			14:57:11	14:57:11	14:57:14	14:57:14	14:57:14	14:57:14	14:57:14	14:57:14			14:57:14	14:57:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
63	14:57:15	14:57:15	14:57:15	14:57:15	14:57:15	14:57:15			14:57:15	14:57:15	14:57:18	14:57:18	14:57:18	14:57:18	14:57:18	14:57:18			14:57:18	14:57:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
64	14:57:18	14:57:18	14:57:18	14:57:18	14:57:18	14:57:18			14:57:18	14:57:18	14:57:21	14:57:21	14:57:21	14:57:21	14:57:21	14:57:21			14:57:21	14:57:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
65	14:57:21	14:57:21	14:57:21	14:57:21	14:57:21	14:57:21			14:57:21	14:57:21	14:57:24	14:57:24	14:57:24	14:57:24	14:57:24	14:57:24			14:57:24	14:57:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
66	14:57:24	14:57:24	14:57:24	14:57:24	14:57:24	14:57:24			14:57:24	14:57:24	14:57:27	14:57:27	14:57:27	14:57:27	14:57:27	14:57:27			14:57:28	14:57:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
67	14:57:28	14:57:28	14:57:28	14:57:28	14:57:28	14:57:28			14:57:28	14:57:28	14:57:31	14:57:31	14:57:31	14:57:31	14:57:31	14:57:31			14:57:31	14:57:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
68	14:57:31	14:57:31	14:57:31	14:57:31	14:57:31	14:57:31			14:57:31	14:57:31	14:57:34	14:57:34	14:57:34	14:57:34	14:57:34	14:57:34			14:57:34	14:57:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
69	14:57:34	14:57:34	14:57:34	14:57:34	14:57:34	14:57:34			14:57:34	14:57:34	14:57:37	14:57:37	14:57:37	14:57:37	14:57:37	14:57:37			14:57:37	14:57:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
70	14:57:38	14:57:38	14:57:38	14:57:38	14:57:38	14:57:38			14:57:38	14:57:38	14:57:40	14:57:40	14:57:40	14:57:40	14:57:40	14:57:40			14:57:41	14:57:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
71	14:57:41	14:57:41	14:57:41	14:57:41	14:57:41	14:57:41			14:57:41	14:57:41	14:57:44	14:57:44	14:57:44	14:57:44	14:57:44	14:57:44			14:57:44	14:57:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
72	14:57:44	14:57:44	14:57:44	14:57:44	14:57:44	14:57:44			14:57:44	14:57:44	14:57:47	14:57:47	14:57:47	14:57:47	14:57:47	14:57:47			14:57:48	14:57:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
73	14:57:48	14:57:48	14:57:48	14:57:48	14:57:48	14:57:48			14:57:48	14:57:48	14:57:51	14:57:51	14:57:51	14:57:51	14:57:51	14:57:51			14:57:51	14:57:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
74	14:57:51	14:57:51	14:57:51	14:57:51	14:57:51	14:57:51			14:57:51	14:57:51	14:57:54	14:57:54	14:57:54	14:57:54	14:57:54	14:57:54			14:57:54	14:57:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
75	14:57:54	14:57:54	14:57:54	14:57:54	14:57:54	14:57:54			14:57:54	14:57:54	14:57:57	14:57:57	14:57:57	14:57:57	14:57:57	14:57:57			14:57:57	14:57:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
76	14:57:58	14:57:58	14:57:58	14:57:58	14:57:58	14:57:58			14:57:58	14:57:58	14:58:00	14:58:00	14:58:00	14:58:00	14:58:00	14:58:00			14:58:01	14:58:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
77	14:58:01	14:58:01	14:58:01	14:58:01	14:58:01	14:58:01			14:58:01	14:58:01	14:58:04	14:58:04	14:58:04	14:58:04	14:58:04	14:58:04			14:58:04	14:58:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
78	14:58:04	14:58:04	14:58:04	14:58:04	14:58:04	14:58:04			14:58:04	14:58:04	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07			14:58:07	14:58:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
79	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07	14:58:07			14:58:07	14:58:07	14:58:10	14:58:10	14:58:10	14:58:10	14:58:10	14:58:10			14:58:10	14:58:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
80	14:58:11	14:58:11	14:58:11	14:58:11	14:58:11	14:58:11			14:58:11	14:58:11	14:58:13	14:58:13	14:58:13	14:58:13	14:58:13	14:58:13			14:58:14	14:58:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
81	14:58:14	14:58:14	14:58:14	14:58:14	14:58:14	14:58:14			14:58:14	14:58:14	14:58:17	14:58:17	14:58:17	14:58:17	14:58:17	14:58:17			14:58:17	14:58:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
82	14:58:17	14:58:17	14:58:17	14:58:17	14:58:17	14:58:17			14:58:17	14:58:17	14:58:20	14:58:20	14:58:20	14:58:20	14:58:20	14:58:20			14:58:21	14:58:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
83	14:58:21	14:58:21	14:58:21	14:58:21	14:58:21	14:58:21			14:58:21	14:58:21	14:58:24	14:58:24	14:58:24	14:58:24	14:58:24	14:58:24			14:58:24	14:58:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
84	14:58:24	14:58:24	14:58:24	14:58:24	14:58:24	14:58:24			14:58:24	14:58:24	14:58:27	14:58:27	14:58:27	14:58:27	14:58:27	14:58:27			14:58:27	14:58:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
85	14:58:27	14:58:27	14:58:27	14:58:27	14:58:27	14:58:27			14:58:27	14:58:27	14:58:30	14:58:30	14:58:30	14:58:30	14:58:30	14:58:30			14:58:30	14:58:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
86	14:58:31	14:58:31	14:58:31	14:58:31	14:58:31	14:58:31			14:58:31	14:58:31	14:58:33	14:58:33	14:58:33	14:58:33	14:58:33	14:58:33			14:58:34	14:58:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
87	14:58:34	14:58:34	14:58:34	14:58:34	14:58:34	14:58:34			14:58:34	14:58:34	14:58:37	14:58:37	14:58:37	14:58:37	14:58:37	14:58:37			14:58:37	14:58:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
88	14:58:37	14:58:37	14:58:37	14:58:37	14:58:37	14:58:37			14:58:37	14:58:37	14:58:40	14:58:40	14:58:40	14:58:40	14:58:40	14:58:40			14:58:40	14:58:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
89	14:58:40	14:58:40	14:58:40	14:58:40	14:58:40	14:58:40			14:58:40	14:58:40	14:58:43	14:58:43	14:58:43	14:58:43	14:58:43	14:58:43			14:58:44	14:58:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
90	14:58:44	14:58:44	14:58:44	14:58:44	14:58:44	14:58:44			14:58:44	14:58:44	14:58:47	14:58:47	14:58:47	14:58:47	14:58:47	14:58:47			14:58:47	14:58:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
