Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
91	14:58:47	14:58:47	14:58:47	14:58:47	14:58:47	14:58:47			14:58:47	14:58:47	14:58:50	14:58:50	14:58:50	14:58:50	14:58:50	14:58:50			14:58:50	14:58:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	14:58:50	14:58:50	14:58:50	14:58:50	14:58:50	14:58:50			14:58:50	14:58:50	14:58:53	14:58:53	14:58:53	14:58:53	14:58:53	14:58:53			14:58:54	14:58:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	14:58:54	14:58:54	14:58:54	14:58:54	14:58:54	14:58:54			14:58:54	14:58:54	14:58:57	14:58:57	14:58:57	14:58:57	14:58:57	14:58:57			14:58:57	14:58:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	14:58:57	14:58:57	14:58:57	14:58:57	14:58:57	14:58:57			14:58:57	14:58:57	14:59:00	14:59:00	14:59:00	14:59:00	14:59:00	14:59:00			14:59:00	14:59:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	14:59:00	14:59:00	14:59:00	14:59:00	14:59:00	14:59:00			14:59:00	14:59:00	14:59:03	14:59:03	14:59:03	14:59:03	14:59:03	14:59:03			14:59:03	14:59:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	14:59:04	14:59:04	14:59:04	14:59:04	14:59:04	14:59:04			14:59:04	14:59:04	14:59:06	14:59:06	14:59:06	14:59:06	14:59:06	14:59:06			14:59:07	14:59:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	14:59:07	14:59:07	14:59:07	14:59:07	14:59:07	14:59:07			14:59:07	14:59:07	14:59:10	14:59:10	14:59:10	14:59:10	14:59:10	14:59:10			14:59:10	14:59:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	14:59:10	14:59:10	14:59:10	14:59:10	14:59:10	14:59:10			14:59:10	14:59:10	14:59:13	14:59:13	14:59:13	14:59:13	14:59:13	14:59:13			14:59:13	14:59:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	14:59:13	14:59:13	14:59:13	14:59:13	14:59:13	14:59:13			14:59:14	14:59:14	14:59:16	14:59:16	14:59:16	14:59:16	14:59:16	14:59:16			14:59:17	14:59:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
100	14:59:17	14:59:17	14:59:17	14:59:17	14:59:17	14:59:17	14:59:17	14:59:18	14:59:18	14:59:18	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21	14:59:21	14:59:22	14:59:22		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
101	14:59:22	14:59:22	14:59:22	14:59:22	14:59:22	14:59:22			14:59:22	14:59:22	14:59:25	14:59:25	14:59:25	14:59:25	14:59:25	14:59:25			14:59:25	14:59:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
102	14:59:25	14:59:25	14:59:25	14:59:25	14:59:25	14:59:25			14:59:25	14:59:25	14:59:28	14:59:28	14:59:28	14:59:28	14:59:28	14:59:28			14:59:28	14:59:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
103	14:59:29	14:59:29	14:59:29	14:59:29	14:59:29	14:59:29			14:59:29	14:59:29	14:59:31	14:59:31	14:59:31	14:59:31	14:59:31	14:59:31			14:59:32	14:59:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	14:59:32	14:59:32	14:59:32	14:59:32	14:59:32	14:59:32			14:59:32	14:59:32	14:59:35	14:59:35	14:59:35	14:59:35	14:59:35	14:59:35			14:59:35	14:59:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	14:59:35	14:59:35	14:59:35	14:59:35	14:59:35	14:59:35			14:59:35	14:59:35	14:59:38	14:59:38	14:59:38	14:59:38	14:59:38	14:59:38			14:59:38	14:59:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	14:59:38	14:59:38	14:59:39	14:59:39	14:59:39	14:59:39			14:59:39	14:59:39	14:59:41	14:59:41	14:59:41	14:59:41	14:59:41	14:59:41			14:59:42	14:59:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
107	14:59:42	14:59:42	14:59:42	14:59:42	14:59:42	14:59:42			14:59:42	14:59:42	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45			14:59:45	14:59:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45	14:59:45			14:59:45	14:59:45	14:59:48	14:59:48	14:59:48	14:59:48	14:59:48	14:59:48			14:59:48	14:59:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	14:59:48	14:59:48	14:59:48	14:59:48	14:59:48	14:59:48			14:59:49	14:59:49	14:59:51	14:59:51	14:59:51	14:59:51	14:59:51	14:59:51			14:59:52	14:59:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	14:59:52	14:59:52	14:59:52	14:59:52	14:59:52	14:59:52			14:59:52	14:59:52	14:59:55	14:59:55	14:59:55	14:59:55	14:59:55	14:59:55			14:59:55	14:59:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
111	14:59:55	14:59:55	14:59:55	14:59:55	14:59:55	14:59:55			14:59:55	14:59:55	14:59:58	14:59:58	14:59:58	14:59:58	14:59:58	14:59:58			14:59:58	14:59:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	14:59:58	14:59:58	14:59:58	14:59:58	14:59:58	14:59:58			14:59:58	14:59:58	15:00:01	15:00:01	15:00:01	15:00:01	15:00:01	15:00:01			15:00:02	15:00:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	15:00:02	15:00:02	15:00:02	15:00:02	15:00:02	15:00:02			15:00:02	15:00:02	15:00:05	15:00:05	15:00:05	15:00:05	15:00:05	15:00:05			15:00:05	15:00:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	15:00:05	15:00:05	15:00:05	15:00:05	15:00:05	15:00:05			15:00:05	15:00:05	15:00:08	15:00:08	15:00:08	15:00:08	15:00:08	15:00:08			15:00:08	15:00:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	15:00:08	15:00:08	15:00:08	15:00:08	15:00:08	15:00:08			15:00:08	15:00:08	15:00:11	15:00:11	15:00:11	15:00:11	15:00:11	15:00:11			15:00:11	15:00:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	15:00:12	15:00:12	15:00:12	15:00:12	15:00:12	15:00:12			15:00:12	15:00:12	15:00:14	15:00:14	15:00:14	15:00:14	15:00:14	15:00:14			15:00:15	15:00:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
117	15:00:15	15:00:15	15:00:15	15:00:15	15:00:15	15:00:15			15:00:15	15:00:15	15:00:18	15:00:18	15:00:18	15:00:18	15:00:18	15:00:18			15:00:18	15:00:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	15:00:18	15:00:18	15:00:18	15:00:18	15:00:18	15:00:18			15:00:18	15:00:18	15:00:21	15:00:21	15:00:21	15:00:21	15:00:21	15:00:21			15:00:21	15:00:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	15:00:22	15:00:22	15:00:22	15:00:22	15:00:22	15:00:22			15:00:22	15:00:22	15:00:24	15:00:24	15:00:24	15:00:24	15:00:24	15:00:24			15:00:25	15:00:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	15:00:25	15:00:25	15:00:25	15:00:25	15:00:25	15:00:25			15:00:25	15:00:25	15:00:28	15:00:28	15:00:28	15:00:28	15:00:28	15:00:28			15:00:28	15:00:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
121	15:00:28	15:00:28	15:00:28	15:00:28	15:00:28	15:00:28			15:00:28	15:00:28	15:00:31	15:00:31	15:00:31	15:00:31	15:00:31	15:00:31			15:00:31	15:00:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	15:00:31	15:00:31	15:00:32	15:00:32	15:00:32	15:00:32			15:00:32	15:00:32	15:00:34	15:00:34	15:00:34	15:00:34	15:00:34	15:00:34			15:00:35	15:00:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	15:00:35	15:00:35	15:00:35	15:00:35	15:00:35	15:00:35			15:00:35	15:00:35	15:00:38	15:00:38	15:00:38	15:00:38	15:00:38	15:00:38			15:00:38	15:00:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	15:00:38	15:00:38	15:00:38	15:00:38	15:00:38	15:00:38			15:00:38	15:00:38	15:00:41	15:00:41	15:00:41	15:00:41	15:00:41	15:00:41			15:00:41	15:00:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
125	15:00:41	15:00:41	15:00:41	15:00:41	15:00:42	15:00:42			15:00:42	15:00:42	15:00:44	15:00:44	15:00:44	15:00:44	15:00:44	15:00:44			15:00:45	15:00:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	15:00:45	15:00:45	15:00:45	15:00:45	15:00:45	15:00:45			15:00:45	15:00:45	15:00:48	15:00:48	15:00:48	15:00:48	15:00:48	15:00:48			15:00:48	15:00:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
127	15:00:48	15:00:48	15:00:48	15:00:48	15:00:48	15:00:48			15:00:48	15:00:48	15:00:51	15:00:51	15:00:51	15:00:51	15:00:51	15:00:51			15:00:51	15:00:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	15:00:51	15:00:51	15:00:51	15:00:51	15:00:51	15:00:51			15:00:52	15:00:52	15:00:54	15:00:54	15:00:54	15:00:54	15:00:54	15:00:54			15:00:55	15:00:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
129	15:00:55	15:00:55	15:00:55	15:00:55	15:00:55	15:00:55			15:00:55	15:00:55	15:00:58	15:00:58	15:00:58	15:00:58	15:00:58	15:00:58			15:00:58	15:00:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	15:00:58	15:00:58	15:00:58	15:00:58	15:00:58	15:00:58			15:00:58	15:00:58	15:01:01	15:01:01	15:01:01	15:01:01	15:01:01	15:01:01			15:01:01	15:01:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
131	15:01:01	15:01:01	15:01:01	15:01:01	15:01:01	15:01:01			15:01:01	15:01:01	15:01:04	15:01:04	15:01:04	15:01:04	15:01:04	15:01:04			15:01:05	15:01:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	15:01:05	15:01:05	15:01:05	15:01:05	15:01:05	15:01:05			15:01:05	15:01:05	15:01:08	15:01:08	15:01:08	15:01:08	15:01:08	15:01:08			15:01:08	15:01:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	15:01:08	15:01:08	15:01:08	15:01:08	15:01:08	15:01:08			15:01:08	15:01:08	15:01:11	15:01:11	15:01:11	15:01:11	15:01:11	15:01:11			15:01:11	15:01:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	15:01:11	15:01:11	15:01:11	15:01:11	15:01:11	15:01:11			15:01:11	15:01:11	15:01:14	15:01:14	15:01:14	15:01:14	15:01:14	15:01:14			15:01:14	15:01:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	15:01:15	15:01:15	15:01:15	15:01:15	15:01:15	15:01:15			15:01:15	15:01:15	15:01:17	15:01:17	15:01:18	15:01:18	15:01:18	15:01:18			15:01:18	15:01:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
136	15:01:18	15:01:18	15:01:18	15:01:18	15:01:18	15:01:18			15:01:18	15:01:18	15:01:21	15:01:21	15:01:21	15:01:21	15:01:21	15:01:21			15:01:21	15:01:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	15:01:21	15:01:21	15:01:21	15:01:21	15:01:21	15:01:21			15:01:21	15:01:21	15:01:24	15:01:24	15:01:24	15:01:24	15:01:24	15:01:24			15:01:24	15:01:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
138	15:01:25	15:01:25	15:01:25	15:01:25	15:01:25	15:01:25			15:01:25	15:01:25	15:01:27	15:01:27	15:01:27	15:01:27	15:01:28	15:01:28			15:01:28	15:01:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
139	15:01:28	15:01:28	15:01:28	15:01:28	15:01:28	15:01:28			15:01:28	15:01:28	15:01:31	15:01:31	15:01:31	15:01:31	15:01:31	15:01:31			15:01:31	15:01:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	15:01:31	15:01:31	15:01:31	15:01:31	15:01:31	15:01:31			15:01:31	15:01:31	15:01:34	15:01:34	15:01:34	15:01:34	15:01:34	15:01:34			15:01:34	15:01:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
141	15:01:35	15:01:35	15:01:35	15:01:35	15:01:35	15:01:35			15:01:35	15:01:35	15:01:37	15:01:37	15:01:37	15:01:37	15:01:37	15:01:37			15:01:38	15:01:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	15:01:38	15:01:38	15:01:38	15:01:38	15:01:38	15:01:38			15:01:38	15:01:38	15:01:41	15:01:41	15:01:41	15:01:41	15:01:41	15:01:41			15:01:41	15:01:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	15:01:41	15:01:41	15:01:41	15:01:41	15:01:41	15:01:41			15:01:41	15:01:41	15:01:44	15:01:44	15:01:44	15:01:44	15:01:44	15:01:44			15:01:44	15:01:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	15:01:44	15:01:44	15:01:44	15:01:44	15:01:45	15:01:45			15:01:45	15:01:45	15:01:47	15:01:47	15:01:47	15:01:47	15:01:47	15:01:47			15:01:48	15:01:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	15:01:48	15:01:48	15:01:48	15:01:48	15:01:48	15:01:48			15:01:48	15:01:48	15:01:51	15:01:51	15:01:51	15:01:51	15:01:51	15:01:51			15:01:51	15:01:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	15:01:51	15:01:51	15:01:51	15:01:51	15:01:51	15:01:51			15:01:51	15:01:51	15:01:54	15:01:54	15:01:54	15:01:54	15:01:54	15:01:54			15:01:54	15:01:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	15:01:54	15:01:54	15:01:54	15:01:54	15:01:54	15:01:54			15:01:55	15:01:55	15:01:57	15:01:57	15:01:57	15:01:57	15:01:57	15:01:57			15:01:58	15:01:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
148	15:01:58	15:01:58	15:01:58	15:01:58	15:01:58	15:01:58			15:01:58	15:01:58	15:02:01	15:02:01	15:02:01	15:02:01	15:02:01	15:02:01			15:02:01	15:02:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	15:02:01	15:02:01	15:02:01	15:02:01	15:02:01	15:02:01			15:02:01	15:02:01	15:02:04	15:02:04	15:02:04	15:02:04	15:02:04	15:02:04			15:02:04	15:02:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	15:02:04	15:02:04	15:02:04	15:02:04	15:02:04	15:02:04	15:02:04	15:02:05	15:02:05	15:02:05	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
151	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09	15:02:09			15:02:09	15:02:09	15:02:12	15:02:12	15:02:12	15:02:12	15:02:12	15:02:12			15:02:13	15:02:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	15:02:13	15:02:13	15:02:13	15:02:13	15:02:13	15:02:13			15:02:13	15:02:13	15:02:16	15:02:16	15:02:16	15:02:16	15:02:16	15:02:16			15:02:16	15:02:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	15:02:16	15:02:16	15:02:16	15:02:16	15:02:16	15:02:16			15:02:16	15:02:16	15:02:19	15:02:19	15:02:19	15:02:19	15:02:19	15:02:19			15:02:19	15:02:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	15:02:19	15:02:19	15:02:19	15:02:19	15:02:19	15:02:19			15:02:19	15:02:19	15:02:22	15:02:22	15:02:22	15:02:22	15:02:22	15:02:22			15:02:22	15:02:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	15:02:23	15:02:23	15:02:23	15:02:23	15:02:23	15:02:23			15:02:23	15:02:23	15:02:25	15:02:25	15:02:25	15:02:25	15:02:25	15:02:25			15:02:26	15:02:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	15:02:26	15:02:26	15:02:26	15:02:26	15:02:26	15:02:26			15:02:26	15:02:26	15:02:29	15:02:29	15:02:29	15:02:29	15:02:29	15:02:29			15:02:29	15:02:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	15:02:29	15:02:29	15:02:29	15:02:29	15:02:29	15:02:29			15:02:29	15:02:29	15:02:32	15:02:32	15:02:32	15:02:32	15:02:32	15:02:32			15:02:32	15:02:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	15:02:32	15:02:32	15:02:32	15:02:32	15:02:33	15:02:33			15:02:33	15:02:33	15:02:35	15:02:35	15:02:35	15:02:35	15:02:35	15:02:35			15:02:36	15:02:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	15:02:36	15:02:36	15:02:36	15:02:36	15:02:36	15:02:36			15:02:36	15:02:36	15:02:39	15:02:39	15:02:39	15:02:39	15:02:39	15:02:39			15:02:39	15:02:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	15:02:39	15:02:39	15:02:39	15:02:39	15:02:39	15:02:39			15:02:39	15:02:39	15:02:42	15:02:42	15:02:42	15:02:42	15:02:42	15:02:42			15:02:42	15:02:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
161	15:02:42	15:02:42	15:02:42	15:02:42	15:02:42	15:02:42			15:02:42	15:02:42	15:02:45	15:02:45	15:02:45	15:02:45	15:02:45	15:02:45			15:02:46	15:02:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
162	15:02:46	15:02:46	15:02:46	15:02:46	15:02:46	15:02:46			15:02:46	15:02:46	15:02:49	15:02:49	15:02:49	15:02:49	15:02:49	15:02:49			15:02:49	15:02:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	15:02:49	15:02:49	15:02:49	15:02:49	15:02:49	15:02:49			15:02:49	15:02:49	15:02:52	15:02:52	15:02:52	15:02:52	15:02:52	15:02:52			15:02:52	15:02:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	15:02:52	15:02:52	15:02:52	15:02:52	15:02:52	15:02:52			15:02:52	15:02:52	15:02:55	15:02:55	15:02:55	15:02:55	15:02:55	15:02:55			15:02:56	15:02:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	15:02:56	15:02:56	15:02:56	15:02:56	15:02:56	15:02:56			15:02:56	15:02:56	15:02:59	15:02:59	15:02:59	15:02:59	15:02:59	15:02:59			15:02:59	15:02:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	15:02:59	15:02:59	15:02:59	15:02:59	15:02:59	15:02:59			15:02:59	15:02:59	15:03:02	15:03:02	15:03:02	15:03:02	15:03:02	15:03:02			15:03:02	15:03:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	15:03:02	15:03:02	15:03:02	15:03:02	15:03:02	15:03:02			15:03:02	15:03:02	15:03:05	15:03:05	15:03:05	15:03:05	15:03:05	15:03:05			15:03:06	15:03:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	15:03:06	15:03:06	15:03:06	15:03:06	15:03:06	15:03:06			15:03:06	15:03:06	15:03:09	15:03:09	15:03:09	15:03:09	15:03:09	15:03:09			15:03:09	15:03:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	15:03:09	15:03:09	15:03:09	15:03:09	15:03:09	15:03:09			15:03:09	15:03:09	15:03:12	15:03:12	15:03:12	15:03:12	15:03:12	15:03:12			15:03:12	15:03:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	15:03:12	15:03:12	15:03:12	15:03:12	15:03:12	15:03:12			15:03:12	15:03:12	15:03:15	15:03:15	15:03:15	15:03:15	15:03:15	15:03:15			15:03:15	15:03:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
171	15:03:16	15:03:16	15:03:16	15:03:16	15:03:16	15:03:16			15:03:16	15:03:16	15:03:18	15:03:18	15:03:18	15:03:18	15:03:18	15:03:18			15:03:19	15:03:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	15:03:19	15:03:19	15:03:19	15:03:19	15:03:19	15:03:19			15:03:19	15:03:19	15:03:22	15:03:22	15:03:22	15:03:22	15:03:22	15:03:22			15:03:22	15:03:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	15:03:22	15:03:22	15:03:22	15:03:22	15:03:22	15:03:22			15:03:22	15:03:22	15:03:25	15:03:25	15:03:25	15:03:25	15:03:25	15:03:25			15:03:25	15:03:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	15:03:26	15:03:26	15:03:26	15:03:26	15:03:26	15:03:26			15:03:26	15:03:26	15:03:28	15:03:28	15:03:28	15:03:28	15:03:28	15:03:28			15:03:29	15:03:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
175	15:03:29	15:03:29	15:03:29	15:03:29	15:03:29	15:03:29			15:03:29	15:03:29	15:03:32	15:03:32	15:03:32	15:03:32	15:03:32	15:03:32			15:03:32	15:03:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
176	15:03:32	15:03:32	15:03:32	15:03:32	15:03:32	15:03:32			15:03:32	15:03:32	15:03:35	15:03:35	15:03:35	15:03:35	15:03:35	15:03:35			15:03:35	15:03:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	15:03:36	15:03:36	15:03:36	15:03:36	15:03:36	15:03:36			15:03:36	15:03:36	15:03:38	15:03:38	15:03:38	15:03:38	15:03:38	15:03:38			15:03:39	15:03:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	15:03:39	15:03:39	15:03:39	15:03:39	15:03:39	15:03:39			15:03:39	15:03:39	15:03:42	15:03:42	15:03:42	15:03:42	15:03:42	15:03:42			15:03:42	15:03:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
179	15:03:42	15:03:42	15:03:42	15:03:42	15:03:42	15:03:42			15:03:42	15:03:42	15:03:45	15:03:45	15:03:45	15:03:45	15:03:45	15:03:45			15:03:45	15:03:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
180	15:03:45	15:03:45	15:03:45	15:03:45	15:03:45	15:03:45			15:03:45	15:03:45	15:03:48	15:03:48	15:03:48	15:03:48	15:03:48	15:03:48			15:03:49	15:03:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
181	15:03:49	15:03:49	15:03:49	15:03:49	15:03:49	15:03:49			15:03:49	15:03:49	15:03:52	15:03:52	15:03:52	15:03:52	15:03:52	15:03:52			15:03:52	15:03:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
182	15:03:52	15:03:52	15:03:52	15:03:52	15:03:52	15:03:52			15:03:52	15:03:52	15:03:55	15:03:55	15:03:55	15:03:55	15:03:55	15:03:55			15:03:55	15:03:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
183	15:03:56	15:03:56	15:03:56	15:03:56	15:03:56	15:03:56			15:03:56	15:03:56	15:03:58	15:03:58	15:03:58	15:03:58	15:03:58	15:03:58			15:03:59	15:03:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
