Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
22	15:23:46	15:23:46	15:23:46	15:23:46	15:23:46	15:23:46			15:23:46	15:23:46	15:23:49	15:23:49	15:23:49	15:23:49	15:23:49	15:23:49			15:23:49	15:23:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
23	15:23:49	15:23:49	15:23:49	15:23:49	15:23:49	15:23:49			15:23:49	15:23:49	15:23:52	15:23:52	15:23:52	15:23:52	15:23:52	15:23:52			15:23:52	15:23:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
24	15:23:53	15:23:53	15:23:53	15:23:53	15:23:53	15:23:53			15:23:53	15:23:53	15:23:55	15:23:55	15:23:55	15:23:55	15:23:55	15:23:55			15:23:56	15:23:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
25	15:23:56	15:23:56	15:23:56	15:23:56	15:23:56	15:23:56			15:23:56	15:23:56	15:23:59	15:23:59	15:23:59	15:23:59	15:23:59	15:23:59			15:23:59	15:23:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
26	15:23:59	15:23:59	15:23:59	15:23:59	15:23:59	15:23:59			15:23:59	15:23:59	15:24:02	15:24:02	15:24:02	15:24:02	15:24:02	15:24:02			15:24:02	15:24:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
27	15:24:02	15:24:02	15:24:03	15:24:03	15:24:03	15:24:03			15:24:03	15:24:03	15:24:05	15:24:05	15:24:05	15:24:05	15:24:05	15:24:05			15:24:06	15:24:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
28	15:24:06	15:24:06	15:24:06	15:24:06	15:24:06	15:24:06			15:24:06	15:24:06	15:24:09	15:24:09	15:24:09	15:24:09	15:24:09	15:24:09			15:24:09	15:24:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
29	15:24:09	15:24:09	15:24:09	15:24:09	15:24:09	15:24:09			15:24:09	15:24:09	15:24:12	15:24:12	15:24:12	15:24:12	15:24:12	15:24:12			15:24:12	15:24:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
30	15:24:12	15:24:12	15:24:13	15:24:13	15:24:13	15:24:13			15:24:13	15:24:13	15:24:15	15:24:15	15:24:15	15:24:15	15:24:15	15:24:15			15:24:16	15:24:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
31	15:24:16	15:24:16	15:24:16	15:24:16	15:24:16	15:24:16			15:24:16	15:24:16	15:24:19	15:24:19	15:24:19	15:24:19	15:24:19	15:24:19			15:24:19	15:24:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
32	15:24:19	15:24:19	15:24:19	15:24:19	15:24:19	15:24:19			15:24:19	15:24:19	15:24:22	15:24:22	15:24:22	15:24:22	15:24:22	15:24:22			15:24:22	15:24:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
33	15:24:22	15:24:22	15:24:22	15:24:22	15:24:22	15:24:22			15:24:22	15:24:22	15:24:25	15:24:25	15:24:25	15:24:25	15:24:25	15:24:25			15:24:26	15:24:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
34	15:24:26	15:24:26	15:24:26	15:24:26	15:24:26	15:24:26			15:24:26	15:24:26	15:24:29	15:24:29	15:24:29	15:24:29	15:24:29	15:24:29			15:24:29	15:24:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
35	15:24:29	15:24:29	15:24:29	15:24:29	15:24:29	15:24:29			15:24:29	15:24:29	15:24:32	15:24:32	15:24:32	15:24:32	15:24:32	15:24:32			15:24:32	15:24:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
36	15:24:32	15:24:32	15:24:32	15:24:32	15:24:33	15:24:33			15:24:33	15:24:33	15:24:35	15:24:35	15:24:35	15:24:35	15:24:35	15:24:35			15:24:36	15:24:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
37	15:24:36	15:24:36	15:24:36	15:24:36	15:24:36	15:24:36			15:24:36	15:24:36	15:24:39	15:24:39	15:24:39	15:24:39	15:24:39	15:24:39			15:24:39	15:24:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
38	15:24:39	15:24:39	15:24:39	15:24:39	15:24:39	15:24:39			15:24:39	15:24:39	15:24:42	15:24:42	15:24:42	15:24:42	15:24:42	15:24:42			15:24:43	15:24:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
39	15:24:43	15:24:43	15:24:43	15:24:43	15:24:43	15:24:43			15:24:43	15:24:43	15:24:46	15:24:46	15:24:46	15:24:46	15:24:46	15:24:46			15:24:46	15:24:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
40	15:24:46	15:24:46	15:24:46	15:24:46	15:24:46	15:24:46			15:24:46	15:24:46	15:24:49	15:24:49	15:24:49	15:24:49	15:24:49	15:24:49			15:24:49	15:24:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
41	15:24:49	15:24:49	15:24:49	15:24:49	15:24:49	15:24:49			15:24:49	15:24:49	15:24:52	15:24:52	15:24:52	15:24:52	15:24:52	15:24:52			15:24:53	15:24:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
42	15:24:53	15:24:53	15:24:53	15:24:53	15:24:53	15:24:53			15:24:53	15:24:53	15:24:56	15:24:56	15:24:56	15:24:56	15:24:56	15:24:56			15:24:56	15:24:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
43	15:24:56	15:24:56	15:24:56	15:24:56	15:24:56	15:24:56			15:24:56	15:24:56	15:24:59	15:24:59	15:24:59	15:24:59	15:24:59	15:24:59			15:24:59	15:24:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
44	15:24:59	15:24:59	15:24:59	15:24:59	15:24:59	15:24:59			15:24:59	15:24:59	15:25:02	15:25:02	15:25:02	15:25:02	15:25:02	15:25:02			15:25:03	15:25:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
45	15:25:03	15:25:03	15:25:03	15:25:03	15:25:03	15:25:03			15:25:03	15:25:03	15:25:06	15:25:06	15:25:06	15:25:06	15:25:06	15:25:06			15:25:06	15:25:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
46	15:25:06	15:25:06	15:25:06	15:25:06	15:25:06	15:25:06			15:25:06	15:25:06	15:25:09	15:25:09	15:25:09	15:25:09	15:25:09	15:25:09			15:25:09	15:25:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
47	15:25:09	15:25:09	15:25:09	15:25:09	15:25:09	15:25:09			15:25:09	15:25:09	15:25:12	15:25:12	15:25:12	15:25:12	15:25:12	15:25:12			15:25:13	15:25:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
48	15:25:13	15:25:13	15:25:13	15:25:13	15:25:13	15:25:13			15:25:13	15:25:13	15:25:16	15:25:16	15:25:16	15:25:16	15:25:16	15:25:16			15:25:16	15:25:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
49	15:25:16	15:25:16	15:25:16	15:25:16	15:25:16	15:25:16			15:25:16	15:25:16	15:25:19	15:25:19	15:25:19	15:25:19	15:25:19	15:25:19			15:25:19	15:25:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
50	15:25:19	15:25:19	15:25:19	15:25:19	15:25:20	15:25:20	15:25:20	15:25:20	15:25:21	15:25:21	15:25:24	15:25:24	15:25:24	15:25:24	15:25:24	15:25:24	15:25:24	15:25:24	15:25:25	15:25:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
51	15:25:25	15:25:25	15:25:25	15:25:25	15:25:25	15:25:25			15:25:25	15:25:25	15:25:28	15:25:28	15:25:28	15:25:28	15:25:28	15:25:28			15:25:28	15:25:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
52	15:25:28	15:25:28	15:25:28	15:25:28	15:25:28	15:25:28			15:25:28	15:25:28	15:25:31	15:25:31	15:25:31	15:25:31	15:25:31	15:25:31			15:25:31	15:25:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
53	15:25:31	15:25:31	15:25:31	15:25:31	15:25:31	15:25:31			15:25:31	15:25:31	15:25:34	15:25:34	15:25:34	15:25:34	15:25:34	15:25:34			15:25:35	15:25:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
54	15:25:35	15:25:35	15:25:35	15:25:35	15:25:35	15:25:35			15:25:35	15:25:35	15:25:38	15:25:38	15:25:38	15:25:38	15:25:38	15:25:38			15:25:38	15:25:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
55	15:25:38	15:25:38	15:25:38	15:25:38	15:25:38	15:25:38			15:25:38	15:25:38	15:25:41	15:25:41	15:25:41	15:25:41	15:25:41	15:25:41			15:25:41	15:25:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
56	15:25:41	15:25:41	15:25:41	15:25:41	15:25:41	15:25:41			15:25:41	15:25:41	15:25:44	15:25:44	15:25:44	15:25:44	15:25:44	15:25:44			15:25:45	15:25:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
57	15:25:45	15:25:45	15:25:45	15:25:45	15:25:45	15:25:45			15:25:45	15:25:45	15:25:48	15:25:48	15:25:48	15:25:48	15:25:48	15:25:48			15:25:48	15:25:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
58	15:25:48	15:25:48	15:25:48	15:25:48	15:25:48	15:25:48			15:25:48	15:25:48	15:25:51	15:25:51	15:25:51	15:25:51	15:25:51	15:25:51			15:25:51	15:25:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
59	15:25:51	15:25:51	15:25:51	15:25:51	15:25:51	15:25:51			15:25:51	15:25:51	15:25:54	15:25:54	15:25:54	15:25:54	15:25:54	15:25:54			15:25:55	15:25:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
60	15:25:55	15:25:55	15:25:55	15:25:55	15:25:55	15:25:55			15:25:55	15:25:55	15:25:58	15:25:58	15:25:58	15:25:58	15:25:58	15:25:58			15:25:58	15:25:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
61	15:25:58	15:25:58	15:25:58	15:25:58	15:25:58	15:25:58			15:25:58	15:25:58	15:26:01	15:26:01	15:26:01	15:26:01	15:26:01	15:26:01			15:26:01	15:26:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
62	15:26:01	15:26:01	15:26:01	15:26:01	15:26:01	15:26:01			15:26:01	15:26:01	15:26:04	15:26:04	15:26:04	15:26:04	15:26:04	15:26:04			15:26:05	15:26:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
63	15:26:05	15:26:05	15:26:05	15:26:05	15:26:05	15:26:05			15:26:05	15:26:05	15:26:08	15:26:08	15:26:08	15:26:08	15:26:08	15:26:08			15:26:08	15:26:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
64	15:26:08	15:26:08	15:26:08	15:26:08	15:26:08	15:26:08			15:26:08	15:26:08	15:26:11	15:26:11	15:26:11	15:26:11	15:26:11	15:26:11			15:26:11	15:26:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
65	15:26:11	15:26:11	15:26:11	15:26:11	15:26:11	15:26:11			15:26:11	15:26:11	15:26:14	15:26:14	15:26:14	15:26:14	15:26:14	15:26:14			15:26:15	15:26:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
66	15:26:15	15:26:15	15:26:15	15:26:15	15:26:15	15:26:15			15:26:15	15:26:15	15:26:18	15:26:18	15:26:18	15:26:18	15:26:18	15:26:18			15:26:18	15:26:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
67	15:26:18	15:26:18	15:26:18	15:26:18	15:26:18	15:26:18			15:26:18	15:26:18	15:26:21	15:26:21	15:26:21	15:26:21	15:26:21	15:26:21			15:26:21	15:26:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
68	15:26:21	15:26:21	15:26:21	15:26:21	15:26:21	15:26:21			15:26:21	15:26:21	15:26:24	15:26:24	15:26:24	15:26:24	15:26:24	15:26:24			15:26:25	15:26:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
69	15:26:25	15:26:25	15:26:25	15:26:25	15:26:25	15:26:25			15:26:25	15:26:25	15:26:28	15:26:28	15:26:28	15:26:28	15:26:28	15:26:28			15:26:28	15:26:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
70	15:26:28	15:26:28	15:26:28	15:26:28	15:26:28	15:26:28			15:26:28	15:26:28	15:26:31	15:26:31	15:26:31	15:26:31	15:26:31	15:26:31			15:26:31	15:26:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
71	15:26:31	15:26:31	15:26:31	15:26:31	15:26:31	15:26:31			15:26:31	15:26:31	15:26:34	15:26:34	15:26:34	15:26:34	15:26:34	15:26:34			15:26:35	15:26:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
72	15:26:35	15:26:35	15:26:35	15:26:35	15:26:35	15:26:35			15:26:35	15:26:35	15:26:38	15:26:38	15:26:38	15:26:38	15:26:38	15:26:38			15:26:38	15:26:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
73	15:26:38	15:26:38	15:26:38	15:26:38	15:26:38	15:26:38			15:26:38	15:26:38	15:26:41	15:26:41	15:26:41	15:26:41	15:26:41	15:26:41			15:26:41	15:26:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
74	15:26:41	15:26:41	15:26:41	15:26:41	15:26:41	15:26:41			15:26:41	15:26:41	15:26:44	15:26:44	15:26:44	15:26:44	15:26:44	15:26:44			15:26:45	15:26:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
75	15:26:45	15:26:45	15:26:45	15:26:45	15:26:45	15:26:45			15:26:45	15:26:45	15:26:48	15:26:48	15:26:48	15:26:48	15:26:48	15:26:48			15:26:48	15:26:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
76	15:26:48	15:26:48	15:26:48	15:26:48	15:26:48	15:26:48			15:26:48	15:26:48	15:26:51	15:26:51	15:26:51	15:26:51	15:26:51	15:26:51			15:26:51	15:26:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
77	15:26:51	15:26:51	15:26:51	15:26:51	15:26:51	15:26:51			15:26:51	15:26:51	15:26:54	15:26:54	15:26:54	15:26:54	15:26:54	15:26:54			15:26:55	15:26:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
78	15:26:55	15:26:55	15:26:55	15:26:55	15:26:55	15:26:55			15:26:55	15:26:55	15:26:58	15:26:58	15:26:58	15:26:58	15:26:58	15:26:58			15:26:58	15:26:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
79	15:26:58	15:26:58	15:26:58	15:26:58	15:26:58	15:26:58			15:26:58	15:26:58	15:27:01	15:27:01	15:27:01	15:27:01	15:27:01	15:27:01			15:27:01	15:27:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
80	15:27:01	15:27:01	15:27:02	15:27:02	15:27:02	15:27:02			15:27:02	15:27:02	15:27:04	15:27:04	15:27:04	15:27:04	15:27:04	15:27:04			15:27:05	15:27:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
81	15:27:05	15:27:05	15:27:05	15:27:05	15:27:05	15:27:05			15:27:05	15:27:05	15:27:08	15:27:08	15:27:08	15:27:08	15:27:08	15:27:08			15:27:08	15:27:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
82	15:27:08	15:27:08	15:27:08	15:27:08	15:27:08	15:27:08			15:27:08	15:27:08	15:27:11	15:27:11	15:27:11	15:27:11	15:27:11	15:27:11			15:27:11	15:27:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
83	15:27:12	15:27:12	15:27:12	15:27:12	15:27:12	15:27:12			15:27:12	15:27:12	15:27:14	15:27:14	15:27:14	15:27:14	15:27:14	15:27:14			15:27:15	15:27:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
84	15:27:15	15:27:15	15:27:15	15:27:15	15:27:15	15:27:15			15:27:15	15:27:15	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18			15:27:18	15:27:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
85	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18			15:27:18	15:27:18	15:27:21	15:27:21	15:27:21	15:27:21	15:27:21	15:27:21			15:27:21	15:27:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
86	15:27:22	15:27:22	15:27:22	15:27:22	15:27:22	15:27:22			15:27:22	15:27:22	15:27:24	15:27:24	15:27:24	15:27:24	15:27:25	15:27:25			15:27:25	15:27:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
87	15:27:25	15:27:25	15:27:25	15:27:25	15:27:25	15:27:25			15:27:25	15:27:25	15:27:28	15:27:28	15:27:28	15:27:28	15:27:28	15:27:28			15:27:28	15:27:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
88	15:27:28	15:27:28	15:27:28	15:27:28	15:27:28	15:27:28			15:27:28	15:27:28	15:27:31	15:27:31	15:27:31	15:27:31	15:27:31	15:27:31			15:27:32	15:27:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
89	15:27:32	15:27:32	15:27:32	15:27:32	15:27:32	15:27:32			15:27:32	15:27:32	15:27:35	15:27:35	15:27:35	15:27:35	15:27:35	15:27:35			15:27:35	15:27:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
90	15:27:35	15:27:35	15:27:35	15:27:35	15:27:35	15:27:35			15:27:35	15:27:35	15:27:38	15:27:38	15:27:38	15:27:38	15:27:38	15:27:38			15:27:38	15:27:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
