Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
91	15:27:38	15:27:38	15:27:38	15:27:38	15:27:38	15:27:38			15:27:38	15:27:38	15:27:41	15:27:41	15:27:41	15:27:41	15:27:41	15:27:41			15:27:42	15:27:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	15:27:42	15:27:42	15:27:42	15:27:42	15:27:42	15:27:42			15:27:42	15:27:42	15:27:45	15:27:45	15:27:45	15:27:45	15:27:45	15:27:45			15:27:45	15:27:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	15:27:45	15:27:45	15:27:45	15:27:45	15:27:45	15:27:45			15:27:45	15:27:45	15:27:48	15:27:48	15:27:48	15:27:48	15:27:48	15:27:48			15:27:48	15:27:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	15:27:48	15:27:48	15:27:48	15:27:48	15:27:48	15:27:48			15:27:48	15:27:48	15:27:51	15:27:51	15:27:51	15:27:51	15:27:51	15:27:51			15:27:52	15:27:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	15:27:52	15:27:52	15:27:52	15:27:52	15:27:52	15:27:52			15:27:52	15:27:52	15:27:55	15:27:55	15:27:55	15:27:55	15:27:55	15:27:55			15:27:55	15:27:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	15:27:55	15:27:55	15:27:55	15:27:55	15:27:55	15:27:55			15:27:55	15:27:55	15:27:58	15:27:58	15:27:58	15:27:58	15:27:58	15:27:58			15:27:58	15:27:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	15:27:58	15:27:58	15:27:58	15:27:58	15:27:58	15:27:58			15:27:58	15:27:58	15:28:01	15:28:01	15:28:01	15:28:01	15:28:01	15:28:01			15:28:02	15:28:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	15:28:02	15:28:02	15:28:02	15:28:02	15:28:02	15:28:02			15:28:02	15:28:02	15:28:05	15:28:05	15:28:05	15:28:05	15:28:05	15:28:05			15:28:05	15:28:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	15:28:05	15:28:05	15:28:05	15:28:05	15:28:05	15:28:05			15:28:05	15:28:05	15:28:08	15:28:08	15:28:08	15:28:08	15:28:08	15:28:08			15:28:08	15:28:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
100	15:28:09	15:28:09	15:28:09	15:28:09	15:28:09	15:28:09	15:28:09	15:28:10	15:28:10	15:28:10	15:28:13	15:28:13	15:28:13	15:28:13	15:28:13	15:28:13	15:28:13	15:28:13	15:28:14	15:28:14		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
101	15:28:14	15:28:14	15:28:14	15:28:14	15:28:14	15:28:14			15:28:14	15:28:14	15:28:17	15:28:17	15:28:17	15:28:17	15:28:17	15:28:17			15:28:17	15:28:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
102	15:28:17	15:28:17	15:28:17	15:28:17	15:28:17	15:28:17			15:28:17	15:28:17	15:28:20	15:28:20	15:28:20	15:28:20	15:28:20	15:28:20			15:28:20	15:28:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
103	15:28:21	15:28:21	15:28:21	15:28:21	15:28:21	15:28:21			15:28:21	15:28:21	15:28:24	15:28:24	15:28:24	15:28:24	15:28:24	15:28:24			15:28:24	15:28:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	15:28:24	15:28:24	15:28:24	15:28:24	15:28:24	15:28:24			15:28:24	15:28:24	15:28:27	15:28:27	15:28:27	15:28:27	15:28:27	15:28:27			15:28:27	15:28:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	15:28:27	15:28:27	15:28:27	15:28:27	15:28:27	15:28:27			15:28:27	15:28:27	15:28:30	15:28:30	15:28:30	15:28:30	15:28:30	15:28:30			15:28:31	15:28:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	15:28:31	15:28:31	15:28:31	15:28:31	15:28:31	15:28:31			15:28:31	15:28:31	15:28:34	15:28:34	15:28:34	15:28:34	15:28:34	15:28:34			15:28:34	15:28:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
107	15:28:34	15:28:34	15:28:34	15:28:34	15:28:34	15:28:34			15:28:34	15:28:34	15:28:37	15:28:37	15:28:37	15:28:37	15:28:37	15:28:37			15:28:37	15:28:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	15:28:37	15:28:37	15:28:37	15:28:37	15:28:37	15:28:37			15:28:37	15:28:37	15:28:40	15:28:40	15:28:40	15:28:40	15:28:40	15:28:40			15:28:41	15:28:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	15:28:41	15:28:41	15:28:41	15:28:41	15:28:41	15:28:41			15:28:41	15:28:41	15:28:44	15:28:44	15:28:44	15:28:44	15:28:44	15:28:44			15:28:44	15:28:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	15:28:44	15:28:44	15:28:44	15:28:44	15:28:44	15:28:44			15:28:44	15:28:44	15:28:47	15:28:47	15:28:47	15:28:47	15:28:47	15:28:47			15:28:47	15:28:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
111	15:28:47	15:28:47	15:28:47	15:28:47	15:28:48	15:28:48			15:28:48	15:28:48	15:28:50	15:28:50	15:28:50	15:28:50	15:28:50	15:28:50			15:28:51	15:28:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	15:28:51	15:28:51	15:28:51	15:28:51	15:28:51	15:28:51			15:28:51	15:28:51	15:28:54	15:28:54	15:28:54	15:28:54	15:28:54	15:28:54			15:28:54	15:28:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	15:28:54	15:28:54	15:28:54	15:28:54	15:28:54	15:28:54			15:28:54	15:28:54	15:28:57	15:28:57	15:28:57	15:28:57	15:28:57	15:28:57			15:28:57	15:28:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	15:28:58	15:28:58	15:28:58	15:28:58	15:28:58	15:28:58			15:28:58	15:28:58	15:29:01	15:29:01	15:29:01	15:29:01	15:29:01	15:29:01			15:29:01	15:29:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	15:29:01	15:29:01	15:29:01	15:29:01	15:29:01	15:29:01			15:29:01	15:29:01	15:29:04	15:29:04	15:29:04	15:29:04	15:29:04	15:29:04			15:29:04	15:29:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	15:29:04	15:29:04	15:29:04	15:29:04	15:29:04	15:29:04			15:29:04	15:29:04	15:29:07	15:29:07	15:29:07	15:29:07	15:29:07	15:29:07			15:29:08	15:29:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
117	15:29:08	15:29:08	15:29:08	15:29:08	15:29:08	15:29:08			15:29:08	15:29:08	15:29:11	15:29:11	15:29:11	15:29:11	15:29:11	15:29:11			15:29:11	15:29:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	15:29:11	15:29:11	15:29:11	15:29:11	15:29:11	15:29:11			15:29:11	15:29:11	15:29:14	15:29:14	15:29:14	15:29:14	15:29:14	15:29:14			15:29:14	15:29:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	15:29:14	15:29:14	15:29:14	15:29:14	15:29:14	15:29:14			15:29:14	15:29:14	15:29:17	15:29:17	15:29:17	15:29:17	15:29:17	15:29:17			15:29:18	15:29:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	15:29:18	15:29:18	15:29:18	15:29:18	15:29:18	15:29:18			15:29:18	15:29:18	15:29:21	15:29:21	15:29:21	15:29:21	15:29:21	15:29:21			15:29:21	15:29:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
121	15:29:21	15:29:21	15:29:21	15:29:21	15:29:21	15:29:21			15:29:21	15:29:21	15:29:24	15:29:24	15:29:24	15:29:24	15:29:24	15:29:24			15:29:24	15:29:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	15:29:25	15:29:25	15:29:25	15:29:25	15:29:25	15:29:25			15:29:25	15:29:25	15:29:27	15:29:27	15:29:27	15:29:27	15:29:27	15:29:27			15:29:28	15:29:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	15:29:28	15:29:28	15:29:28	15:29:28	15:29:28	15:29:28			15:29:28	15:29:28	15:29:31	15:29:31	15:29:31	15:29:31	15:29:31	15:29:31			15:29:31	15:29:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	15:29:31	15:29:31	15:29:31	15:29:31	15:29:31	15:29:31			15:29:31	15:29:31	15:29:34	15:29:34	15:29:34	15:29:34	15:29:34	15:29:34			15:29:34	15:29:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
125	15:29:35	15:29:35	15:29:35	15:29:35	15:29:35	15:29:35			15:29:35	15:29:35	15:29:37	15:29:37	15:29:37	15:29:37	15:29:37	15:29:37			15:29:38	15:29:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	15:29:38	15:29:38	15:29:38	15:29:38	15:29:38	15:29:38			15:29:38	15:29:38	15:29:41	15:29:41	15:29:41	15:29:41	15:29:41	15:29:41			15:29:41	15:29:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
127	15:29:41	15:29:41	15:29:41	15:29:41	15:29:41	15:29:41			15:29:41	15:29:41	15:29:44	15:29:44	15:29:44	15:29:44	15:29:44	15:29:44			15:29:44	15:29:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	15:29:45	15:29:45	15:29:45	15:29:45	15:29:45	15:29:45			15:29:45	15:29:45	15:29:47	15:29:47	15:29:48	15:29:48	15:29:48	15:29:48			15:29:48	15:29:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
129	15:29:48	15:29:48	15:29:48	15:29:48	15:29:48	15:29:48			15:29:48	15:29:48	15:29:51	15:29:51	15:29:51	15:29:51	15:29:51	15:29:51			15:29:51	15:29:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	15:29:51	15:29:51	15:29:51	15:29:51	15:29:51	15:29:51			15:29:51	15:29:51	15:29:54	15:29:54	15:29:54	15:29:54	15:29:54	15:29:54			15:29:55	15:29:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
131	15:29:55	15:29:55	15:29:55	15:29:55	15:29:55	15:29:55			15:29:55	15:29:55	15:29:58	15:29:58	15:29:58	15:29:58	15:29:58	15:29:58			15:29:58	15:29:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	15:29:58	15:29:58	15:29:58	15:29:58	15:29:58	15:29:58			15:29:58	15:29:58	15:30:01	15:30:01	15:30:01	15:30:01	15:30:01	15:30:01			15:30:01	15:30:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	15:30:01	15:30:01	15:30:01	15:30:01	15:30:01	15:30:01			15:30:01	15:30:01	15:30:04	15:30:04	15:30:04	15:30:04	15:30:04	15:30:04			15:30:05	15:30:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	15:30:05	15:30:05	15:30:05	15:30:05	15:30:05	15:30:05			15:30:05	15:30:05	15:30:08	15:30:08	15:30:08	15:30:08	15:30:08	15:30:08			15:30:08	15:30:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	15:30:08	15:30:08	15:30:08	15:30:08	15:30:08	15:30:08			15:30:08	15:30:08	15:30:11	15:30:11	15:30:11	15:30:11	15:30:11	15:30:11			15:30:11	15:30:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
136	15:30:12	15:30:12	15:30:12	15:30:12	15:30:12	15:30:12			15:30:12	15:30:12	15:30:14	15:30:14	15:30:14	15:30:14	15:30:14	15:30:14			15:30:15	15:30:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	15:30:15	15:30:15	15:30:15	15:30:15	15:30:15	15:30:15			15:30:15	15:30:15	15:30:18	15:30:18	15:30:18	15:30:18	15:30:18	15:30:18			15:30:18	15:30:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
138	15:30:18	15:30:18	15:30:18	15:30:18	15:30:18	15:30:18			15:30:18	15:30:18	15:30:21	15:30:21	15:30:21	15:30:21	15:30:21	15:30:21			15:30:21	15:30:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
139	15:30:22	15:30:22	15:30:22	15:30:22	15:30:22	15:30:22			15:30:22	15:30:22	15:30:25	15:30:25	15:30:25	15:30:25	15:30:25	15:30:25			15:30:25	15:30:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	15:30:25	15:30:25	15:30:25	15:30:25	15:30:25	15:30:25			15:30:25	15:30:25	15:30:28	15:30:28	15:30:28	15:30:28	15:30:28	15:30:28			15:30:28	15:30:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
141	15:30:28	15:30:28	15:30:28	15:30:28	15:30:28	15:30:28			15:30:28	15:30:28	15:30:31	15:30:31	15:30:31	15:30:31	15:30:31	15:30:31			15:30:32	15:30:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	15:30:32	15:30:32	15:30:32	15:30:32	15:30:32	15:30:32			15:30:32	15:30:32	15:30:35	15:30:35	15:30:35	15:30:35	15:30:35	15:30:35			15:30:35	15:30:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	15:30:35	15:30:35	15:30:35	15:30:35	15:30:35	15:30:35			15:30:35	15:30:35	15:30:38	15:30:38	15:30:38	15:30:38	15:30:38	15:30:38			15:30:38	15:30:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	15:30:38	15:30:38	15:30:38	15:30:38	15:30:38	15:30:38			15:30:38	15:30:38	15:30:41	15:30:41	15:30:41	15:30:41	15:30:41	15:30:41			15:30:42	15:30:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	15:30:42	15:30:42	15:30:42	15:30:42	15:30:42	15:30:42			15:30:42	15:30:42	15:30:45	15:30:45	15:30:45	15:30:45	15:30:45	15:30:45			15:30:45	15:30:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	15:30:45	15:30:45	15:30:45	15:30:45	15:30:45	15:30:45			15:30:45	15:30:45	15:30:48	15:30:48	15:30:48	15:30:48	15:30:48	15:30:48			15:30:48	15:30:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	15:30:49	15:30:49	15:30:49	15:30:49	15:30:49	15:30:49			15:30:49	15:30:49	15:30:52	15:30:52	15:30:52	15:30:52	15:30:52	15:30:52			15:30:52	15:30:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
148	15:30:52	15:30:52	15:30:52	15:30:52	15:30:52	15:30:52			15:30:52	15:30:52	15:30:55	15:30:55	15:30:55	15:30:55	15:30:55	15:30:55			15:30:55	15:30:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	15:30:55	15:30:55	15:30:55	15:30:55	15:30:55	15:30:55			15:30:55	15:30:55	15:30:58	15:30:58	15:30:58	15:30:58	15:30:58	15:30:58			15:30:59	15:30:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	15:30:59	15:30:59	15:30:59	15:30:59	15:30:59	15:30:59	15:30:59	15:31:00	15:31:00	15:31:00	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
151	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04	15:31:04			15:31:04	15:31:04	15:31:07	15:31:07	15:31:07	15:31:07	15:31:07	15:31:07			15:31:07	15:31:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	15:31:07	15:31:07	15:31:07	15:31:07	15:31:07	15:31:07			15:31:07	15:31:07	15:31:10	15:31:10	15:31:10	15:31:10	15:31:10	15:31:10			15:31:11	15:31:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	15:31:11	15:31:11	15:31:11	15:31:11	15:31:11	15:31:11			15:31:11	15:31:11	15:31:14	15:31:14	15:31:14	15:31:14	15:31:14	15:31:14			15:31:14	15:31:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	15:31:14	15:31:14	15:31:14	15:31:14	15:31:14	15:31:14			15:31:14	15:31:14	15:31:17	15:31:17	15:31:17	15:31:17	15:31:17	15:31:17			15:31:17	15:31:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	15:31:17	15:31:17	15:31:17	15:31:17	15:31:17	15:31:17			15:31:17	15:31:17	15:31:20	15:31:20	15:31:20	15:31:20	15:31:20	15:31:20			15:31:21	15:31:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	15:31:21	15:31:21	15:31:21	15:31:21	15:31:21	15:31:21			15:31:21	15:31:21	15:31:24	15:31:24	15:31:24	15:31:24	15:31:24	15:31:24			15:31:24	15:31:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	15:31:24	15:31:24	15:31:24	15:31:24	15:31:24	15:31:24			15:31:24	15:31:24	15:31:27	15:31:27	15:31:27	15:31:27	15:31:27	15:31:27			15:31:27	15:31:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	15:31:28	15:31:28	15:31:28	15:31:28	15:31:28	15:31:28			15:31:28	15:31:28	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31			15:31:31	15:31:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31			15:31:31	15:31:31	15:31:34	15:31:34	15:31:34	15:31:34	15:31:34	15:31:34			15:31:34	15:31:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	15:31:34	15:31:34	15:31:34	15:31:34	15:31:34	15:31:34			15:31:34	15:31:34	15:31:37	15:31:37	15:31:37	15:31:37	15:31:37	15:31:37			15:31:38	15:31:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
161	15:31:38	15:31:38	15:31:38	15:31:38	15:31:38	15:31:38			15:31:38	15:31:38	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41			15:31:41	15:31:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
162	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41			15:31:41	15:31:41	15:31:44	15:31:44	15:31:44	15:31:44	15:31:44	15:31:44			15:31:44	15:31:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	15:31:44	15:31:44	15:31:44	15:31:44	15:31:44	15:31:44			15:31:44	15:31:44	15:31:47	15:31:47	15:31:47	15:31:47	15:31:47	15:31:47			15:31:48	15:31:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	15:31:48	15:31:48	15:31:48	15:31:48	15:31:48	15:31:48			15:31:48	15:31:48	15:31:51	15:31:51	15:31:51	15:31:51	15:31:51	15:31:51			15:31:51	15:31:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	15:31:51	15:31:51	15:31:51	15:31:51	15:31:51	15:31:51			15:31:51	15:31:51	15:31:54	15:31:54	15:31:54	15:31:54	15:31:54	15:31:54			15:31:55	15:31:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	15:31:55	15:31:55	15:31:55	15:31:55	15:31:55	15:31:55			15:31:55	15:31:55	15:31:58	15:31:58	15:31:58	15:31:58	15:31:58	15:31:58			15:31:58	15:31:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	15:31:58	15:31:58	15:31:58	15:31:58	15:31:58	15:31:58			15:31:58	15:31:58	15:32:01	15:32:01	15:32:01	15:32:01	15:32:01	15:32:01			15:32:01	15:32:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	15:32:01	15:32:01	15:32:01	15:32:01	15:32:01	15:32:01			15:32:01	15:32:01	15:32:04	15:32:04	15:32:04	15:32:04	15:32:04	15:32:04			15:32:05	15:32:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	15:32:05	15:32:05	15:32:05	15:32:05	15:32:05	15:32:05			15:32:05	15:32:05	15:32:08	15:32:08	15:32:08	15:32:08	15:32:08	15:32:08			15:32:08	15:32:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	15:32:08	15:32:08	15:32:08	15:32:08	15:32:08	15:32:08			15:32:08	15:32:08	15:32:11	15:32:11	15:32:11	15:32:11	15:32:11	15:32:11			15:32:11	15:32:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
171	15:32:12	15:32:12	15:32:12	15:32:12	15:32:12	15:32:12			15:32:12	15:32:12	15:32:14	15:32:14	15:32:14	15:32:14	15:32:14	15:32:14			15:32:15	15:32:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	15:32:15	15:32:15	15:32:15	15:32:15	15:32:15	15:32:15			15:32:15	15:32:15	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18			15:32:18	15:32:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18			15:32:18	15:32:18	15:32:21	15:32:21	15:32:21	15:32:21	15:32:21	15:32:21			15:32:21	15:32:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	15:32:22	15:32:22	15:32:22	15:32:22	15:32:22	15:32:22			15:32:22	15:32:22	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25			15:32:25	15:32:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
175	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25			15:32:25	15:32:25	15:32:28	15:32:28	15:32:28	15:32:28	15:32:28	15:32:28			15:32:28	15:32:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
176	15:32:28	15:32:28	15:32:28	15:32:28	15:32:29	15:32:29			15:32:29	15:32:29	15:32:31	15:32:31	15:32:31	15:32:31	15:32:31	15:32:31			15:32:32	15:32:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	15:32:32	15:32:32	15:32:32	15:32:32	15:32:32	15:32:32			15:32:32	15:32:32	15:32:35	15:32:35	15:32:35	15:32:35	15:32:35	15:32:35			15:32:35	15:32:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	15:32:35	15:32:35	15:32:35	15:32:35	15:32:35	15:32:35			15:32:35	15:32:35	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38			15:32:38	15:32:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
179	15:32:39	15:32:39	15:32:39	15:32:39	15:32:39	15:32:39			15:32:39	15:32:39	15:32:41	15:32:41	15:32:41	15:32:41	15:32:42	15:32:42			15:32:42	15:32:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
180	15:32:42	15:32:42	15:32:42	15:32:42	15:32:42	15:32:42			15:32:42	15:32:42	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45			15:32:45	15:32:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
181	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45			15:32:45	15:32:45	15:32:48	15:32:48	15:32:48	15:32:48	15:32:48	15:32:48			15:32:49	15:32:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
182	15:32:49	15:32:49	15:32:49	15:32:49	15:32:49	15:32:49			15:32:49	15:32:49	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52			15:32:52	15:32:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
183	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52			15:32:52	15:32:52	15:32:55	15:32:55	15:32:55	15:32:55	15:32:55	15:32:55			15:32:55	15:32:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
