count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-6903.946859555022	290.52202897679297	--	-6903.946859555022	0.0018643541192705016	0.023165517779174406	-0.19874723334182634	0.7194792195276967	0.2405483161470709	0.30221595397156326	-0.43399054373698087	1.9032874063820473	6455
-6920.371674587399	301.3953071576374	--	-6920.371674587399	0.001859789308161903	0.0230277651247169	-0.19901233856288875	0.6524187189298537	0.23990274549477947	0.3036282779676532	-0.4110802527629472	1.9388142811542142	6471
-6856.067565731278	245.58684627523246	--	-6856.067565731278	0.0018949739223472445	0.02348616979161235	-0.19313548971081573	0.6516842363331775	0.24625340151713232	0.3114059396581885	-0.403820784004322	1.951508167691535	6491
-6841.336906443538	289.51577231218357	--	-6841.336906443538	0.0019708464432522392	0.02387584481927115	-0.1942215287774328	0.6687510450214074	0.2559078411681454	0.3175220790136536	-0.4118063337784682	1.9830747086394709	6457
-6814.631508689569	297.11028715006853	--	-6814.631508689569	0.0019934224437757023	0.024076348226997838	-0.1963040640369069	0.6723974674650717	0.25836746910414815	0.32293278413121956	-0.4222978865342357	2.04648470093727	6486
-6827.2859209605285	264.12234055809006	--	-6827.2859209605285	0.0020825589480956805	0.02454562533398686	-0.172901197369126	0.6442630332308468	0.26970657543391596	0.3286696834159116	-0.41204796610565203	2.2038183312775064	6477
-6802.926006551841	251.4305656811504	--	-6802.926006551841	0.00210858800957354	0.025077089088600377	-0.17032353170643216	0.6553923304632433	0.27386919919400154	0.3347936389466763	-0.40813766275572877	2.2625148256543604	6496
-6754.408414395135	304.0948544783538	--	-6754.408414395135	0.002150530223063316	0.0252887657024565	-0.17399618294975763	0.6787354413126317	0.27853555346058906	0.33929927180604214	-0.417034853515882	2.3125683957198704	6490
-6773.665035677472	255.93885935184372	--	-6773.665035677472	0.0022148057116715926	0.025715124485366534	-0.18372925174284654	0.6425008825248908	0.288126423881373	0.3431284732335911	-0.3958437257133603	2.3193377528141457	6479
-6729.211577478105	294.42404157859363	--	-6729.211577478105	0.002214824316052401	0.02583841833247687	-0.1911208636775646	0.6609105720535913	0.2867090077129795	0.3446613921337027	-0.4323016638021535	2.0579345548206005	6468
-6705.224461230003	256.4295873406065	--	-6705.224461230003	0.0022968153717554283	0.026420293419297577	-0.20272190379699012	0.6788038941347977	0.2967397452388871	0.3531558322303243	-0.4554430069401429	2.3222505414906895	6487
-6742.3741716866825	248.7707456543979	--	-6742.3741716866825	0.002364337475689625	0.026883830618694284	-0.21512929269597988	0.6874700550561528	0.30493170098110706	0.35834279992809664	-0.45389911862442517	2.3426327852825177	6453
-6781.681289178604	238.89799245301865	--	-6781.681289178604	0.002378638015373823	0.027427390897137853	-0.20859303376765911	0.7003923403369159	0.30752466829360064	0.36707373838011514	-0.49156250899484216	2.363252551873851	6473
-6668.0500637945	283.80004421309724	--	-6668.0500637945	0.0023949848978276514	0.027733943872246567	-0.21280744892873132	0.7119950087193184	0.31002840534927656	0.37343468052249834	-0.4999911805123428	2.3314395851771224	6430
-6694.215651978597	271.75677401875316	--	-6694.215651978597	0.002469556438864635	0.027688059898526858	-0.1981579294406063	0.7153404702722328	0.3187093128317834	0.37199028901014514	-0.4357481958070904	2.3835343336647696	6493
-6678.650662036233	264.8522679705741	--	-6678.650662036233	0.0025216387308125555	0.028073504800636542	-0.20269151534516439	0.7180611811015793	0.32661132201266374	0.37925217236879877	-0.44490813359434006	2.283526837477906	6462
-6683.166580936628	218.42322967348827	--	-6683.166580936628	0.002535895829972022	0.028330847768805227	-0.19895793056869263	0.7310486737715437	0.3293636538784302	0.3804928177952261	-0.4378052983743305	2.360858747567395	6509
-6652.909968167594	217.04694667570476	--	-6652.909968167594	0.002562282772044264	0.02848177859326269	-0.19463977733917567	0.7323909935466378	0.33099290178414004	0.38077551044819763	-0.42973402578943537	2.3405760773805593	6470
-6659.449983879271	222.54902636098183	--	-6659.449983879271	0.00259431199727882	0.02848014996972872	-0.20070644550498398	0.7359532004438446	0.3344593922073389	0.378986008439057	-0.4333340679503885	2.3509922887430723	6499
-6685.13687799814	218.75312269498846	--	-6685.13687799814	0.0026280353989008272	0.02884571433111452	-0.19365152712442996	0.7424768102858318	0.33932337075694896	0.38206747124690055	-0.4213843467068637	2.363068464158727	6476
-6642.734647708892	225.17588253718333	--	-6642.734647708892	0.0026576906313760112	0.029130507527828267	-0.1930569765102557	0.7498779640396677	0.3435954351759421	0.3884257947604514	-0.45171834605392414	2.2359711565250127	6484
-6631.462699417796	169.3932531728716	--	-6631.462699417796	0.00271378388182122	0.029446541779492616	-0.19405849194989305	0.7505785026611038	0.3517154244839184	0.39095745908277546	-0.45477462607837554	2.272822628465218	6514
-6653.906568379495	231.1130110681243	--	-6653.906568379495	0.0027373476711764506	0.029666898920046935	-0.19403545022427793	0.7443757859943849	0.35588097122713847	0.3947817784364436	-0.45081394746418896	2.4058854005454857	6477
-6634.030090977876	223.33158324922647	--	-6634.030090977876	0.0027660758424416193	0.02979050421011389	-0.19642580155790687	0.7454473071507904	0.3594625602133104	0.3956523782691541	-0.4289819828106333	2.420055035748871	6470
-6642.653162586637	180.20397922591474	--	-6642.653162586637	0.0027993837921543017	0.0299916268206999	-0.19318037383556944	0.7487240343116817	0.3635066654058781	0.3974822553399788	-0.44566950076606326	2.325432920437594	6510
-6634.479750561403	223.2647981248358	--	-6634.479750561403	0.0027958382599242763	0.029924413581424125	-0.1914805639230484	0.7502832752917189	0.36359940579376754	0.3991567573513973	-0.44023177787952666	2.3540931956308175	6501
-6620.743370779854	238.85186895288123	--	-6620.743370779854	0.0028099264197246924	0.02996963430528193	-0.18936284820194363	0.7533605006313931	0.36649630131144334	0.40115553692253886	-0.4042385920798141	2.35613816477741	6478
-6565.660908651145	207.01242494822407	--	-6565.660908651145	0.002860916868125054	0.030383819127671623	-0.19271007640788282	0.7474805576700995	0.3727597061268158	0.4061987607756394	-0.42298234797905454	2.401460104577573	6482
-6540.610870176548	188.64146800230435	--	-6540.610870176548	0.0029006612750052483	0.030486868001394843	-0.1907841740605215	0.7508327886039631	0.3792194800412342	0.41091464042244197	-0.4202877067106579	2.4814297774600536	6474
-6537.231921874947	205.63448295407719	--	-6537.231921874947	0.0029138480821401026	0.0305584519704771	-0.1906525300418976	0.749736644934511	0.38100573990748876	0.40940218146059093	-0.4025217644192883	2.4103366497470864	6493
-6568.688835430395	185.15731980673925	--	-6568.688835430395	0.002956008574681628	0.030746385791233427	-0.19027829816875694	0.7463831372508472	0.3860052143811059	0.4139561388825759	-0.4183282587177153	2.388239656439202	6541
-6548.4593430914465	234.60424539811402	--	-6548.4593430914465	0.0029170915654215183	0.030579771770543458	-0.18657340708377168	0.7492167109928692	0.3816021467333164	0.41084598442442033	-0.4103859895480012	2.2943077147350883	6465
-6520.2331694150935	226.74089443417148	--	-6520.2331694150935	0.0029706015922338416	0.030698355341471587	-0.18932613004959595	0.7500498806465818	0.3892411247253435	0.4145330323267822	-0.4131043983572181	2.275769628092833	6531
-6566.537126137608	191.71511351636877	--	-6566.537126137608	0.0029952755608305187	0.030776928829330367	-0.1920697505857947	0.7463686009526808	0.39098988653424854	0.4145428435737974	-0.4105813645065664	2.3779931871378017	6522
-6569.349818671624	225.5969110070815	--	-6569.349818671624	0.00297872143769626	0.030599448613525555	-0.19322386941882402	0.7402366066738284	0.3897678675913947	0.4124966296180307	-0.41705191939091396	2.3089063717641256	6522
-6550.261428882997	223.11889394318285	--	-6550.261428882997	0.002999240438216045	0.030803868364249105	-0.19515904905995737	0.7415854373220151	0.3935422127472336	0.4162338976797266	-0.4215524435080168	2.3211097849243796	6514
-6555.100004186872	173.86734611470584	--	-6555.100004186872	0.0030448905262454584	0.030914687305069435	-0.19824830549736472	0.740339754735735	0.39741897645714713	0.41664734401303727	-0.42460512319923926	2.32465873401251	6453
-6564.215861265515	182.93201171264795	--	-6564.215861265515	0.00304966241736213	0.030911336713214596	-0.2018599225652178	0.7433348690413081	0.3984487122831994	0.4178921332362444	-0.4347040000287915	2.323388967622847	6502
-6552.251612440262	166.0077699104155	--	-6552.251612440262	0.0030708939516997024	0.031154538051297982	-0.20369987280235147	0.7425133762906219	0.40047994908850537	0.4194407942185916	-0.432109586534863	2.3493770663343163	6496
-6536.610905460964	204.56421618555925	--	-6536.610905460964	0.003093080652681186	0.031348741704253655	-0.2085623942439952	0.7423154806279715	0.40468140928952456	0.4241730499971256	-0.44224151348577845	2.503569611884495	6520
-6564.893373158266	187.34951817150483	--	-6564.893373158266	0.003104823293258678	0.031366987514196844	-0.21501062702806367	0.7386845836942759	0.4050639924562741	0.4230237244651419	-0.4561684727160982	2.499353128318071	6467
-6576.393737994214	158.39933737670674	--	-6576.393737994214	0.0031191475708934407	0.03144205575514767	-0.21733870992487964	0.7351146767280858	0.40752136266680006	0.4248506101029699	-0.4621426978407091	2.306231087720593	6485
-6555.235212782096	136.50415541707486	--	-6555.235212782096	0.0031308608876450985	0.03158492377413316	-0.216073212868725	0.7335652310453826	0.40919647944368515	0.4286609059614675	-0.4630351915859935	2.418749145980944	6504
-6565.358836897866	214.45897796739627	--	-6565.358836897866	0.0031818047943862385	0.03197517341518422	-0.21777702967119725	0.7334661070184415	0.4144709631800121	0.4313034857714636	-0.46505343519368564	2.5153735900903667	6471
-6522.137482440784	201.6606980169098	--	-6522.137482440784	0.003195487150472274	0.03185031539505867	-0.22086840288819573	0.7312048598356875	0.4171942751448856	0.4290772137746784	-0.5042965670574059	2.5242537239851206	6480
-6555.533723890218	168.84096298167918	--	-6555.533723890218	0.0032368916225491854	0.03193290078067333	-0.22604999017206678	0.7324551748727884	0.42122342491927306	0.43063217801441345	-0.48265147969409766	2.528311586004276	6449
-6554.357033728715	193.0798760100637	--	-6554.357033728715	0.003236550153112644	0.03207127787610975	-0.21709367625571555	0.7335636909933211	0.42174558390611916	0.4353348093749146	-0.4642518719148081	2.5519268053868127	6478
-6537.610381382614	180.94582758066625	--	-6537.610381382614	0.003276875620388228	0.03213379716631411	-0.22009425534688476	0.7336493713549771	0.42809824618651804	0.4375334964246603	-0.49506074637520053	2.4217953723247057	6501
-6607.438234149117	239.28461128927805	--	-6607.438234149117	0.003281403175537825	0.032044629759769	-0.22110654799450258	0.7334124911006453	0.42831675811725445	0.4338211379663779	-0.4961988885289338	2.5465192342778074	6496
-6612.493884340117	219.11210661138716	--	-6612.493884340117	0.0032334114561986234	0.03223583652022322	-0.22438945035680574	0.7271611619503245	0.42115509306892995	0.4349490666307719	-0.47834753316787526	2.4791908210225744	6450
-6583.03695551343	176.6788445628218	--	-6583.03695551343	0.003233659978945365	0.03251312267856583	-0.22371781126335752	0.7227059109135667	0.42250519293313316	0.44084862476406067	-0.5021689080967476	2.468903705772697	6463
-6596.833989322023	184.4094486212905	--	-6596.833989322023	0.0032968225640535123	0.032557916000408985	-0.22352838053872154	0.7214202756787914	0.42890676406356043	0.4397123926242259	-0.5012522130345625	2.4728093945720753	6435
-6582.964276052958	184.02768704089397	--	-6582.964276052958	0.0033188828354332512	0.032663649963149716	-0.2216820920141579	0.723223174350776	0.43164885532182734	0.44363448486565704	-0.49449068677477553	2.5010180115022393	6445
-6540.982871836054	182.30302990772688	--	-6540.982871836054	0.00334693142492314	0.032678716056633035	-0.21940695316003464	0.7216468527094445	0.4355239928010625	0.4443316574720037	-0.4894993941780469	2.6618260158039453	6504
-6516.41337689732	181.48497248825015	--	-6516.41337689732	0.0034038452103168164	0.03279353371298223	-0.22244310128222186	0.7183660531089466	0.4425974141492705	0.4466713666183215	-0.49489613714682756	2.5439583685706317	6479
-6493.35073543384	180.46479194344525	--	-6493.35073543384	0.0034222708135956403	0.03287337610374872	-0.208100689394221	0.7178734598335506	0.4456527495849415	0.44452133216823125	-0.43659034754480186	2.511075559500575	6503
-6489.330380202131	197.50876363228173	--	-6489.330380202131	0.003434058940976713	0.03296060961901485	-0.2073245489180263	0.7185553429382576	0.44705794915112984	0.4461263752388297	-0.45891903971315795	2.5214362874402085	6454
-6514.910746641002	183.90538695542344	--	-6514.910746641002	0.0034422548519585094	0.032845005501823246	-0.20972492621035677	0.7192754936188849	0.4482829681215684	0.4433881291771705	-0.4605087300369152	2.5148004091447995	6496
-6481.199793830468	160.20991440517827	--	-6481.199793830468	0.003445287152032982	0.03286398069341011	-0.21321111562291506	0.7118123029727618	0.4480470418959784	0.44442342372605326	-0.4393541148152095	2.532772642238593	6514
-6489.619476045277	200.97269544600783	--	-6489.619476045277	0.0034970002823862052	0.0328810476833232	-0.2031392613939084	0.7145605932490339	0.45421846572514574	0.44374703068271154	-0.45291338556288846	2.531001614350999	6514
-6498.565379248136	132.28865403655388	--	-6498.565379248136	0.003520997845706131	0.03304644850423862	-0.2020380152726595	0.7079005607391112	0.4574816385402051	0.44580674642375534	-0.4442806379132902	2.5282283637712246	6485
-6498.62216271485	181.61314967154797	--	-6498.62216271485	0.0035338248411344274	0.0330995403462808	-0.19931664532826723	0.7102888147920133	0.4602436191816038	0.44639682221629073	-0.43795427302556045	2.5449300506729062	6489
-6521.54523256584	203.2480027685527	--	-6521.54523256584	0.0035223097197094313	0.033085934691121185	-0.20213986160805777	0.7142346136474406	0.45855953508433206	0.44568829811612964	-0.43934980462261497	2.5490606716015347	6479
