Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
297870_5_r	1211-a	22	1	44	-0.977	0.977	9.065
297870_5_r	1211-a	23	0	16	-1	1	5.657
297870_5_r	1211-a	24	0	12	-1	1	4.899
297907_0	revers_1137	1	1	0	1000	1	1.414
297907_0	revers_1137	2	0	0	0	0	�
297907_0	revers_1137	3	0	0	0	0	�
297907_0	revers_1137	4	0	0	0	0	�
297907_0	revers_1137	5	0	0	0	0	�
297907_0	revers_1137	6	0	0	0	0	�
297907_0	revers_1137	7	37	0	1000	1	8.602
297907_0	revers_1137	8	49	76	-0.355	0.355	3.415
297907_0	revers_1137	9	73	128	-0.43	0.43	5.486
297907_0	revers_1137	10	81.4	124	-0.344	0.344	4.204
297907_0	revers_1137	11	19	96	-0.802	0.802	10.154
297907_0	revers_1137	12	49	40	0.225	0.184	1.349
297907_0	revers_1137	13	57	96	-0.406	0.406	4.459
