Link Id	Count Station Id	MATSIM volumes	Count volumes	Normalized Relative Error
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0	0009	2176.4	6348	0.657
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297843_0_r	revers_0009	978.4	6132	0.84
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0	revers_0093	131	1548	0.915
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297859_0_r	0093	127.6	912	0.86
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1	revers_1059-f	1338.8	2152	0.378
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297869_1_r	1059-f	907	3592	0.747
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2	1194	756	1376	0.451
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_2_r	revers_1194	793.8	1156	0.313
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5	revers_1211-a	296.2	2144	0.862
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297870_5_r	1211-a	248	720	0.656
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0	revers_1137	762.4	1624	0.531
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297907_0_r	1137	3943.2	4420	0.108
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
297910_0	revers_1046	217	4760	0.954
