link	start-time	end-time	start-time(sec)	end-time(sec)	type	simulated	measured	standard-deviation	error	absolute-error	relative-error	relative-absolute-error
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	107.0	404.0	25.0	-297.0	297.0	-0.7351485148514851	0.7351485148514851
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	87.0	248.0	25.0	-161.0	161.0	-0.6491935483870968	0.6491935483870968
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	113.0	380.0	25.0	-267.0	267.0	-0.7026315789473684	0.7026315789473684
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	143.0	352.0	25.0	-209.0	209.0	-0.59375	0.59375
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	216.0	392.0	25.0	-176.0	176.0	-0.4489795918367347	0.4489795918367347
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	167.0	204.0	25.0	-37.0	37.0	-0.18137254901960784	0.18137254901960784
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	118.0	212.0	25.0	-94.0	94.0	-0.44339622641509435	0.44339622641509435
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	148.0	680.0	26.076809620810597	-532.0	532.0	-0.7823529411764706	0.7823529411764706
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	154.0	772.0	27.784887978899608	-618.0	618.0	-0.8005181347150259	0.8005181347150259
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	393.0	736.0	27.129319932501073	-343.0	343.0	-0.46603260869565216	0.46603260869565216
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	280.0	524.0	25.0	-244.0	244.0	-0.46564885496183206	0.46564885496183206
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	22.0	360.0	25.0	-338.0	338.0	-0.9388888888888889	0.9388888888888889
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	121.0	136.0	25.0	-15.0	15.0	-0.11029411764705882	0.11029411764705882
org.matsim.core.network.LinkImpl@e5444ea[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	103.0	92.0	25.0	11.0	11.0	0.11956521739130435	0.11956521739130435
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	2.0	0.0	25.0	2.0	2.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	45.0	0.0	25.0	45.0	45.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	173.0	392.0	25.0	-219.0	219.0	-0.5586734693877551	0.5586734693877551
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	134.0	644.0	25.37715508089904	-510.0	510.0	-0.7919254658385093	0.7919254658385093
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	68.0	604.0	25.0	-536.0	536.0	-0.8874172185430463	0.8874172185430463
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	88.0	408.0	25.0	-320.0	320.0	-0.7843137254901961	0.7843137254901961
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	87.0	332.0	25.0	-245.0	245.0	-0.7379518072289156	0.7379518072289156
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	92.0	444.0	25.0	-352.0	352.0	-0.7927927927927928	0.7927927927927928
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	89.0	364.0	25.0	-275.0	275.0	-0.7554945054945055	0.7554945054945055
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	118.0	300.0	25.0	-182.0	182.0	-0.6066666666666667	0.6066666666666667
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	60.0	316.0	25.0	-256.0	256.0	-0.810126582278481	0.810126582278481
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	40.0	212.0	25.0	-172.0	172.0	-0.8113207547169812	0.8113207547169812
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	73.0	500.0	25.0	-427.0	427.0	-0.854	0.854
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	66.0	488.0	25.0	-422.0	422.0	-0.8647540983606558	0.8647540983606558
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	40.0	456.0	25.0	-416.0	416.0	-0.9122807017543859	0.9122807017543859
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	36.0	328.0	25.0	-292.0	292.0	-0.8902439024390244	0.8902439024390244
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	33.0	156.0	25.0	-123.0	123.0	-0.7884615384615384	0.7884615384615384
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	40.0	124.0	25.0	-84.0	84.0	-0.6774193548387096	0.6774193548387096
org.matsim.core.network.LinkImpl@16be0f73[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	3.0	64.0	25.0	-61.0	61.0	-0.953125	0.953125
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	10.0	44.0	25.0	-34.0	34.0	-0.7727272727272727	0.7727272727272727
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	38.0	164.0	25.0	-126.0	126.0	-0.7682926829268293	0.7682926829268293
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	23.0	128.0	25.0	-105.0	105.0	-0.8203125	0.8203125
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	0.0	116.0	25.0	-116.0	116.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	1.0	72.0	25.0	-71.0	71.0	-0.9861111111111112	0.9861111111111112
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	1.0	124.0	25.0	-123.0	123.0	-0.9919354838709677	0.9919354838709677
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	5.0	92.0	25.0	-87.0	87.0	-0.9456521739130435	0.9456521739130435
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	1.0	20.0	25.0	-19.0	19.0	-0.95	0.95
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	39.0	224.0	25.0	-185.0	185.0	-0.8258928571428571	0.8258928571428571
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	41.0	28.0	25.0	13.0	13.0	0.4642857142857143	0.4642857142857143
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	1.0	148.0	25.0	-147.0	147.0	-0.9932432432432432	0.9932432432432432
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	0.0	36.0	25.0	-36.0	36.0	-1.0	1.0
org.matsim.core.network.LinkImpl@13a69ea1[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	0.0	16.0	25.0	-16.0	16.0	-1.0	1.0
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@11589568[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	0.0	44.0	25.0	-44.0	44.0	-1.0	1.0
