Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
87	16:46:04	16:46:04	16:46:04	16:46:04	16:46:04	16:46:04			16:46:04	16:46:04	16:46:07	16:46:07	16:46:07	16:46:07	16:46:07	16:46:07			16:46:07	16:46:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
88	16:46:07	16:46:07	16:46:07	16:46:07	16:46:07	16:46:07			16:46:07	16:46:07	16:46:10	16:46:10	16:46:10	16:46:10	16:46:10	16:46:10			16:46:10	16:46:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
89	16:46:10	16:46:10	16:46:10	16:46:10	16:46:10	16:46:10			16:46:10	16:46:10	16:46:13	16:46:13	16:46:13	16:46:13	16:46:13	16:46:13			16:46:14	16:46:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
90	16:46:14	16:46:14	16:46:14	16:46:14	16:46:14	16:46:14			16:46:14	16:46:14	16:46:17	16:46:17	16:46:17	16:46:17	16:46:17	16:46:17			16:46:17	16:46:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
91	16:46:17	16:46:17	16:46:17	16:46:17	16:46:17	16:46:17			16:46:17	16:46:17	16:46:20	16:46:20	16:46:20	16:46:20	16:46:20	16:46:20			16:46:20	16:46:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	16:46:20	16:46:20	16:46:20	16:46:20	16:46:20	16:46:20			16:46:20	16:46:20	16:46:23	16:46:23	16:46:23	16:46:23	16:46:23	16:46:23			16:46:23	16:46:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	16:46:24	16:46:24	16:46:24	16:46:24	16:46:24	16:46:24			16:46:24	16:46:24	16:46:26	16:46:26	16:46:26	16:46:26	16:46:26	16:46:26			16:46:27	16:46:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	16:46:27	16:46:27	16:46:27	16:46:27	16:46:27	16:46:27			16:46:27	16:46:27	16:46:30	16:46:30	16:46:30	16:46:30	16:46:30	16:46:30			16:46:30	16:46:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	16:46:30	16:46:30	16:46:30	16:46:30	16:46:30	16:46:30			16:46:30	16:46:30	16:46:33	16:46:33	16:46:33	16:46:33	16:46:33	16:46:33			16:46:33	16:46:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	16:46:33	16:46:33	16:46:33	16:46:33	16:46:33	16:46:33			16:46:33	16:46:33	16:46:36	16:46:36	16:46:36	16:46:36	16:46:36	16:46:36			16:46:37	16:46:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	16:46:37	16:46:37	16:46:37	16:46:37	16:46:37	16:46:37			16:46:37	16:46:37	16:46:40	16:46:40	16:46:40	16:46:40	16:46:40	16:46:40			16:46:40	16:46:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	16:46:40	16:46:40	16:46:40	16:46:40	16:46:40	16:46:40			16:46:40	16:46:40	16:46:43	16:46:43	16:46:43	16:46:43	16:46:43	16:46:43			16:46:43	16:46:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	16:46:43	16:46:43	16:46:43	16:46:43	16:46:43	16:46:43			16:46:43	16:46:43	16:46:46	16:46:46	16:46:46	16:46:46	16:46:46	16:46:46			16:46:47	16:46:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
100	16:46:47	16:46:47	16:46:47	16:46:47	16:46:47	16:46:47	16:46:47	16:46:48	16:46:48	16:46:48	16:46:51	16:46:51	16:46:51	16:46:51	16:46:51	16:46:51	16:46:51	16:46:51	16:46:52	16:46:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
101	16:46:52	16:46:52	16:46:52	16:46:52	16:46:52	16:46:52			16:46:52	16:46:52	16:46:55	16:46:55	16:46:55	16:46:55	16:46:55	16:46:55			16:46:55	16:46:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
102	16:46:55	16:46:55	16:46:55	16:46:55	16:46:55	16:46:55			16:46:55	16:46:55	16:46:58	16:46:58	16:46:58	16:46:58	16:46:58	16:46:58			16:46:58	16:46:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
103	16:46:58	16:46:58	16:46:58	16:46:58	16:46:58	16:46:58			16:46:58	16:46:58	16:47:01	16:47:01	16:47:01	16:47:01	16:47:01	16:47:01			16:47:02	16:47:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	16:47:02	16:47:02	16:47:02	16:47:02	16:47:02	16:47:02			16:47:02	16:47:02	16:47:04	16:47:04	16:47:04	16:47:04	16:47:04	16:47:04			16:47:05	16:47:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	16:47:05	16:47:05	16:47:05	16:47:05	16:47:05	16:47:05			16:47:05	16:47:05	16:47:08	16:47:08	16:47:08	16:47:08	16:47:08	16:47:08			16:47:08	16:47:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	16:47:08	16:47:08	16:47:08	16:47:08	16:47:08	16:47:08			16:47:08	16:47:08	16:47:11	16:47:11	16:47:11	16:47:11	16:47:11	16:47:11			16:47:11	16:47:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
107	16:47:12	16:47:12	16:47:12	16:47:12	16:47:12	16:47:12			16:47:12	16:47:12	16:47:14	16:47:14	16:47:14	16:47:14	16:47:14	16:47:14			16:47:15	16:47:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	16:47:15	16:47:15	16:47:15	16:47:15	16:47:15	16:47:15			16:47:15	16:47:15	16:47:18	16:47:18	16:47:18	16:47:18	16:47:18	16:47:18			16:47:18	16:47:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	16:47:18	16:47:18	16:47:18	16:47:18	16:47:18	16:47:18			16:47:18	16:47:18	16:47:21	16:47:21	16:47:21	16:47:21	16:47:21	16:47:21			16:47:21	16:47:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	16:47:21	16:47:21	16:47:21	16:47:21	16:47:21	16:47:21			16:47:21	16:47:21	16:47:24	16:47:24	16:47:24	16:47:24	16:47:24	16:47:24			16:47:25	16:47:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
111	16:47:25	16:47:25	16:47:25	16:47:25	16:47:25	16:47:25			16:47:25	16:47:25	16:47:28	16:47:28	16:47:28	16:47:28	16:47:28	16:47:28			16:47:28	16:47:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	16:47:28	16:47:28	16:47:28	16:47:28	16:47:28	16:47:28			16:47:28	16:47:28	16:47:31	16:47:31	16:47:31	16:47:31	16:47:31	16:47:31			16:47:31	16:47:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	16:47:31	16:47:31	16:47:31	16:47:31	16:47:31	16:47:31			16:47:31	16:47:31	16:47:34	16:47:34	16:47:34	16:47:34	16:47:34	16:47:34			16:47:34	16:47:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	16:47:35	16:47:35	16:47:35	16:47:35	16:47:35	16:47:35			16:47:35	16:47:35	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37			16:47:38	16:47:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	16:47:38	16:47:38	16:47:38	16:47:38	16:47:38	16:47:38			16:47:38	16:47:38	16:47:41	16:47:41	16:47:41	16:47:41	16:47:41	16:47:41			16:47:41	16:47:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	16:47:41	16:47:41	16:47:41	16:47:41	16:47:41	16:47:41			16:47:41	16:47:41	16:47:44	16:47:44	16:47:44	16:47:44	16:47:44	16:47:44			16:47:44	16:47:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
117	16:47:44	16:47:44	16:47:44	16:47:44	16:47:44	16:47:44			16:47:44	16:47:44	16:47:47	16:47:47	16:47:47	16:47:47	16:47:47	16:47:47			16:47:48	16:47:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	16:47:48	16:47:48	16:47:48	16:47:48	16:47:48	16:47:48			16:47:48	16:47:48	16:47:51	16:47:51	16:47:51	16:47:51	16:47:51	16:47:51			16:47:51	16:47:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	16:47:51	16:47:51	16:47:51	16:47:51	16:47:51	16:47:51			16:47:51	16:47:51	16:47:54	16:47:54	16:47:54	16:47:54	16:47:54	16:47:54			16:47:54	16:47:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	16:47:54	16:47:54	16:47:54	16:47:54	16:47:54	16:47:54			16:47:54	16:47:54	16:47:57	16:47:57	16:47:57	16:47:57	16:47:57	16:47:57			16:47:58	16:47:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
121	16:47:58	16:47:58	16:47:58	16:47:58	16:47:58	16:47:58			16:47:58	16:47:58	16:48:01	16:48:01	16:48:01	16:48:01	16:48:01	16:48:01			16:48:01	16:48:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	16:48:01	16:48:01	16:48:01	16:48:01	16:48:01	16:48:01			16:48:01	16:48:01	16:48:04	16:48:04	16:48:04	16:48:04	16:48:04	16:48:04			16:48:04	16:48:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	16:48:04	16:48:04	16:48:04	16:48:04	16:48:04	16:48:04			16:48:04	16:48:04	16:48:07	16:48:07	16:48:07	16:48:07	16:48:07	16:48:07			16:48:07	16:48:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	16:48:08	16:48:08	16:48:08	16:48:08	16:48:08	16:48:08			16:48:08	16:48:08	16:48:10	16:48:10	16:48:10	16:48:10	16:48:10	16:48:10			16:48:11	16:48:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
125	16:48:11	16:48:11	16:48:11	16:48:11	16:48:11	16:48:11			16:48:11	16:48:11	16:48:14	16:48:14	16:48:14	16:48:14	16:48:14	16:48:14			16:48:14	16:48:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	16:48:14	16:48:14	16:48:14	16:48:14	16:48:14	16:48:14			16:48:14	16:48:14	16:48:17	16:48:17	16:48:17	16:48:17	16:48:17	16:48:17			16:48:17	16:48:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
127	16:48:17	16:48:17	16:48:17	16:48:17	16:48:18	16:48:18			16:48:18	16:48:18	16:48:20	16:48:20	16:48:20	16:48:20	16:48:20	16:48:20			16:48:21	16:48:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	16:48:21	16:48:21	16:48:21	16:48:21	16:48:21	16:48:21			16:48:21	16:48:21	16:48:24	16:48:24	16:48:24	16:48:24	16:48:24	16:48:24			16:48:24	16:48:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
129	16:48:24	16:48:24	16:48:24	16:48:24	16:48:24	16:48:24			16:48:24	16:48:24	16:48:27	16:48:27	16:48:27	16:48:27	16:48:27	16:48:27			16:48:27	16:48:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	16:48:27	16:48:27	16:48:27	16:48:27	16:48:27	16:48:27			16:48:27	16:48:27	16:48:30	16:48:30	16:48:30	16:48:30	16:48:30	16:48:30			16:48:31	16:48:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
131	16:48:31	16:48:31	16:48:31	16:48:31	16:48:31	16:48:31			16:48:31	16:48:31	16:48:34	16:48:34	16:48:34	16:48:34	16:48:34	16:48:34			16:48:34	16:48:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	16:48:34	16:48:34	16:48:34	16:48:34	16:48:34	16:48:34			16:48:34	16:48:34	16:48:37	16:48:37	16:48:37	16:48:37	16:48:37	16:48:37			16:48:37	16:48:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	16:48:37	16:48:37	16:48:37	16:48:37	16:48:37	16:48:37			16:48:37	16:48:37	16:48:40	16:48:40	16:48:40	16:48:40	16:48:40	16:48:40			16:48:40	16:48:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	16:48:40	16:48:40	16:48:41	16:48:41	16:48:41	16:48:41			16:48:41	16:48:41	16:48:43	16:48:43	16:48:43	16:48:43	16:48:43	16:48:43			16:48:44	16:48:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	16:48:44	16:48:44	16:48:44	16:48:44	16:48:44	16:48:44			16:48:44	16:48:44	16:48:47	16:48:47	16:48:47	16:48:47	16:48:47	16:48:47			16:48:47	16:48:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
136	16:48:47	16:48:47	16:48:47	16:48:47	16:48:47	16:48:47			16:48:47	16:48:47	16:48:50	16:48:50	16:48:50	16:48:50	16:48:50	16:48:50			16:48:50	16:48:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	16:48:50	16:48:50	16:48:50	16:48:50	16:48:50	16:48:50			16:48:50	16:48:50	16:48:53	16:48:53	16:48:53	16:48:53	16:48:53	16:48:53			16:48:54	16:48:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
138	16:48:54	16:48:54	16:48:54	16:48:54	16:48:54	16:48:54			16:48:54	16:48:54	16:48:57	16:48:57	16:48:57	16:48:57	16:48:57	16:48:57			16:48:57	16:48:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
139	16:48:57	16:48:57	16:48:57	16:48:57	16:48:57	16:48:57			16:48:57	16:48:57	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00			16:49:00	16:49:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00			16:49:00	16:49:00	16:49:03	16:49:03	16:49:03	16:49:03	16:49:03	16:49:03			16:49:03	16:49:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
141	16:49:04	16:49:04	16:49:04	16:49:04	16:49:04	16:49:04			16:49:04	16:49:04	16:49:06	16:49:06	16:49:06	16:49:06	16:49:06	16:49:06			16:49:07	16:49:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	16:49:07	16:49:07	16:49:07	16:49:07	16:49:07	16:49:07			16:49:07	16:49:07	16:49:10	16:49:10	16:49:10	16:49:10	16:49:10	16:49:10			16:49:10	16:49:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	16:49:10	16:49:10	16:49:10	16:49:10	16:49:10	16:49:10			16:49:10	16:49:10	16:49:13	16:49:13	16:49:13	16:49:13	16:49:13	16:49:13			16:49:13	16:49:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	16:49:13	16:49:13	16:49:13	16:49:13	16:49:13	16:49:13			16:49:13	16:49:13	16:49:16	16:49:16	16:49:16	16:49:16	16:49:16	16:49:16			16:49:17	16:49:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	16:49:17	16:49:17	16:49:17	16:49:17	16:49:17	16:49:17			16:49:17	16:49:17	16:49:20	16:49:20	16:49:20	16:49:20	16:49:20	16:49:20			16:49:20	16:49:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	16:49:20	16:49:20	16:49:20	16:49:20	16:49:20	16:49:20			16:49:20	16:49:20	16:49:23	16:49:23	16:49:23	16:49:23	16:49:23	16:49:23			16:49:23	16:49:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	16:49:23	16:49:23	16:49:23	16:49:23	16:49:23	16:49:23			16:49:23	16:49:23	16:49:26	16:49:26	16:49:26	16:49:26	16:49:26	16:49:26			16:49:27	16:49:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
148	16:49:27	16:49:27	16:49:27	16:49:27	16:49:27	16:49:27			16:49:27	16:49:27	16:49:30	16:49:30	16:49:30	16:49:30	16:49:30	16:49:30			16:49:30	16:49:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	16:49:30	16:49:30	16:49:30	16:49:30	16:49:30	16:49:30			16:49:30	16:49:30	16:49:33	16:49:33	16:49:33	16:49:33	16:49:33	16:49:33			16:49:33	16:49:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	16:49:33	16:49:33	16:49:33	16:49:33	16:49:33	16:49:33	16:49:33	16:49:34	16:49:34	16:49:34	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:04
151	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38	16:49:38			16:49:38	16:49:38	16:49:41	16:49:41	16:49:41	16:49:41	16:49:41	16:49:41			16:49:41	16:49:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	16:49:42	16:49:42	16:49:42	16:49:42	16:49:42	16:49:42			16:49:42	16:49:42	16:49:44	16:49:44	16:49:44	16:49:44	16:49:44	16:49:44			16:49:45	16:49:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	16:49:45	16:49:45	16:49:45	16:49:45	16:49:45	16:49:45			16:49:45	16:49:45	16:49:48	16:49:48	16:49:48	16:49:48	16:49:48	16:49:48			16:49:48	16:49:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	16:49:48	16:49:48	16:49:48	16:49:48	16:49:48	16:49:48			16:49:48	16:49:48	16:49:51	16:49:51	16:49:51	16:49:51	16:49:51	16:49:51			16:49:51	16:49:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	16:49:51	16:49:51	16:49:51	16:49:51	16:49:51	16:49:51			16:49:51	16:49:51	16:49:54	16:49:54	16:49:54	16:49:54	16:49:54	16:49:54			16:49:55	16:49:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	16:49:55	16:49:55	16:49:55	16:49:55	16:49:55	16:49:55			16:49:55	16:49:55	16:49:58	16:49:58	16:49:58	16:49:58	16:49:58	16:49:58			16:49:58	16:49:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	16:49:58	16:49:58	16:49:58	16:49:58	16:49:58	16:49:58			16:49:58	16:49:58	16:50:01	16:50:01	16:50:01	16:50:01	16:50:01	16:50:01			16:50:01	16:50:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	16:50:01	16:50:01	16:50:01	16:50:01	16:50:01	16:50:01			16:50:01	16:50:01	16:50:04	16:50:04	16:50:04	16:50:04	16:50:04	16:50:04			16:50:04	16:50:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	16:50:05	16:50:05	16:50:05	16:50:05	16:50:05	16:50:05			16:50:05	16:50:05	16:50:07	16:50:07	16:50:07	16:50:07	16:50:07	16:50:07			16:50:08	16:50:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	16:50:08	16:50:08	16:50:08	16:50:08	16:50:08	16:50:08			16:50:08	16:50:08	16:50:11	16:50:11	16:50:11	16:50:11	16:50:11	16:50:11			16:50:11	16:50:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
161	16:50:11	16:50:11	16:50:11	16:50:11	16:50:11	16:50:11			16:50:11	16:50:11	16:50:14	16:50:14	16:50:14	16:50:14	16:50:14	16:50:14			16:50:14	16:50:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
162	16:50:15	16:50:15	16:50:15	16:50:15	16:50:15	16:50:15			16:50:15	16:50:15	16:50:17	16:50:17	16:50:17	16:50:17	16:50:17	16:50:17			16:50:18	16:50:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	16:50:18	16:50:18	16:50:18	16:50:18	16:50:18	16:50:18			16:50:18	16:50:18	16:50:21	16:50:21	16:50:21	16:50:21	16:50:21	16:50:21			16:50:21	16:50:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	16:50:21	16:50:21	16:50:21	16:50:21	16:50:21	16:50:21			16:50:21	16:50:21	16:50:24	16:50:24	16:50:24	16:50:24	16:50:24	16:50:24			16:50:24	16:50:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	16:50:25	16:50:25	16:50:25	16:50:25	16:50:25	16:50:25			16:50:25	16:50:25	16:50:27	16:50:27	16:50:27	16:50:27	16:50:27	16:50:27			16:50:28	16:50:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	16:50:28	16:50:28	16:50:28	16:50:28	16:50:28	16:50:28			16:50:28	16:50:28	16:50:31	16:50:31	16:50:31	16:50:31	16:50:31	16:50:31			16:50:31	16:50:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	16:50:31	16:50:31	16:50:31	16:50:31	16:50:31	16:50:31			16:50:31	16:50:31	16:50:34	16:50:34	16:50:34	16:50:34	16:50:34	16:50:34			16:50:34	16:50:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	16:50:34	16:50:34	16:50:34	16:50:34	16:50:34	16:50:34			16:50:34	16:50:34	16:50:37	16:50:37	16:50:37	16:50:37	16:50:37	16:50:37			16:50:38	16:50:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	16:50:38	16:50:38	16:50:38	16:50:38	16:50:38	16:50:38			16:50:38	16:50:38	16:50:41	16:50:41	16:50:41	16:50:41	16:50:41	16:50:41			16:50:41	16:50:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	16:50:41	16:50:41	16:50:41	16:50:41	16:50:41	16:50:41			16:50:41	16:50:41	16:50:44	16:50:44	16:50:44	16:50:44	16:50:44	16:50:44			16:50:44	16:50:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
171	16:50:44	16:50:44	16:50:44	16:50:44	16:50:44	16:50:44			16:50:44	16:50:44	16:50:47	16:50:47	16:50:47	16:50:47	16:50:47	16:50:47			16:50:48	16:50:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	16:50:48	16:50:48	16:50:48	16:50:48	16:50:48	16:50:48			16:50:48	16:50:48	16:50:51	16:50:51	16:50:51	16:50:51	16:50:51	16:50:51			16:50:51	16:50:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	16:50:51	16:50:51	16:50:51	16:50:51	16:50:51	16:50:51			16:50:51	16:50:51	16:50:54	16:50:54	16:50:54	16:50:54	16:50:54	16:50:54			16:50:54	16:50:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	16:50:54	16:50:54	16:50:54	16:50:54	16:50:54	16:50:54			16:50:54	16:50:54	16:50:57	16:50:57	16:50:57	16:50:57	16:50:57	16:50:57			16:50:58	16:50:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
175	16:50:58	16:50:58	16:50:58	16:50:58	16:50:58	16:50:58			16:50:58	16:50:58	16:51:01	16:51:01	16:51:01	16:51:01	16:51:01	16:51:01			16:51:01	16:51:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
176	16:51:01	16:51:01	16:51:01	16:51:01	16:51:01	16:51:01			16:51:01	16:51:01	16:51:04	16:51:04	16:51:04	16:51:04	16:51:04	16:51:04			16:51:04	16:51:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	16:51:04	16:51:04	16:51:04	16:51:04	16:51:04	16:51:04			16:51:04	16:51:04	16:51:07	16:51:07	16:51:07	16:51:07	16:51:07	16:51:07			16:51:08	16:51:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	16:51:08	16:51:08	16:51:08	16:51:08	16:51:08	16:51:08			16:51:08	16:51:08	16:51:11	16:51:11	16:51:11	16:51:11	16:51:11	16:51:11			16:51:11	16:51:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
179	16:51:11	16:51:11	16:51:11	16:51:11	16:51:11	16:51:11			16:51:11	16:51:11	16:51:14	16:51:14	16:51:14	16:51:14	16:51:14	16:51:14			16:51:14	16:51:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
