ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
82	-246.10344827586218	-464.26120689655113	-325.78946914340355	-226.9721264367813
83	-245.50304597701177	-458.7268965517233	-323.4026916735068	-226.59252873563196
84	-246.85408045976948	-451.73594827586186	-321.0916091954016	-226.97925287356182
85	-249.33008620689728	-445.105545977011	-319.1049202928287	-227.64747126436728
86	-249.9484482758618	-440.00362068965524	-317.1605163861524	-227.93158045976926
87	-246.96991379310347	-434.0119252873566	-314.82973522167526	-226.76597701149367
88	-245.29747126436706	-429.76198275862134	-312.9262017651891	-226.4277298850571
89	-242.3076149425289	-424.61462643678215	-310.6267763067876	-224.8599137931027
90	-242.58632183907997	-419.61916666666684	-308.767852866722	-224.86330459770056
91	-244.09841954022974	-414.65951149425314	-307.0262005678708	-225.63942528735544
92	-242.2366954022992	-409.8864367816098	-305.10681667350906	-224.91712643678173
93	-241.57933908046053	-405.2462643678156	-303.24149476600985	-224.0567816091962
94	-240.47379310344857	-400.5210344827585	-301.34006670771726	-224.19189655172408
95	-241.46643678160925	-395.22454022988563	-299.7111774767373	-224.46971264367787
96	-240.83281609195416	-391.1412931034489	-298.1813492063492	-224.1708333333328
97	-240.43428160919535	-387.0456321839086	-296.67995415982466	-223.75209770114952
98	-239.9254885057468	-383.22402298850614	-295.2429277846194	-223.84255747126437
99	-239.8602298850566	-379.4686206896557	-293.8437337506827	-223.62658045976954
100	-238.52701149425323	-376.25663793103445	-292.41742559523897	-222.5221264367814
101	-237.3881034482759	-372.8391666666667	-290.9539679118777	-222.12528735632205
102	-237.91499999999985	-369.2404022988504	-289.66386015325673	-222.72784482758556
103	-238.71959770114952	-366.7767528735631	-288.5171442255066	-222.89683908045964
104	-238.7145689655177	-363.5311781609196	-287.26200961275305	-223.100833333333
105	-238.14758620689634	-360.9430747126435	-286.0221443965513	-222.8034770114939
106	-238.75181034482804	-357.7810057471258	-284.8565464217303	-223.45468390804632
107	-237.15206896551646	-354.8210344827583	-283.5111066639308	-222.50554597701085
108	-238.12916666666607	-351.85290229885055	-282.41414939107915	-222.4122701149416
109	-236.47456896551657	-348.8964080459766	-281.12874230295574	-221.8848275862066
110	-236.19364942528696	-346.36522988505743	-280.1802728174611	-222.19666666666618
111	-236.2770402298848	-344.05275862068993	-279.21152811986826	-222.2371264367817
112	-237.56629310344726	-341.57744252873556	-278.2457695333883	-222.77405172413748
113	-238.55660919540253	-339.30120689655155	-277.1761716611925	-222.17057471264323
114	-237.22655172413783	-336.5166091954023	-276.0986926997811	-222.16474137930956
115	-235.41255747126482	-334.5164942528736	-275.07312226327343	-221.5368965517233
116	-236.77037356321793	-332.26364942528704	-274.25809147509653	-221.85229885057385
117	-236.75675287356194	-329.86767241379243	-273.3875980090312	-222.02767241379195
118	-235.75936781609167	-327.5855459770109	-272.36947352216725	-221.90410919540113
119	-234.3178160919534	-325.04936781609155	-271.34507457580673	-221.45221264367697
120	-233.5163793103442	-323.67258620689574	-270.5707691912975	-221.2448563218377
121	-234.33247126436737	-322.1773275862064	-269.86566878763034	-221.05692528735526
122	-233.0249137931034	-320.3735344827585	-268.8408877257802	-220.36537356321767
123	-232.5011781609191	-318.6273563218385	-267.9614018883413	-220.3536781609189
124	-233.661522988506	-316.3124712643679	-267.23126744663443	-220.90413793103397
125	-233.621752873564	-314.7483620689656	-266.4777755541871	-220.45977011494185
126	-232.59568965517298	-313.2448275862067	-265.7931783661745	-219.94275862068955
127	-233.03114942528717	-311.4261494252873	-265.17036176108434	-221.02448275862005
128	-233.12554597701163	-309.5531321839084	-264.495468493431	-221.0535344827584
129	-232.10566091954078	-308.07143678160895	-263.6352817118212	-220.35528735632136
130	-234.0071264367815	-306.73238505747116	-263.2281013957301	-220.57626436781553
131	-233.89586206896536	-305.901408045977	-262.69129515599224	-219.95459770114886
132	-232.1779310344829	-304.5767816091956	-261.93230706075514	-219.77169540229795
133	-230.8637356321838	-302.9565229885054	-261.18033097290527	-219.75399425287299
134	-231.45629310344668	-300.8052586206901	-260.5293411330045	-220.41140804597563
135	-230.8972126436774	-299.3103735632188	-259.80705613710927	-220.14405172413694
136	-229.77192528735569	-297.8520977011496	-259.09220853858756	-219.8669540229877
137	-229.52902298850503	-296.927729885058	-258.50656711822614	-219.24813218390676
138	-229.4368678160922	-295.77362068965533	-257.91328201970424	-218.77571839080375
139	-230.29821839080407	-294.87249999999983	-257.5382178776679	-219.28310344827491
140	-228.4146264367812	-293.59313218390866	-256.7958697660098	-218.69313218390747
141	-229.68224137930997	-292.4698563218396	-256.3121941707707	-218.6383620689651
142	-228.2534482758628	-291.14738505747187	-255.56874127668362	-217.86514367816045
143	-230.32522988505698	-290.06931034482767	-255.29397424055838	-219.16198275862004
144	-230.13344827586278	-289.07393678160946	-254.81742097701166	-219.3225287356316
145	-229.34321839080405	-288.0889655172414	-254.27672772988558	-218.9948275862064
146	-230.12462643678165	-287.13235632183887	-253.9263793103449	-219.2872988505747
147	-231.35514367816097	-286.31709770114924	-253.63741225369472	-219.71715517241321
148	-231.31873563218312	-285.6613505747133	-253.2672377873564	-219.5518390804596
149	-230.9908620689653	-284.4973850574712	-252.8331639983581	-219.8594540229887
150	-232.1844252873558	-283.8995402298847	-252.54827791461324	-219.5020689655171
151	-229.9349999999998	-283.0420689655175	-251.9312905377664	-219.0607471264366
152	-229.9856609195407	-282.3101149425286	-251.5443575533666	-219.01517241379352
153	-228.68477011494323	-281.26885057471287	-250.98277760673156	-218.9571264367817
154	-227.8708045977014	-280.31522988505725	-250.43849497126368	-218.6384482758622
155	-229.75103448275834	-279.3563793103446	-250.16196377257788	-219.01620689655144
156	-227.04853448275892	-278.46781609195415	-249.44035149835813	-218.00669540229936
157	-227.32885057471213	-277.81387931034493	-249.0830239121512	-217.845086206896
158	-227.45436781609132	-277.1005747126439	-248.70503951149436	-218.23637931034423
159	-226.42195402298756	-276.3064367816097	-248.18559780377623	-217.85488505747134
160	-225.83227011494145	-275.7765517241387	-247.69194273399026	-217.2629310344818
161	-226.4586494252869	-275.10336206896613	-247.37876539408924	-217.89658045977015
162	-226.1105459770109	-274.18844827586287	-246.9701852422019	-217.8901436781611
163	-225.87307471264376	-273.38278735632264	-246.55167333743856	-217.5210919540233
164	-227.30698275862028	-272.65132183908156	-246.341326970443	-217.76008620689691
165	-228.60663793103328	-271.90146551724246	-246.16121151477807	-218.38982758620685
166	-227.37321839080414	-270.91250000000076	-245.658915229885	-217.9755747126437
167	-226.18548850574726	-270.1866954022999	-245.18714542282444	-217.36551724137976
168	-227.70290229885072	-269.3889367816101	-244.99276016009912	-217.98284482758618
169	-226.54129310344842	-268.7648275862078	-244.56400862069023	-217.73054597701167
170	-226.7243103448269	-268.34008620689673	-244.2839886083744	-217.46612068965456
171	-227.39988505747067	-268.151264367816	-244.08092621100127	-217.57011494252862
172	-227.18974137931028	-267.15643678160893	-243.83523450328366	-218.3701436781612
173	-225.751666666666	-266.66545977011504	-243.31401477832526	-217.48686781609203
174	-225.4297701149423	-266.2719827586209	-242.9364398604267	-216.89617816092
175	-225.13666666666663	-265.5888218390808	-242.6123009031202	-217.09350574712698
176	-224.5752586206901	-264.9278160919544	-242.20521243842282	-217.05080459770244
177	-223.84522988505714	-264.4847126436786	-241.75497075123118	-216.18643678161018
178	-223.54632183908006	-263.93839080459736	-241.39844006568163	-216.27307471264456
179	-224.00534482758636	-263.2579022988506	-241.19161330049278	-216.7013793103456
180	-225.17244252873598	-262.84583333333336	-241.01536894499165	-216.78238505747197
181	-224.04890804597613	-262.1882183908048	-240.5997839696219	-216.64114942528812
182	-223.23916666666676	-261.6689655172414	-240.18228602216664	-216.1150000000006
183	-223.92755747126412	-261.2955172413789	-239.98382799671603	-216.1309195402305
184	-224.401494252873	-260.75738505747125	-239.70755439244644	-215.8834482758624
185	-224.41520114942435	-260.1746551724138	-239.42663741789775	-216.51238505747196
186	-224.7440229885058	-259.58830459770115	-239.20224958949044	-216.46974137931144
187	-224.5779885057473	-259.25224137931065	-238.9871680008211	-216.87626436781616
188	-223.77876436781509	-258.5937068965525	-238.66985888752075	-216.64002873563243
189	-225.2185632183907	-258.21833333333376	-238.63634185139475	-217.39350574712697
190	-223.70902298850592	-257.660718390805	-238.20225369458083	-216.85045977011583
191	-221.81695402298828	-256.9921551724142	-237.8518555008207	-216.437672413793
192	-221.5223563218393	-257.0260344827592	-237.95159688013098	-216.77767241379382
193	-220.52339080459743	-257.03433908046026	-237.90910509031087	-216.2845689655174
194	-219.9943965517239	-257.06060344827637	-237.93191707717543	-216.2844540229884
195	-219.10511494252768	-257.08537356321887	-237.9085303776673	-215.78919540229825
196	-218.77313218390788	-257.10086206896574	-237.94415845648572	-215.87284482758633
197	-218.68508620689616	-257.1173275862073	-237.99949917898172	-215.92482758620662
198	-218.56931034482707	-257.129454022989	-238.0374630541857	-216.01643678160914
199	-218.32341954022993	-257.14022988505786	-238.0614778325128	-216.03790229885107
200	-218.63793103448276	-257.1739367816097	-238.1440188834152	-216.20810344827615
201	-218.25902298850548	-257.1822413793108	-238.13027914614102	-216.02525862068956
202	-218.58974137931014	-257.1977873563222	-238.21583333333322	-216.36060344827615
203	-218.0874425287347	-257.220574712644	-238.1766502463047	-216.04816091954018
204	-218.21890804597697	-257.2710057471269	-238.2320032840722	-216.04902298850587
205	-218.30255747126384	-257.26841954023024	-238.28174055829146	-216.3011781609197
206	-218.46166666666645	-257.27178160919567	-238.33238095237962	-216.47192528735678
207	-218.44083333333302	-257.2870114942532	-238.35824712643554	-216.4283045977012
208	-218.53123563218347	-257.28655172413823	-238.4035016420356	-216.7096264367816
209	-218.43290229885008	-257.29471264367845	-238.42080049261048	-216.7060057471269
210	-218.63873563218257	-257.34741379310384	-238.4732142857134	-216.64094827586194
211	-218.56094827586136	-257.35505747126484	-238.5030459770104	-216.78204022988524
212	-218.32956896551602	-257.3613505747131	-238.48924466338204	-216.6235057471264
213	-218.2766379310342	-257.36206896551766	-238.51030788177272	-216.81189655172454
214	-218.375373563218	-257.3673850574716	-238.54026683086974	-216.88801724137966
215	-218.67479885057455	-257.38255747126465	-238.59486863710944	-217.08994252873634
216	-218.69293103448194	-257.39215517241416	-238.61889983579582	-217.1043678160921
217	-218.78698275862018	-257.41017241379336	-238.6510016420351	-217.16376436781644
218	-218.48554597701096	-257.47689655172456	-238.62386699507346	-216.53270114942546
219	-218.69416666666604	-257.4792241379314	-238.69880541871922	-217.1179597701154
220	-218.67695402298827	-257.48186781609235	-238.71394088669916	-217.06781609195477
221	-218.5035632183901	-257.47956896551784	-238.7075410509026	-217.09600574712647
222	-218.59066091953977	-257.5334770114944	-238.7338218390807	-216.83525862069035
223	-218.6422126436776	-257.5313505747129	-238.77109605911338	-217.20468390804623
224	-218.6610919540227	-257.5360919540233	-238.7894129720845	-217.2262068965519
225	-218.52089080459774	-257.54482758620725	-238.78564860426906	-217.09692528735684
226	-218.5973563218384	-257.5446551724141	-238.8111576354668	-217.16712643678179
227	-218.61344827586197	-257.54968390804635	-238.8283661740549	-217.07278735632198
228	-218.45632183908003	-257.56057471264415	-238.82741789819266	-217.0057758620689
229	-218.3823275862062	-257.5667816091959	-238.8324589490953	-216.89864942528737
230	-218.4763505747124	-257.5721839080465	-238.87268472906348	-217.01186781609152
231	-218.40804597701108	-257.5747413793108	-238.8747619047619	-217.15402298850532
232	-218.49856321839113	-257.5838505747132	-238.89624384236436	-217.2373275862069
233	-218.4239942528732	-257.585086206897	-238.9018185550075	-217.19290229884993
234	-218.56609195402314	-257.58732758620755	-238.93324302134602	-217.2819540229885
235	-218.837155172414	-257.63051724138	-238.9813505747125	-217.42856321839017
236	-218.51804597701133	-257.62402298850617	-238.9581486042696	-217.3488218390806
237	-218.36968390804563	-257.62531609195446	-238.9468842364523	-217.20482758620668
238	-218.50002873563207	-257.6255747126442	-238.97460591132918	-217.3272126436783
239	-218.6521839080464	-257.63227011494297	-239.00291461412067	-217.42060344827615
240	-218.49752873563241	-257.69790229885126	-238.9911206896538	-217.07643678160892
241	-218.45577586206906	-257.7041091954029	-239.01471674876746	-217.222787356322
242	-218.46192528735656	-257.70020114942565	-239.032742200328	-217.38158045977022
243	-218.3395114942526	-257.7019252873571	-239.02063628899776	-217.29821839080412
244	-218.2160919540228	-257.70209770115	-239.00881362889933	-217.27025862068925
245	-218.22583333333293	-257.70704022988554	-239.01552134646855	-217.22916666666669
246	-218.38465517241409	-257.70936781609254	-239.04557060755192	-217.38074712643663
247	-218.46620689655165	-257.71149425287416	-239.0627996715916	-217.44497126436767
248	-218.69790229885118	-257.72189655172474	-239.10142857142708	-217.59991379310344
249	-218.34635057471263	-257.72632183908115	-239.06279967159043	-217.3350574712643
250	-218.3505172413792	-257.72775862069034	-239.0707019704421	-217.39040229885052
251	-218.33048850574664	-257.72991379310423	-239.0719417077167	-217.35979885057432
252	-218.27795977011417	-257.7315804597706	-239.07338669950641	-217.34347701149397
253	-218.321408045977	-257.73175287356406	-239.08572660098437	-217.36750000000012
254	-218.2241091954017	-257.74109195402383	-239.07826354679818	-217.271752873563
255	-218.24160919540225	-257.7475574712652	-239.08701149425275	-217.2704310344826
256	-218.3053448275865	-257.7525574712652	-239.10086206896494	-217.33594827586208
257	-218.2867816091951	-257.75431034482847	-239.10600164203518	-217.35554597701093
258	-218.42637931034528	-257.76017241379395	-239.13010262725663	-217.39747126436774
259	-218.37344827586188	-257.7605747126446	-239.12850574712556	-217.46864942528708
260	-218.23626436781595	-257.75655172413866	-239.11331280788065	-217.34258620689656
261	-218.13692528735666	-257.7622988505755	-239.10172003283958	-217.16824712643702
262	-218.17431034482695	-257.7597988505756	-239.1142528735617	-217.3247126436777
263	-218.13686781609192	-257.7572988505755	-239.11171592775017	-217.26997126436763
264	-218.22646551724173	-257.7739942528744	-239.12993021346387	-217.15022988505743
265	-218.2612643678156	-257.7780459770122	-239.14880131362867	-217.31031609195367
266	-218.34080459770107	-257.7792241379318	-239.16617405582895	-217.44465517241335
267	-218.25830459770128	-257.78500000000076	-239.16220853858692	-217.3572701149426
268	-218.54382183908004	-257.7880459770123	-239.20894909687976	-217.60890804597642
269	-218.3602586206892	-257.7850574712652	-239.18662151067153	-217.499454022988
270	-218.35433908045965	-257.8046551724146	-239.19010262725772	-217.47373563218375
271	-218.60077586206896	-257.8103448275869	-239.2304146141208	-217.6177298850573
272	-218.15959770114918	-257.80833333333396	-239.1726600985218	-217.37238505747104
273	-218.12393678160961	-257.8088505747133	-239.17010262725742	-217.37482758620698
274	-218.2266954022983	-257.8110344827593	-239.1863587848932	-217.3861206896546
275	-218.280373563218	-257.8138793103456	-239.19788177339885	-217.46994252873532
276	-218.3568678160912	-257.8259482758628	-239.2117775041044	-217.48813218390723
277	-218.26879310344776	-257.8246551724145	-239.20887520525386	-217.45132183908007
278	-218.32882183908038	-257.8257183908052	-239.222315270935	-217.47249999999988
279	-218.32045977011458	-257.82862068965585	-239.2237643678152	-217.46626436781534
280	-218.24025862068942	-257.8388505747132	-239.21780377668222	-217.40008620689628
281	-218.00275862068926	-257.8386781609201	-239.1958743842355	-217.30008620689645
282	-218.06155172413793	-257.8446551724146	-239.20631362889858	-217.35459770114932
283	-218.03985632183887	-257.8470689655181	-239.2060303776677	-217.3107471264366
284	-218.16129310344812	-257.84505747126514	-239.22648604269224	-217.4349999999997
285	-218.05359195402286	-257.8483620689662	-239.21281198686262	-217.2493965517239
286	-218.14807471264407	-257.847844827587	-239.2332963875193	-217.4372413793105
287	-218.08181034482755	-257.84818965517314	-239.2251190476176	-217.36232758620685
288	-218.17574712643685	-257.851293103449	-239.24050082101687	-217.4131034482763
289	-218.16264367816086	-257.8518678160927	-239.24138752052457	-217.4193103448277
290	-218.14821839080383	-257.85439655172496	-239.24277914614052	-217.3167528735626
291	-218.13629310344757	-257.85540229885135	-239.24683087027836	-217.40436781609156
292	-218.08252873563148	-257.85853448275935	-239.2427504105085	-217.38497126436752
293	-218.03784482758573	-257.8605172413801	-239.2393513957299	-217.245545977011
294	-218.22597701149382	-257.86350574712725	-239.26975779967088	-217.41798850574665
295	-218.23387931034432	-257.86531609195475	-239.27385878489227	-217.37701149425212
296	-218.12833333333307	-257.8649425287364	-239.26714696223232	-217.30821839080437
297	-217.98956896551672	-257.8672988505754	-239.25113300492526	-217.16422413793032
298	-218.07250000000042	-257.8699137931043	-239.2652627257797	-217.19132183908036
299	-218.07922413793082	-257.8706034482767	-239.26974958949012	-217.28977011494214
300	-218.02721264367804	-257.8716666666673	-239.2712356321825	-217.2649712643676
301	-218.06270114942512	-257.8843103448283	-239.27826354679684	-217.2367528735632
302	-217.9335919540224	-257.8830459770122	-239.2653407224956	-217.19422413793052
303	-217.96298850574686	-257.8860344827594	-239.27172824302022	-217.14603448275832
304	-217.94683908045914	-257.8865517241385	-239.27959359605848	-217.26298850574682
305	-217.9688793103447	-257.88827586206963	-239.28557060755205	-217.33244252873556
306	-217.95692528735606	-257.88816091954095	-239.28505747126377	-217.27336206896567
307	-218.13672413793049	-257.89034482758694	-239.3131157635459	-217.40928160919506
308	-218.05293103448224	-257.88991379310403	-239.30369047618993	-217.36887931034494
309	-218.04405172413695	-257.889425287357	-239.3049178981932	-217.3649999999996
310	-217.86540229884963	-257.89459770115	-239.28177339901455	-217.15540229885048
311	-217.9745114942521	-257.89336206896616	-239.30133825944128	-217.3114942528735
312	-218.16511494252845	-257.8946839080466	-239.3292775041045	-217.47126436781613
313	-218.10293103448197	-257.89482758620755	-239.32242610837338	-217.4217241379308
314	-218.20635057471156	-257.89839080459836	-239.3400164203602	-217.48718390804544
315	-218.0687356321834	-257.89741379310414	-239.32254105090217	-217.4003160919536
316	-218.1968965517232	-257.89758620689724	-239.3427380952367	-217.51393678160832
317	-218.0562356321836	-257.89919540229937	-239.323998357963	-217.37204022988493
318	-218.238477011494	-257.90652298850637	-239.3533456486031	-217.3662356321839
319	-217.9688793103438	-257.90543103448334	-239.32828817733872	-217.27971264367775
320	-218.2767241379295	-257.90629310344895	-239.37430623973705	-217.55885057471167
321	-218.2251149425277	-257.91158045977073	-239.36969622331645	-217.46183908045907
322	-218.11275862068905	-257.9162356321844	-239.35804597700994	-217.42339080459718
323	-218.03580459770055	-257.91617816092025	-239.35109195402265	-217.3728735632182
324	-218.18344827586145	-257.9170689655179	-239.3748973727419	-217.49882183908025
325	-218.14951149425198	-257.9166379310351	-239.37224137931005	-217.43954022988433
326	-218.01025862068934	-257.9191666666675	-239.35511083743773	-217.3485057471262
327	-218.14902298850478	-257.91922413793174	-239.37778325123014	-217.47135057471212
328	-218.15798850574663	-257.9202586206903	-239.381046798029	-217.4849712643676
329	-218.15318965517164	-257.92103448275947	-239.38352627257726	-217.5250287356316
330	-218.2536206896542	-257.9236206896559	-239.39984400656706	-217.5951724137926
331	-218.11600574712548	-257.9253735632191	-239.3823563218383	-217.3948850574705
332	-218.1489942528725	-257.9234195402306	-239.39125615763504	-217.4964655172406
333	-218.11471264367754	-257.92548850574786	-239.3877545155986	-217.4754022988501
334	-217.9849712643675	-257.9256321839088	-239.37128078817602	-217.37655172413764
335	-218.27344827586055	-257.9249712643685	-239.4133045977005	-217.63543103448188
336	-218.10936781609155	-257.92620689655234	-239.391424466338	-217.4397126436781
337	-218.04442528735572	-257.93031609195486	-239.38353037766817	-217.41350574712618
338	-218.1666954022984	-257.9296839080467	-239.4022413793094	-217.52344827586168
339	-218.0845689655168	-257.93255747126506	-239.39159688013032	-217.42485632183883
340	-217.84816091954013	-257.9305172413802	-239.36018472906306	-217.23428160919548
341	-217.99339080459742	-257.92982758620775	-239.38330870279117	-217.36235632183886
342	-218.06402298850583	-257.9323850574721	-239.39540229885029	-217.34844827586204
343	-217.9459195402298	-257.9318390804606	-239.382959770115	-217.32623563218382
344	-217.85681034482727	-257.9369252873571	-239.37167077175621	-217.11859195402246
345	-218.05931034482742	-257.9371551724146	-239.40983990147737	-217.4353448275861
346	-218.0155172413788	-257.94132183908124	-239.40448686371053	-217.35160919540198
347	-218.0852586206893	-257.9424712643687	-239.41669129720796	-217.40163793103443
348	-218.07666666666597	-257.9432471264376	-239.41750410509022	-217.40025862068913
349	-218.05451149425227	-257.9416954022997	-239.41668719211836	-217.42074712643654
350	-218.10706896551702	-257.9429022988513	-239.42637110016352	-217.41747126436778
351	-217.96212643678143	-257.94364942528813	-239.40809934318565	-217.3112068965521
352	-218.0096264367813	-257.94488505747205	-239.4174958949094	-217.33813218390824
353	-218.1996839080455	-257.94468390804684	-239.44754105090263	-217.54462643678147
354	-218.12896551724123	-257.9476436781619	-239.43954022988478	-217.4645114942528
355	-217.9980172413784	-257.9506896551733	-239.42387931034483	-217.30261494252827
356	-218.25295977011447	-257.9613218390814	-239.46528735632157	-217.5262068965516
357	-218.11735632183826	-257.9618390804606	-239.44800492610844	-217.45410919540197
358	-218.15991379310273	-257.95968390804666	-239.45654351395763	-217.51189655172388
359	-218.1549425287347	-257.96057471264464	-239.45790640394048	-217.51318965517208
360	-218.11232758620642	-257.9579310344836	-239.45495484400666	-217.4710919540232
361	-218.00077586206856	-257.9594827586215	-239.44107963875152	-217.3841666666665
362	-218.0596264367811	-257.9605459770124	-239.4507922824302	-217.43856321839058
363	-217.98270114942494	-257.96166666666744	-239.44108784893243	-217.34864942528708
364	-217.91089080459685	-257.9607471264376	-239.43330870279078	-217.28839080459716
