ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
38	9936.914334262487	-18161.61591324853	-3026.0229723632624	16629.09237463448
39	9862.710758261028	-18123.770247327997	-2937.6553276073055	16768.35900841727
40	10354.417090170944	-18068.732211133593	-2765.0481213589824	17113.28572156786
41	10755.266894037239	-17896.557178382784	-2605.709982170169	17291.67362672653
42	11558.369276671545	-17719.5935393951	-2366.537856883953	17813.994594077918
43	12008.115321158773	-17602.787660994974	-2148.3213074800774	18239.923886821216
44	12682.061523412467	-17408.99862042654	-1898.3560036556823	18734.97846730432
45	13340.80608807265	-17156.043775396367	-1619.7374343464335	19234.883389743416
46	14117.540278056551	-16878.9220596167	-1321.9402936411027	19820.839878225823
47	14688.127840506075	-16634.113303083683	-1032.0329695285668	20392.31483167019
48	14817.99645346308	-16422.809163139143	-813.2583096156144	20627.207186817057
49	15358.923997138456	-16169.858208012321	-546.014376569474	21069.011622455717
50	15842.717182724931	-15940.228687294724	-245.44867407164057	21545.779490587687
51	16361.338848425416	-15627.007823379841	35.78708143336097	21998.72744956332
52	17119.294853875697	-15304.294615252486	399.3771056190606	22606.933247761717
53	17247.936933308232	-15098.26400878186	709.5875028537474	23128.53988515648
54	17480.526508854633	-14876.26590930455	992.2303094120972	23619.41672551711
55	17594.408532408946	-14645.3678196994	1259.4618175833812	23810.16561167273
56	18084.41477297405	-14374.703538355012	1575.58601652909	24241.224798612897
57	18582.562603873008	-14053.033790594676	1875.6576822110212	24504.623040797575
58	18905.73412372173	-13786.360003367974	2184.990956399843	25003.431083437586
59	19728.29093498788	-13542.301411999457	2562.350358595693	25721.56849289263
60	19653.204871890677	-13303.193331480536	2827.3433048204074	25984.559723963615
61	20538.837504238534	-12890.121321087383	3202.5144139525896	26580.441015406155
62	20770.360632344473	-12678.72156927511	3482.269080166028	26996.193227469594
63	21344.19676495729	-12497.675460676244	3792.5011127829894	27541.89202582924
64	22090.89957608801	-12219.217106863667	4156.372474350529	28200.947576824623
65	22373.16170851233	-12005.417750790826	4451.185581809549	28553.202532407293
66	23236.9775938479	-11666.628893861172	4845.576960577017	29166.395727116073
67	23912.456695067598	-11318.671705049532	5241.652338955203	29770.457143040137
68	24363.939335165174	-11078.197646590937	5630.969453452502	30427.86210521651
69	24654.830357898998	-10789.88957646071	5970.038654260661	30908.261210804965
70	24932.37541408297	-10519.658441167747	6295.914780761971	31235.0591813722
71	25541.418359895404	-10227.626314240859	6670.2824809581125	31825.457695640667
72	25791.04794137187	-9963.471720861722	7004.930385269296	32180.33730191088
73	26438.03544648706	-9652.346404438178	7378.750811706705	32736.298360068286
74	26454.18743472175	-9424.210867053462	7689.979746990734	32929.913796145884
75	26416.314741668408	-9184.718181653396	7976.54340058887	33138.917330292716
76	27126.4159628689	-8878.23343975674	8353.047101197648	33614.41934841807
77	27369.763615765296	-8660.582697810081	8662.462826664456	34079.99256658942
78	27705.572769219358	-8410.400104380888	9007.963927905492	34487.22974877148
79	28260.10203853368	-8082.55086451226	9376.506457386524	34892.27891153566
80	29217.57394569673	-7759.584691933568	9822.189521528457	35692.05072790899
81	29409.053397304957	-7421.074500212964	10179.16358568493	36029.35448456015
82	29734.334758335248	-7132.6909562079345	10543.630293599572	36597.70759269655
83	30671.20710031849	-6741.445886269902	10973.35188339552	37136.44855909661
84	31031.84477565585	-6396.698105619214	11354.67951409849	37601.630386105906
85	31548.784473234587	-6045.426946893314	11764.595829082911	38107.14014363678
86	32083.78198120116	-5688.314771091516	12154.009668338285	38510.842685913165
87	32627.132363077017	-5376.02183948679	12553.071609286073	38949.15447643625
88	33202.222405963206	-5059.112033621561	12942.075502781056	39368.44692785898
89	33476.468191401014	-4723.281113135029	13330.758938542975	39717.60474537551
90	33817.151517358885	-4356.045321171017	13758.112315964896	40072.99650063774
91	34121.51390480632	-3878.107111315136	14161.145324324349	40587.15978933395
92	34203.287273360744	-3568.7029775405636	14484.341284338345	40934.88177963925
93	34756.16805750155	-3209.513416012859	14853.124043856464	41235.774596723786
94	35281.23636299004	-2859.8631143435455	15265.230046902876	41730.2148703508
95	34771.961415212456	-2511.3315985046015	15549.68281772298	41647.68449661797
96	35232.31328933654	-2105.187344564325	15904.91682148536	41984.835712488864
97	35770.278365816375	-1746.9265600811339	16245.899747403804	42207.68166845792
98	35998.17232142867	-1457.6534580139862	16583.097534546418	42426.49917193934
99	36192.90894429049	-1087.6698338332158	16928.7584971974	42813.4693726882
100	35811.36586648771	-725.7580071784503	17197.206280084873	42672.2235966663
101	35506.09366544618	-451.89505849906595	17455.745912514732	42872.546951682685
102	35535.96922333536	-189.75520404864292	17724.96918201077	43022.19380494209
103	36091.88955007446	207.66216053650754	18070.11037915952	43131.689536221944
104	35891.77445257566	529.9267158156312	18359.13360244169	43311.047821417655
105	36023.80294230845	798.1467124151903	18632.332691607124	43582.48573095305
106	36629.279865105775	1155.4602844731103	18946.434830570808	43854.29453914012
107	36883.02359054922	1416.1106661736721	19245.484761157888	44278.11173326122
108	36789.21721752266	1688.0896345096417	19498.73063701689	44382.93393575518
109	36726.94926776126	1899.9270733537364	19690.633789524203	44472.10480252639
110	36812.30456561662	2101.333004449272	19887.6230277341	44617.711536868665
111	37295.75960621167	2461.5707804864032	20174.77173189346	44754.55377180664
112	37207.77935694694	2741.0819123156034	20415.977739545695	44900.83936255423
113	37793.098496484294	3087.2126954073083	20746.506201458764	45198.16936912991
114	37332.62005546983	3425.325576115303	20945.190522279376	44952.519139560005
115	37019.71682075699	3765.911776631083	21141.900104115502	44933.78166816985
116	37233.8232858961	4068.634679092931	21397.812206809736	45004.39643245115
117	37018.79343665458	4316.953732351874	21612.05523149545	45066.20182308842
118	37086.56009475007	4559.198785959839	21838.10579481034	45205.57620015813
119	37346.475498483334	4794.79876708973	22042.79961003667	45253.38140222702
120	37346.24101000597	5049.558108775325	22204.152233128934	45158.113258549965
121	37704.04064769032	5349.339630743154	22410.81927755664	45221.272465075046
122	37538.72606179964	5553.79988814321	22546.553005455953	45219.10917485196
123	37562.82022551788	5796.225206250528	22711.60597811704	45209.194156889476
124	37767.78452926151	6037.461645987008	22914.293533019187	45244.43056786613
125	37559.41509639966	6263.101927622344	23071.784825517934	45362.79426539691
126	37531.42291305685	6527.434205953952	23217.295140465583	45268.41396153752
127	38169.801062608916	6770.472742244201	23461.852333223032	45506.19360478414
128	38311.73775640363	7015.462184033883	23644.51419969711	45577.1346098794
129	37941.410823530394	7096.297933019617	23751.020445301725	45471.90102507557
130	37979.022190514064	7441.289585028205	23889.350068326083	45416.79919621195
131	38069.3695574773	7640.35068991623	24058.85738284243	45350.356165057645
132	38122.950878598676	7902.076940056229	24262.922405529636	45639.20081941145
133	37475.72015229842	8107.056900866989	24331.387724906992	45528.170782514324
134	38015.77014281055	8417.356951087646	24510.72622528542	45531.29400947125
135	37367.53454786271	8537.002988953553	24569.499839545708	45111.70220802832
136	37440.139234580456	8780.463445333351	24699.418634572525	45103.9307729544
137	38020.76602233283	9091.521179253714	24889.28793435067	45284.30055789743
138	38422.14755454977	9319.107371216445	25105.516665596722	45661.602757041255
139	38464.927656444575	9555.099129503715	25275.422999311108	45748.559015270934
140	38254.445657905424	9850.391489054276	25393.836311662395	45711.73501408049
141	39016.84625865056	10144.134715694609	25654.757483470476	45949.44492146545
142	39520.08393197868	10436.411715045708	25928.70145867402	46379.89296956022
143	38647.335516055085	10716.547039493295	26012.641791377824	46027.19173802894
144	38779.13637712405	11058.623953875755	26174.420927019815	45956.70498050376
145	38539.11036595605	11306.677001878585	26292.855918021298	45848.453108647904
146	38817.603279344316	11561.349872480438	26449.479519607845	45841.79656548948
147	38650.205793556546	11752.109742967354	26557.802987252	45951.04086847743
148	38330.2225462209	11887.312516227425	26608.897369585513	45760.443248197415
149	38826.6286742996	12113.234840369263	26781.281523434733	46072.571590944
150	38806.63673135211	12410.13186459934	26923.15694735555	46031.53964898252
151	38705.978125245034	12630.784110842074	27004.60448531995	46094.28810540855
152	38867.63412953553	12789.654643736481	27105.04353392296	46137.56757284194
153	38456.56475749958	12970.328908954765	27113.30495834092	45834.82685523521
154	38617.9201155944	13175.579833481212	27237.63680745114	45833.37397597294
155	38491.9956173384	13369.73134307545	27320.87815886395	45764.524244208376
156	39044.827188951036	13569.344924598381	27482.804357923105	46080.68935924203
157	38931.31230933216	13724.525584982435	27546.824544075294	46009.93395994476
158	38924.28931572813	13947.410506522381	27638.15247192889	45910.89991011683
159	38961.98020127842	14182.783698295441	27762.323866892333	45980.955518464856
160	38436.69571482198	14344.607471523392	27783.75834025688	45891.148396366436
161	38443.73359064883	14544.766135661195	27873.291097997815	45761.53694237457
162	38166.31578220821	14611.948996098214	27908.3425988032	45785.94158598997
163	37680.87239817679	14732.283209777579	27882.500423215053	45578.14579847445
164	37800.45887333332	14904.964051154031	27963.405603994146	45424.37323282954
165	37834.38945119589	15058.66981102024	28042.806328732666	45526.55079441302
166	37539.41646941862	15114.86849705072	28066.239173761052	45398.62696265113
167	37865.79365013917	15340.514978754774	28127.460918249664	45345.34986934889
168	37494.65585892819	15438.242454562987	28132.39510418925	45244.67108305315
169	37581.62272187414	15571.790937847234	28144.27549025263	45035.53673654532
170	37396.77477863594	15642.821657503013	28157.780068996515	44916.578884282855
171	36909.734186522335	15747.709744244663	28127.86503564628	44663.09264765274
172	36941.98230710188	15887.296508405996	28165.236610274096	44479.315090878576
173	36326.75780608605	15862.071518692223	28091.369540095395	44323.479439685616
174	36182.37022746052	15845.236751200637	28040.83341223131	44245.432996476
175	36794.837512465594	15933.548926712343	28074.824277499938	44232.350128535916
176	36565.06255987102	15995.946518379329	28054.349454715302	44241.25576908391
177	37133.55011313756	16050.744948902473	28128.338929965972	44534.06369110714
178	37495.684651120886	16267.369074933733	28214.369238307278	44513.989334735365
179	37136.874362098875	16359.92891004128	28212.42211588169	44360.39064916181
180	37025.72392412158	16553.38914793105	28226.253391464576	44041.58034536659
181	36834.98974488491	16677.049106888884	28247.116602669892	44017.87869976227
182	36703.94215433219	16811.868835350786	28243.898169341028	43808.43989234026
183	36871.943366210246	16932.11955903883	28278.559985123637	43831.79734552215
184	36742.029890844984	17003.793200383	28270.556501576106	43706.66799214189
185	36702.23760883139	17062.938112696018	28279.25990712334	43660.14873452476
186	37018.755048830055	17190.249617496724	28350.87415851527	43845.70942240565
187	37218.65772668299	17358.173777190714	28395.330171822574	43724.71497694048
188	36941.54717770232	17350.852651192145	28387.899046945124	43606.646246814045
189	36190.863746734714	17361.47111347085	28274.60252211802	43191.301768339385
190	36401.8568169352	17423.0680009113	28309.366813177407	43211.87597713548
191	36349.51685866923	17519.72281638951	28174.506275143816	43015.05053950667
192	31569.710126307054	15245.537282461373	27231.609334607707	41945.33890809135
193	29075.324768384777	13583.376586343238	26246.275295865937	41408.22192200468
194	28137.3731164564	12225.994158249456	25325.16777130866	41493.783373333
195	26999.083433159863	11064.73958350493	24266.55698425679	41197.52397504431
196	26153.919959124585	10122.655439184111	23146.16457735025	40622.00306624035
197	25189.80473208777	9199.959104052465	22095.743110674164	40100.74498683412
198	24590.16681627117	8422.450031762073	21165.050953270813	39442.60143416802
199	24096.03762266223	7718.041706099469	20130.55555796816	38491.71998096932
200	23945.619243204706	7181.792067968802	19192.556173960475	36883.76836881136
201	23636.627330725583	6742.67926528707	18473.3944737751	36338.21826074595
202	23555.44154787425	6441.2623248861055	17844.77749017535	35512.43641113187
203	23863.48738489866	6237.2480102672835	17380.105711046013	34907.528981872325
204	23955.767867535833	6063.409572003104	16926.01677370998	34046.72206255385
205	24178.557499039794	5907.945060689192	16539.41905951106	33528.002108037326
206	24614.08524257138	5800.385859118897	16279.400865466827	32977.95683920809
207	24737.60829236881	5706.624758618413	15978.175800419574	32196.13681744533
208	25173.494006036966	5631.941818664863	15781.606279364029	31617.78489531282
209	25708.840380889254	5562.561606995262	15584.6768052625	31377.5702272275
210	26401.81839200998	5516.63197240683	15509.597716161163	31442.662612573175
211	26910.143210449274	5494.890147223524	15448.407158903048	31351.571632576826
212	27541.448582084857	5482.459264625235	15428.756610142273	31420.342496348832
213	28208.149014825325	5468.69964357472	15372.259467781329	31529.96446515566
214	28736.646469816234	5459.880383835	15347.905648449952	31568.442907863875
215	29386.85974347145	5440.627763389541	15399.08634996819	31944.007990828122
216	29862.92596659403	5440.12424002918	15432.231876939655	32199.79363668888
217	30323.445107202264	5435.05977048504	15406.439525628537	32378.590657318848
218	30660.530454785887	5417.845377980658	15400.989346501214	32509.026429873786
219	30953.472733523566	5408.3833347455175	15412.061672641357	32667.500155942475
220	31195.095079062456	5398.929611467001	15415.30772983454	32765.834084811937
221	31404.661763591816	5396.145662950095	15417.157495641983	32872.28022057758
222	31609.766895826357	5391.461555032181	15430.391274071588	33026.06282906004
223	31816.231494583688	5384.1513944946655	15444.941282819773	33154.337027639674
224	31954.635352306857	5383.46838523778	15456.97060476498	33254.34017308655
225	32053.445223350478	5377.108090428146	15445.32776517757	33280.813606611846
226	32224.927434306344	5376.688854010773	15456.516513410106	33389.37163559313
227	32367.707236522034	5374.1451060429035	15467.90381204432	33494.25531944392
228	32412.04441503381	5370.977501905516	15468.555954991001	33543.74048336287
229	32491.49886828103	5369.3868984041555	15454.118293906651	33526.73384812382
230	32566.01220080489	5363.874766342458	15453.32261600951	33583.21003439028
231	32684.654619666588	5362.537760493129	15462.32788443223	33641.19813353182
232	32709.826733794987	5360.701860354674	15460.91649409178	33664.167970966
233	32763.60117546332	5359.854624278563	15450.094191564716	33654.1154508927
234	32869.45039635336	5358.139976552332	15454.109907526374	33694.55548840812
235	33012.75878565335	5357.970076006892	15470.778545368661	33823.75492310931
236	33125.931016409355	5358.267780638638	15483.64797759125	33913.108186878984
237	33216.875990694505	5356.049794796602	15486.879236697605	33961.488418651636
238	33227.04862778088	5354.176133188053	15483.901438035382	33978.80798931574
239	33298.6948399718	5353.564416512496	15488.31322571767	34030.04213319528
240	33396.56281992733	5352.2240579255085	15498.549201027616	34114.9547448995
241	33435.01416421783	5351.824175097664	15489.903140607312	34075.18134155652
242	33511.426031522285	5350.697386453895	15496.648829703627	34125.31338911856
243	33555.333101045864	5350.044355163221	15500.19101741066	34173.09010996931
244	33577.91023901074	5349.947037260333	15501.271357956788	34197.77776298014
245	33541.092369522055	5350.028985616362	15489.50135234569	34123.26182158001
246	33635.03354131417	5349.730315641524	15501.258127386696	34229.12884135096
247	33686.51364692987	5349.6932909752495	15507.3049357115	34277.70082526853
248	33744.83105217577	5349.482876957059	15513.161738398161	34327.5538236013
249	33797.12556532623	5349.528245596219	15499.675330008175	34305.10134117336
250	33889.517824954724	5349.564588810455	15505.090411140458	34377.91450459727
251	33949.72105006556	5348.898567237208	15510.795071438482	34435.422716643414
252	34017.091778492264	5348.3607296737	15517.282817274125	34490.07677065965
253	34079.04498363425	5347.880268249482	15523.034127845847	34536.10581095942
254	34148.57878104079	5347.70237004188	15530.554246258576	34598.6881066013
255	34213.61747582631	5347.680015953973	15537.915636155753	34664.1425381126
256	34263.69286102048	5347.583005975194	15543.673893342371	34706.50805796209
257	34327.32528556348	5347.365496082719	15549.691261853353	34765.6844207863
258	34425.60371646181	5347.343310506549	15561.471668551396	34850.19074620366
259	34577.42293101082	5346.354225835057	15581.83557679242	35000.43761188565
260	34735.38557213645	5345.3151681749705	15603.279875383145	35155.58057998708
261	34623.3774162914	5344.373352280015	15583.742673507038	35038.88712569117
262	34675.554169403826	5343.387877437737	15588.135652777393	35078.77220956336
263	34687.226308462865	5342.571541967517	15588.602281810367	35090.84354144761
264	34805.11939006256	5342.2235498953505	15604.287517854	35202.66909552906
265	34845.970904104	5341.941697506865	15603.97709490215	35213.16342105038
266	34953.53929845535	5341.675979961127	15618.080580538413	35314.3677051728
267	35081.26673434404	5341.765206247202	15635.280676477814	35434.33173619742
268	35223.90622845882	5341.5556068419	15654.350674990774	35569.196395751744
269	35043.91061706739	5341.634526084643	15626.70648642963	35384.192848467435
270	35091.74737124305	5341.749651000284	15632.859241327229	35427.42713777886
271	35102.16500578978	5341.617115107104	15633.673473913153	35438.18432527608
272	35113.00184144407	5340.25331504445	15634.220747295238	35456.78855021519
273	35058.41770082311	5338.98405112019	15624.855975587023	35410.91897733611
274	35055.427691267934	5336.898395562839	15622.976457599421	35411.22426955579
275	35073.887256686205	5336.916920249364	15623.812263582264	35425.14787777211
276	35283.32339851449	5336.797537098133	15652.168219318484	35624.587611252726
277	35488.05585135146	5336.706540157074	15679.592902022916	35814.93837204687
278	35367.05916684789	5336.57413122365	15661.069267077664	35707.14208323903
279	35352.54741193618	5335.314288982387	15657.213050246279	35695.057592306555
280	35120.934048715775	5326.8296663576875	15622.869812280813	35515.80631639381
281	35265.42240529021	5326.476117518296	15630.342846747215	35641.53693400805
282	35367.685108344274	5325.344686383303	15635.86344983133	35740.327650092586
283	35579.835544864596	5325.062983222266	15660.823424195562	35932.26507479857
284	35602.59493406883	5324.1451018163925	15656.249796571017	35926.0268850841
285	35813.410572727335	5324.401749285563	15683.473576015147	36115.78682763383
286	36067.51907255446	5324.351370300347	15718.003040557494	36358.39720930722
287	36080.343712398695	5324.981062085	15717.165546648632	36349.49460845368
288	36244.80978838501	5324.758023727802	15737.998328041223	36494.89848974509
289	36320.71709498533	5324.86218882745	15747.906643768316	36568.35300410618
290	36429.28229639906	5324.833815083781	15762.39651907616	36668.63540298142
291	36364.6618746504	5323.301065573601	15752.319429159425	36611.88904115653
292	36319.32166456129	5318.725567220702	15744.558733983802	36580.642906086025
293	36494.31531124378	5317.258160272636	15766.812991613115	36744.08437706555
294	36559.96406546354	5316.274529652265	15774.374608665745	36817.63918380556
295	36657.05939759197	5313.807343643378	15786.779893543991	36919.72483164501
296	36981.254705752304	5314.413202289711	15830.284312853737	37225.16333217259
297	36948.173371272125	5312.775661430196	15819.739001158188	37199.849764621256
298	37124.409847452895	5309.558531300646	15841.738675469494	37365.551777908266
299	37327.34804436744	5308.524501202106	15868.47542315713	37569.06213349001
300	37525.58404914268	5307.421622514958	15895.193326261237	37755.38590579874
301	37693.28248682611	5306.376696108411	15916.50262706505	37924.76278874383
302	37701.60161807577	5304.575322338277	15915.571923720929	37938.56086709551
303	37796.31042465386	5303.71454792436	15926.66434827793	38027.41946328249
304	37917.92347774026	5302.013709562205	15942.10568245256	38141.19278089759
305	38097.18876829452	5300.942264989484	15965.5691044199	38329.51818156698
306	38211.09429643478	5298.674937946318	15979.570460289287	38445.734639954324
307	38623.22940948404	5296.531942976119	16035.977881542569	38847.38576887135
308	39015.75955722402	5295.592301605898	16090.144669930536	39222.0238718278
309	38946.14194948244	5295.326196708645	16078.192070373583	39162.00423854648
310	39271.97259113588	5293.446795233065	16123.312186506333	39476.61098419258
311	39534.874412340534	5293.16641118281	16159.228298791746	39749.54145138201
312	39735.04916430746	5293.081289093436	16185.560653880539	39930.0472644768
313	39956.245557755305	5291.70966838778	16212.909136681956	40138.68935511777
314	40319.77671070487	5290.760316171178	16263.042048814688	40499.743586067765
315	40827.84756698543	5290.670258189426	16334.15314538216	40997.76401914005
316	41239.79159794556	5290.428820776597	16391.629602194695	41404.28573106502
317	41725.518888327555	5288.697540617072	16459.584861783504	41896.26016107029
318	42090.20938815203	5288.581314824776	16509.61014351638	42256.34213397325
319	41945.3343873755	5287.93013726375	16486.97926847782	42124.34058641446
320	41927.70971563741	5283.41077559274	16482.72200364537	42164.30667452994
321	42120.63767894632	5280.32063179543	16505.781962583107	42355.564397018265
322	42280.35915060979	5276.853994711071	16524.003166704646	42529.28593432155
323	42240.913189263956	5271.995614226562	16512.114810265095	42525.21745364007
324	42415.83401488368	5269.723743421671	16528.874169383107	42692.353615322514
325	42792.17013937372	5267.864596629629	16576.064339644116	43042.40908606757
326	42973.73443868346	5261.591998481038	16595.161248332806	43240.75721413505
327	43247.39826922921	5257.695619793379	16627.40383946461	43513.02898657553
328	43315.982880573414	5249.488299854678	16630.760284431508	43604.08582358508
329	43702.57198135131	5242.585952828875	16675.5838954951	44003.35568535537
330	43667.35941435006	5232.336190726416	16661.8420980424	43978.981586085494
331	43901.15906972838	5226.431064921245	16685.275503989273	44196.10902526471
332	43862.69290956851	5221.465578786724	16671.253038191197	44151.16580580679
333	44145.248104057646	5213.985335152014	16703.96456891078	44451.34596230711
334	43772.64510748189	5161.535089267466	16641.24423353197	44235.71541036598
335	44111.120614189334	5132.486616187036	16669.35419702741	44582.12290496167
336	44636.093158913834	5127.2972507616605	16722.74085506591	44987.71136024286
337	45633.28221288347	5125.94538523874	16848.170742345137	45836.64599741145
338	45520.60081638936	5125.6076960429	16827.674965474085	45696.8867508827
339	45722.513604063875	5124.977946173806	16852.729442066437	45883.84738420384
340	45953.04182308324	5124.972199875627	16882.429360839582	46104.84997720564
341	46000.52480019473	5124.32830673817	16885.545757777076	46132.00123897657
342	46018.174268567825	5123.94654994267	16886.100035896972	46149.61942984893
343	46235.75170445047	5123.647530981033	16915.576188482584	46367.23104695106
344	46597.91702184549	5123.587894931275	16965.271635847916	46706.708846004505
345	46688.10023613414	5121.5098014639725	16974.846888466447	46800.22906844571
346	46913.952732736034	5121.538677147692	17004.695582784298	47017.020101010414
347	46916.1706940939	5121.131602127739	17003.555504993074	47013.33328958007
348	46985.707132508585	5120.46067895299	17012.075278236545	47094.47800999913
349	47383.99395514767	5119.398990421708	17067.070192816747	47471.68275705408
350	47374.63783081693	5119.8175802160895	17065.188098915518	47464.554782042454
351	47485.55154575947	5118.982406233615	17079.588678686105	47578.415731000474
352	47443.00370780047	5117.698121826018	17071.877018116294	47531.69700885824
353	47339.06102608696	5118.502503740985	17055.73729291235	47430.95642491464
354	47524.53091899311	5118.5265956174835	17081.28829534666	47608.32328132172
355	47425.38126730978	5115.546263947005	17066.479498666424	47516.76631544095
356	47301.87232254216	5116.334431339209	17047.693643902552	47395.82750185654
357	47543.98011196618	5113.396269190982	17080.68584187375	47637.18047291228
358	47882.15426246078	5113.40626686773	17127.606284718302	47964.84874312116
359	48087.988998969144	5112.40794929999	17155.684840800055	48168.61147340545
360	47898.30954112806	5107.447181531386	17127.229430809777	47982.577610871296
361	47874.85155661441	5106.928405552024	17121.81259511982	47960.9285940251
362	48215.29906258249	5106.794040507392	17167.97966430145	48290.879313927275
363	48080.52494108878	5106.428246805318	17147.087232309008	48161.02599527119
364	48072.407395117756	5106.418370108121	17144.340956840795	48147.445636329096
365	47935.219280093086	5105.630860735675	17123.617880483824	48015.398528328034
366	48074.64843941439	5105.500269280553	17142.52917196937	48149.70401291424
367	47889.83634855211	5103.33288884144	17115.290630521595	47970.33324452575
368	48118.37039814665	5103.328732982392	17146.420525708094	48191.413062823136
369	47608.58503355651	5102.74717495466	17072.587059909474	47686.22322745313
370	47809.6624671975	5102.670637751546	17100.31852120862	47885.46294337361
371	47749.73385132858	5100.951007979942	17090.87972974305	47828.80329033021
372	47382.87062300238	5099.154932802953	17037.012761539067	47478.468391507246
373	47376.074946423825	5094.415109416138	17034.424111394474	47475.437106215155
374	47514.5595225722	5093.757175331233	17052.162749234885	47616.871083732425
375	47593.25173577069	5092.99261759987	17060.818246772775	47697.96585826598
376	47977.5779507699	5092.9073663902045	17113.85680830304	48061.240519667146
377	48251.01667410344	5091.181786087086	17150.59962533317	48333.38239673851
378	48266.71670546355	5088.476424763771	17151.44344402029	48350.1403684485
379	48020.607249043554	5087.160189723553	17114.826492345932	48118.738493255325
380	47792.884399628645	5086.323059469589	17080.537873104993	47884.37694538024
381	47866.17726165632	5074.746341902493	17088.964528967983	47988.85588522296
382	48202.14187307687	5074.040410196371	17132.56677898115	48303.33986128005
383	48303.011838881976	5074.434485057959	17144.62238057703	48375.89920726709
384	48478.50927032306	5072.033109395997	17168.598168564913	48552.8200659871
385	48539.228393302066	5072.145305781043	17176.050081563015	48605.07133981089
386	48598.3917123792	5071.502288922805	17183.491824969886	48662.51512628717
387	48562.53494420041	5071.255936164367	17177.612346295504	48628.608339595296
388	48571.26179519983	5070.760419655759	17178.26393187416	48638.53838556201
389	48248.14783848581	5070.88972958675	17131.35316211759	48314.701939033606
390	48188.86057979589	5070.634041878903	17122.40850728829	48258.176786883945
391	48272.98861109565	5070.647921189247	17133.682083087668	48338.00743307699
392	48063.49055796515	5070.648266016837	17103.07112049633	48128.540484732956
393	48061.872144531866	5069.555289351918	17101.767127269108	48124.70727154561
394	47939.08517196512	5069.495337261879	17083.64225989415	48004.470529641454
395	47983.07855421173	5069.449619018957	17089.48067058075	48042.63894503611
396	47600.975408427876	5069.452161435537	17034.161245711923	47668.56303119299
397	47580.3454496884	5069.304567175011	17030.573191588934	47652.19340395419
398	47573.01646151793	5069.196581532213	17028.464940887854	47641.54506450647
399	47595.419225061654	5068.870284008954	17031.296200780063	47672.58065104068
400	47553.43230195363	5068.5193603297175	17024.361480731706	47633.15870576146
401	47919.52232672759	5067.930328930948	17075.871932515758	47989.17539764357
402	48072.10336410137	5068.010828034791	17097.249330069513	48135.12805612625
