Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
86	15:56:44	15:56:44	15:56:44	15:56:44	15:56:44	15:56:44			15:56:44	15:56:44	15:56:47	15:56:47	15:56:47	15:56:47	15:56:47	15:56:47			15:56:47	15:56:47		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:03
87	15:56:47	15:56:47	15:56:47	15:56:47	15:56:47	15:56:47			15:56:47	15:56:47	15:56:50	15:56:50	15:56:50	15:56:50	15:56:50	15:56:50			15:56:50	15:56:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
88	15:56:51	15:56:51	15:56:51	15:56:51	15:56:51	15:56:51			15:56:51	15:56:51	15:56:53	15:56:53	15:56:53	15:56:53	15:56:53	15:56:53			15:56:54	15:56:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
89	15:56:54	15:56:54	15:56:54	15:56:54	15:56:54	15:56:54			15:56:54	15:56:54	15:56:57	15:56:57	15:56:57	15:56:57	15:56:57	15:56:57			15:56:57	15:56:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
90	15:56:57	15:56:57	15:56:57	15:56:57	15:56:57	15:56:57			15:56:57	15:56:57	15:57:00	15:57:00	15:57:00	15:57:00	15:57:00	15:57:00			15:57:01	15:57:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
91	15:57:01	15:57:01	15:57:01	15:57:01	15:57:01	15:57:01			15:57:01	15:57:01	15:57:04	15:57:04	15:57:04	15:57:04	15:57:04	15:57:04			15:57:04	15:57:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	15:57:04	15:57:04	15:57:04	15:57:04	15:57:04	15:57:04			15:57:04	15:57:04	15:57:07	15:57:07	15:57:07	15:57:07	15:57:07	15:57:07			15:57:07	15:57:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	15:57:08	15:57:08	15:57:08	15:57:08	15:57:08	15:57:08			15:57:08	15:57:08	15:57:10	15:57:10	15:57:10	15:57:10	15:57:11	15:57:11			15:57:11	15:57:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	15:57:11	15:57:11	15:57:11	15:57:11	15:57:11	15:57:11			15:57:11	15:57:11	15:57:14	15:57:14	15:57:14	15:57:14	15:57:14	15:57:14			15:57:14	15:57:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	15:57:14	15:57:14	15:57:14	15:57:14	15:57:14	15:57:14			15:57:14	15:57:14	15:57:17	15:57:17	15:57:17	15:57:17	15:57:17	15:57:17			15:57:18	15:57:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	15:57:18	15:57:18	15:57:18	15:57:18	15:57:18	15:57:18			15:57:18	15:57:18	15:57:21	15:57:21	15:57:21	15:57:21	15:57:21	15:57:21			15:57:21	15:57:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	15:57:21	15:57:21	15:57:21	15:57:21	15:57:21	15:57:21			15:57:21	15:57:21	15:57:24	15:57:24	15:57:24	15:57:24	15:57:24	15:57:24			15:57:24	15:57:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	15:57:25	15:57:25	15:57:25	15:57:25	15:57:25	15:57:25			15:57:25	15:57:25	15:57:27	15:57:27	15:57:27	15:57:27	15:57:27	15:57:27			15:57:28	15:57:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	15:57:28	15:57:28	15:57:28	15:57:28	15:57:28	15:57:28			15:57:28	15:57:28	15:57:31	15:57:31	15:57:31	15:57:31	15:57:31	15:57:31			15:57:31	15:57:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
100	15:57:31	15:57:31	15:57:31	15:57:31	15:57:31	15:57:31	15:57:31	15:57:32	15:57:32	15:57:32	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36	15:57:36		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
101	15:57:37	15:57:37	15:57:37	15:57:37	15:57:37	15:57:37			15:57:37	15:57:37	15:57:39	15:57:39	15:57:39	15:57:39	15:57:39	15:57:39			15:57:39	15:57:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
102	15:57:40	15:57:40	15:57:40	15:57:40	15:57:40	15:57:40			15:57:40	15:57:40	15:57:42	15:57:42	15:57:42	15:57:42	15:57:42	15:57:42			15:57:42	15:57:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
103	15:57:42	15:57:42	15:57:42	15:57:42	15:57:42	15:57:42			15:57:42	15:57:42	15:57:45	15:57:45	15:57:45	15:57:45	15:57:45	15:57:45			15:57:46	15:57:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	15:57:46	15:57:46	15:57:46	15:57:46	15:57:46	15:57:46			15:57:46	15:57:46	15:57:49	15:57:49	15:57:49	15:57:49	15:57:49	15:57:49			15:57:49	15:57:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	15:57:49	15:57:49	15:57:49	15:57:49	15:57:49	15:57:49			15:57:49	15:57:49	15:57:52	15:57:52	15:57:52	15:57:52	15:57:52	15:57:52			15:57:53	15:57:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	15:57:53	15:57:53	15:57:53	15:57:53	15:57:53	15:57:53			15:57:53	15:57:53	15:57:56	15:57:56	15:57:56	15:57:56	15:57:56	15:57:56			15:57:56	15:57:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
107	15:57:56	15:57:56	15:57:56	15:57:56	15:57:56	15:57:56			15:57:56	15:57:56	15:57:59	15:57:59	15:57:59	15:57:59	15:57:59	15:57:59			15:57:59	15:57:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	15:57:59	15:57:59	15:57:59	15:57:59	15:57:59	15:57:59			15:57:59	15:57:59	15:58:02	15:58:02	15:58:02	15:58:02	15:58:02	15:58:02			15:58:03	15:58:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	15:58:03	15:58:03	15:58:03	15:58:03	15:58:03	15:58:03			15:58:03	15:58:03	15:58:06	15:58:06	15:58:06	15:58:06	15:58:06	15:58:06			15:58:06	15:58:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	15:58:06	15:58:06	15:58:06	15:58:06	15:58:06	15:58:06			15:58:06	15:58:06	15:58:09	15:58:09	15:58:09	15:58:09	15:58:09	15:58:09			15:58:09	15:58:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
111	15:58:10	15:58:10	15:58:10	15:58:10	15:58:10	15:58:10			15:58:10	15:58:10	15:58:12	15:58:12	15:58:12	15:58:12	15:58:12	15:58:12			15:58:13	15:58:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	15:58:13	15:58:13	15:58:13	15:58:13	15:58:13	15:58:13			15:58:13	15:58:13	15:58:16	15:58:16	15:58:16	15:58:16	15:58:16	15:58:16			15:58:16	15:58:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	15:58:16	15:58:16	15:58:16	15:58:16	15:58:16	15:58:16			15:58:16	15:58:16	15:58:19	15:58:19	15:58:19	15:58:19	15:58:19	15:58:19			15:58:20	15:58:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	15:58:20	15:58:20	15:58:20	15:58:20	15:58:20	15:58:20			15:58:20	15:58:20	15:58:23	15:58:23	15:58:23	15:58:23	15:58:23	15:58:23			15:58:23	15:58:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	15:58:23	15:58:23	15:58:23	15:58:23	15:58:23	15:58:23			15:58:23	15:58:23	15:58:26	15:58:26	15:58:26	15:58:26	15:58:26	15:58:26			15:58:26	15:58:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	15:58:27	15:58:27	15:58:27	15:58:27	15:58:27	15:58:27			15:58:27	15:58:27	15:58:29	15:58:29	15:58:29	15:58:29	15:58:29	15:58:29			15:58:30	15:58:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
117	15:58:30	15:58:30	15:58:30	15:58:30	15:58:30	15:58:30			15:58:30	15:58:30	15:58:33	15:58:33	15:58:33	15:58:33	15:58:33	15:58:33			15:58:33	15:58:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	15:58:33	15:58:33	15:58:33	15:58:33	15:58:33	15:58:33			15:58:33	15:58:33	15:58:36	15:58:36	15:58:36	15:58:36	15:58:36	15:58:36			15:58:36	15:58:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	15:58:37	15:58:37	15:58:37	15:58:37	15:58:37	15:58:37			15:58:37	15:58:37	15:58:40	15:58:40	15:58:40	15:58:40	15:58:40	15:58:40			15:58:40	15:58:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	15:58:40	15:58:40	15:58:40	15:58:40	15:58:40	15:58:40			15:58:40	15:58:40	15:58:43	15:58:43	15:58:43	15:58:43	15:58:43	15:58:43			15:58:43	15:58:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
121	15:58:43	15:58:43	15:58:43	15:58:43	15:58:43	15:58:43			15:58:43	15:58:43	15:58:46	15:58:46	15:58:46	15:58:46	15:58:46	15:58:46			15:58:47	15:58:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	15:58:47	15:58:47	15:58:47	15:58:47	15:58:47	15:58:47			15:58:47	15:58:47	15:58:50	15:58:50	15:58:50	15:58:50	15:58:50	15:58:50			15:58:50	15:58:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	15:58:50	15:58:50	15:58:50	15:58:50	15:58:50	15:58:50			15:58:50	15:58:50	15:58:53	15:58:53	15:58:53	15:58:53	15:58:53	15:58:53			15:58:53	15:58:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	15:58:53	15:58:53	15:58:53	15:58:53	15:58:53	15:58:53			15:58:54	15:58:54	15:58:56	15:58:56	15:58:56	15:58:56	15:58:56	15:58:56			15:58:57	15:58:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
125	15:58:57	15:58:57	15:58:57	15:58:57	15:58:57	15:58:57			15:58:57	15:58:57	15:59:00	15:59:00	15:59:00	15:59:00	15:59:00	15:59:00			15:59:00	15:59:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	15:59:00	15:59:00	15:59:00	15:59:00	15:59:00	15:59:00			15:59:00	15:59:00	15:59:03	15:59:03	15:59:03	15:59:03	15:59:03	15:59:03			15:59:03	15:59:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
127	15:59:04	15:59:04	15:59:04	15:59:04	15:59:04	15:59:04			15:59:04	15:59:04	15:59:06	15:59:06	15:59:07	15:59:07	15:59:07	15:59:07			15:59:07	15:59:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	15:59:07	15:59:07	15:59:07	15:59:07	15:59:07	15:59:07			15:59:07	15:59:07	15:59:10	15:59:10	15:59:10	15:59:10	15:59:10	15:59:10			15:59:10	15:59:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
129	15:59:10	15:59:10	15:59:10	15:59:10	15:59:10	15:59:10			15:59:10	15:59:10	15:59:13	15:59:13	15:59:13	15:59:13	15:59:13	15:59:13			15:59:14	15:59:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	15:59:14	15:59:14	15:59:14	15:59:14	15:59:14	15:59:14			15:59:14	15:59:14	15:59:17	15:59:17	15:59:17	15:59:17	15:59:17	15:59:17			15:59:17	15:59:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
131	15:59:17	15:59:17	15:59:17	15:59:17	15:59:17	15:59:17			15:59:17	15:59:17	15:59:20	15:59:20	15:59:20	15:59:20	15:59:20	15:59:20			15:59:20	15:59:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	15:59:21	15:59:21	15:59:21	15:59:21	15:59:21	15:59:21			15:59:21	15:59:21	15:59:24	15:59:24	15:59:24	15:59:24	15:59:24	15:59:24			15:59:24	15:59:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	15:59:24	15:59:24	15:59:24	15:59:24	15:59:24	15:59:24			15:59:24	15:59:24	15:59:27	15:59:27	15:59:27	15:59:27	15:59:27	15:59:27			15:59:27	15:59:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	15:59:27	15:59:27	15:59:27	15:59:27	15:59:27	15:59:27			15:59:27	15:59:27	15:59:30	15:59:30	15:59:30	15:59:30	15:59:30	15:59:30			15:59:31	15:59:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	15:59:31	15:59:31	15:59:31	15:59:31	15:59:31	15:59:31			15:59:31	15:59:31	15:59:34	15:59:34	15:59:34	15:59:34	15:59:34	15:59:34			15:59:34	15:59:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
136	15:59:34	15:59:34	15:59:34	15:59:34	15:59:34	15:59:34			15:59:34	15:59:34	15:59:37	15:59:37	15:59:37	15:59:37	15:59:37	15:59:37			15:59:38	15:59:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	15:59:38	15:59:38	15:59:38	15:59:38	15:59:38	15:59:38			15:59:38	15:59:38	15:59:41	15:59:41	15:59:41	15:59:41	15:59:41	15:59:41			15:59:41	15:59:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
138	15:59:41	15:59:41	15:59:41	15:59:41	15:59:41	15:59:41			15:59:41	15:59:41	15:59:44	15:59:44	15:59:44	15:59:44	15:59:44	15:59:44			15:59:44	15:59:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
139	15:59:44	15:59:44	15:59:44	15:59:44	15:59:44	15:59:44			15:59:44	15:59:44	15:59:47	15:59:47	15:59:47	15:59:47	15:59:47	15:59:47			15:59:48	15:59:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	15:59:48	15:59:48	15:59:48	15:59:48	15:59:48	15:59:48			15:59:48	15:59:48	15:59:51	15:59:51	15:59:51	15:59:51	15:59:51	15:59:51			15:59:51	15:59:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
141	15:59:51	15:59:51	15:59:51	15:59:51	15:59:51	15:59:51			15:59:51	15:59:51	15:59:54	15:59:54	15:59:54	15:59:54	15:59:54	15:59:54			15:59:55	15:59:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	15:59:55	15:59:55	15:59:55	15:59:55	15:59:55	15:59:55			15:59:55	15:59:55	15:59:58	15:59:58	15:59:58	15:59:58	15:59:58	15:59:58			15:59:58	15:59:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	15:59:58	15:59:58	15:59:58	15:59:58	15:59:58	15:59:58			15:59:58	15:59:58	16:00:01	16:00:01	16:00:01	16:00:01	16:00:01	16:00:01			16:00:01	16:00:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	16:00:02	16:00:02	16:00:02	16:00:02	16:00:02	16:00:02			16:00:02	16:00:02	16:00:04	16:00:04	16:00:05	16:00:05	16:00:05	16:00:05			16:00:05	16:00:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	16:00:05	16:00:05	16:00:05	16:00:05	16:00:05	16:00:05			16:00:05	16:00:05	16:00:08	16:00:08	16:00:08	16:00:08	16:00:08	16:00:08			16:00:08	16:00:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	16:00:08	16:00:08	16:00:08	16:00:08	16:00:08	16:00:08			16:00:08	16:00:08	16:00:11	16:00:11	16:00:11	16:00:11	16:00:11	16:00:11			16:00:12	16:00:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	16:00:12	16:00:12	16:00:12	16:00:12	16:00:12	16:00:12			16:00:12	16:00:12	16:00:15	16:00:15	16:00:15	16:00:15	16:00:15	16:00:15			16:00:15	16:00:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
148	16:00:15	16:00:15	16:00:15	16:00:15	16:00:15	16:00:15			16:00:15	16:00:15	16:00:18	16:00:18	16:00:18	16:00:18	16:00:18	16:00:18			16:00:18	16:00:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	16:00:19	16:00:19	16:00:19	16:00:19	16:00:19	16:00:19			16:00:19	16:00:19	16:00:22	16:00:22	16:00:22	16:00:22	16:00:22	16:00:22			16:00:22	16:00:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	16:00:22	16:00:22	16:00:22	16:00:22	16:00:22	16:00:22	16:00:22	16:00:23	16:00:23	16:00:23	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:00	00:00:05
151	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27	16:00:27			16:00:27	16:00:27	16:00:30	16:00:30	16:00:30	16:00:30	16:00:30	16:00:30			16:00:31	16:00:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	16:00:31	16:00:31	16:00:31	16:00:31	16:00:31	16:00:31			16:00:31	16:00:31	16:00:34	16:00:34	16:00:34	16:00:34	16:00:34	16:00:34			16:00:34	16:00:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	16:00:34	16:00:34	16:00:34	16:00:34	16:00:34	16:00:34			16:00:34	16:00:34	16:00:37	16:00:37	16:00:37	16:00:37	16:00:37	16:00:37			16:00:37	16:00:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	16:00:37	16:00:37	16:00:37	16:00:37	16:00:38	16:00:38			16:00:38	16:00:38	16:00:40	16:00:40	16:00:40	16:00:40	16:00:40	16:00:40			16:00:41	16:00:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	16:00:41	16:00:41	16:00:41	16:00:41	16:00:41	16:00:41			16:00:41	16:00:41	16:00:44	16:00:44	16:00:44	16:00:44	16:00:44	16:00:44			16:00:44	16:00:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	16:00:44	16:00:44	16:00:44	16:00:44	16:00:44	16:00:44			16:00:44	16:00:44	16:00:47	16:00:47	16:00:47	16:00:47	16:00:47	16:00:47			16:00:48	16:00:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	16:00:48	16:00:48	16:00:48	16:00:48	16:00:48	16:00:48			16:00:48	16:00:48	16:00:51	16:00:51	16:00:51	16:00:51	16:00:51	16:00:51			16:00:51	16:00:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	16:00:51	16:00:51	16:00:51	16:00:51	16:00:51	16:00:51			16:00:51	16:00:51	16:00:54	16:00:54	16:00:54	16:00:54	16:00:54	16:00:54			16:00:54	16:00:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	16:00:55	16:00:55	16:00:55	16:00:55	16:00:55	16:00:55			16:00:55	16:00:55	16:00:57	16:00:57	16:00:57	16:00:57	16:00:58	16:00:58			16:00:58	16:00:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	16:00:58	16:00:58	16:00:58	16:00:58	16:00:58	16:00:58			16:00:58	16:00:58	16:01:01	16:01:01	16:01:01	16:01:01	16:01:01	16:01:01			16:01:01	16:01:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
161	16:01:01	16:01:01	16:01:01	16:01:01	16:01:01	16:01:01			16:01:01	16:01:01	16:01:04	16:01:04	16:01:04	16:01:04	16:01:04	16:01:04			16:01:05	16:01:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
162	16:01:05	16:01:05	16:01:05	16:01:05	16:01:05	16:01:05			16:01:05	16:01:05	16:01:08	16:01:08	16:01:08	16:01:08	16:01:08	16:01:08			16:01:08	16:01:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	16:01:08	16:01:08	16:01:08	16:01:08	16:01:08	16:01:08			16:01:08	16:01:08	16:01:11	16:01:11	16:01:11	16:01:11	16:01:11	16:01:11			16:01:11	16:01:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	16:01:12	16:01:12	16:01:12	16:01:12	16:01:12	16:01:12			16:01:12	16:01:12	16:01:15	16:01:15	16:01:15	16:01:15	16:01:15	16:01:15			16:01:15	16:01:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	16:01:15	16:01:15	16:01:15	16:01:15	16:01:15	16:01:15			16:01:15	16:01:15	16:01:18	16:01:18	16:01:18	16:01:18	16:01:18	16:01:18			16:01:18	16:01:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	16:01:18	16:01:18	16:01:18	16:01:18	16:01:19	16:01:19			16:01:19	16:01:19	16:01:21	16:01:21	16:01:21	16:01:21	16:01:21	16:01:21			16:01:22	16:01:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	16:01:22	16:01:22	16:01:22	16:01:22	16:01:22	16:01:22			16:01:22	16:01:22	16:01:25	16:01:25	16:01:25	16:01:25	16:01:25	16:01:25			16:01:25	16:01:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	16:01:25	16:01:25	16:01:25	16:01:25	16:01:25	16:01:25			16:01:25	16:01:25	16:01:28	16:01:28	16:01:28	16:01:28	16:01:28	16:01:28			16:01:29	16:01:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	16:01:29	16:01:29	16:01:29	16:01:29	16:01:29	16:01:29			16:01:29	16:01:29	16:01:32	16:01:32	16:01:32	16:01:32	16:01:32	16:01:32			16:01:32	16:01:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	16:01:32	16:01:32	16:01:32	16:01:32	16:01:32	16:01:32			16:01:32	16:01:32	16:01:35	16:01:35	16:01:35	16:01:35	16:01:35	16:01:35			16:01:35	16:01:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
171	16:01:36	16:01:36	16:01:36	16:01:36	16:01:36	16:01:36			16:01:36	16:01:36	16:01:38	16:01:38	16:01:38	16:01:38	16:01:38	16:01:38			16:01:39	16:01:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	16:01:39	16:01:39	16:01:39	16:01:39	16:01:39	16:01:39			16:01:39	16:01:39	16:01:42	16:01:42	16:01:42	16:01:42	16:01:42	16:01:42			16:01:42	16:01:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	16:01:42	16:01:42	16:01:42	16:01:42	16:01:42	16:01:42			16:01:42	16:01:42	16:01:45	16:01:45	16:01:45	16:01:45	16:01:45	16:01:45			16:01:46	16:01:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	16:01:46	16:01:46	16:01:46	16:01:46	16:01:46	16:01:46			16:01:46	16:01:46	16:01:49	16:01:49	16:01:49	16:01:49	16:01:49	16:01:49			16:01:49	16:01:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
175	16:01:49	16:01:49	16:01:49	16:01:49	16:01:49	16:01:49			16:01:49	16:01:49	16:01:52	16:01:52	16:01:52	16:01:52	16:01:52	16:01:52			16:01:52	16:01:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
176	16:01:53	16:01:53	16:01:53	16:01:53	16:01:53	16:01:53			16:01:53	16:01:53	16:01:55	16:01:55	16:01:55	16:01:55	16:01:56	16:01:56			16:01:56	16:01:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
177	16:01:56	16:01:56	16:01:56	16:01:56	16:01:56	16:01:56			16:01:56	16:01:56	16:01:59	16:01:59	16:01:59	16:01:59	16:01:59	16:01:59			16:01:59	16:01:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
178	16:01:59	16:01:59	16:01:59	16:01:59	16:01:59	16:01:59			16:01:59	16:01:59	16:02:02	16:02:02	16:02:02	16:02:02	16:02:02	16:02:02			16:02:03	16:02:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
