link	start-time	end-time	start-time(sec)	end-time(sec)	type	simulated	measured	standard-deviation	error	absolute-error	relative-error	relative-absolute-error
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	6.0	0.0	25.0	6.0	6.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	38.0	0.0	25.0	38.0	38.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	72.0	60.0	25.0	12.0	12.0	0.2	0.2
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	64.0	68.0	25.0	-4.0	4.0	-0.058823529411764705	0.058823529411764705
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	2.0	12.0	25.0	-10.0	10.0	-0.8333333333333334	0.8333333333333334
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	15.0	48.0	25.0	-33.0	33.0	-0.6875	0.6875
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	16.0	24.0	25.0	-8.0	8.0	-0.3333333333333333	0.3333333333333333
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	45.0	88.0	25.0	-43.0	43.0	-0.48863636363636365	0.48863636363636365
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	45.0	28.0	25.0	17.0	17.0	0.6071428571428571	0.6071428571428571
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	26.0	28.0	25.0	-2.0	2.0	-0.07142857142857142	0.07142857142857142
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	14.0	52.0	25.0	-38.0	38.0	-0.7307692307692307	0.7307692307692307
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	33.0	60.0	25.0	-27.0	27.0	-0.45	0.45
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	36.0	96.0	25.0	-60.0	60.0	-0.625	0.625
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	22.0	68.0	25.0	-46.0	46.0	-0.6764705882352942	0.6764705882352942
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	18.0	16.0	25.0	2.0	2.0	0.125	0.125
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	2.0	44.0	25.0	-42.0	42.0	-0.9545454545454546	0.9545454545454546
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	1.0	16.0	25.0	-15.0	15.0	-0.9375	0.9375
org.matsim.core.network.LinkImpl@7ecc35dd[id=297870_5_r][from_id=294388][to_id=295248][length=70.5158288944257][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	0.0	12.0	25.0	-12.0	12.0	-1.0	1.0
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	36.0	0.0	25.0	36.0	36.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	37.0	76.0	25.0	-39.0	39.0	-0.5131578947368421	0.5131578947368421
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	90.0	128.0	25.0	-38.0	38.0	-0.296875	0.296875
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	110.0	124.0	25.0	-14.0	14.0	-0.11290322580645161	0.11290322580645161
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	20.0	96.0	25.0	-76.0	76.0	-0.7916666666666666	0.7916666666666666
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	53.0	40.0	25.0	13.0	13.0	0.325	0.325
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	61.0	96.0	25.0	-35.0	35.0	-0.3645833333333333	0.3645833333333333
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	85.0	108.0	25.0	-23.0	23.0	-0.21296296296296297	0.21296296296296297
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	97.0	124.0	25.0	-27.0	27.0	-0.21774193548387097	0.21774193548387097
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	58.0	96.0	25.0	-38.0	38.0	-0.3958333333333333	0.3958333333333333
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	37.0	124.0	25.0	-87.0	87.0	-0.7016129032258065	0.7016129032258065
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	98.0	148.0	25.0	-50.0	50.0	-0.33783783783783783	0.33783783783783783
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	58.0	128.0	25.0	-70.0	70.0	-0.546875	0.546875
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	29.0	92.0	25.0	-63.0	63.0	-0.6847826086956522	0.6847826086956522
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	25.0	112.0	25.0	-87.0	87.0	-0.7767857142857143	0.7767857142857143
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	2.0	72.0	25.0	-70.0	70.0	-0.9722222222222222	0.9722222222222222
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	8.0	48.0	25.0	-40.0	40.0	-0.8333333333333334	0.8333333333333334
org.matsim.core.network.LinkImpl@6f330bde[id=297907_0][from_id=295204][to_id=295594][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	0.0	12.0	25.0	-12.0	12.0	-1.0	1.0
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	230.0	140.0	25.0	90.0	90.0	0.6428571428571429	0.6428571428571429
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	342.0	288.0	25.0	54.0	54.0	0.1875	0.1875
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	440.0	252.0	25.0	188.0	188.0	0.746031746031746	0.746031746031746
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	221.0	256.0	25.0	-35.0	35.0	-0.13671875	0.13671875
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	136.0	212.0	25.0	-76.0	76.0	-0.3584905660377358	0.3584905660377358
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	218.0	288.0	25.0	-70.0	70.0	-0.24305555555555555	0.24305555555555555
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	227.0	264.0	25.0	-37.0	37.0	-0.14015151515151514	0.14015151515151514
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	246.0	320.0	25.0	-74.0	74.0	-0.23125	0.23125
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	201.0	180.0	25.0	21.0	21.0	0.11666666666666667	0.11666666666666667
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	198.0	208.0	25.0	-10.0	10.0	-0.04807692307692308	0.04807692307692308
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	400.0	396.0	25.0	4.0	4.0	0.010101010101010102	0.010101010101010102
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	501.0	428.0	25.0	73.0	73.0	0.1705607476635514	0.1705607476635514
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	443.0	420.0	25.0	23.0	23.0	0.05476190476190476	0.05476190476190476
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	290.0	340.0	25.0	-50.0	50.0	-0.14705882352941177	0.14705882352941177
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	22.0	196.0	25.0	-174.0	174.0	-0.8877551020408163	0.8877551020408163
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	74.0	104.0	25.0	-30.0	30.0	-0.28846153846153844	0.28846153846153844
org.matsim.core.network.LinkImpl@773fa64e[id=297907_0_r][from_id=295594][to_id=295204][length=120.5249314127433][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	84.0	128.0	25.0	-44.0	44.0	-0.34375	0.34375
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	30.0	152.0	25.0	-122.0	122.0	-0.8026315789473685	0.8026315789473685
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	121.0	388.0	25.0	-267.0	267.0	-0.6881443298969072	0.6881443298969072
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	75.0	272.0	25.0	-197.0	197.0	-0.7242647058823529	0.7242647058823529
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	0.0	212.0	25.0	-212.0	212.0	-1.0	1.0
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	0.0	220.0	25.0	-220.0	220.0	-1.0	1.0
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	0.0	260.0	25.0	-260.0	260.0	-1.0	1.0
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	0.0	472.0	25.0	-472.0	472.0	-1.0	1.0
org.matsim.core.network.LinkImpl@17a13021[id=297910_0][from_id=295572][to_id=295730][length=60.18312099962053][freespeed=8.88888888888889][capacity=1420.0][permlanes=2.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	0.0	360.0	25.0	-360.0	360.0	-1.0	1.0
