Link Id	Count Station Id	MATSIM volumes	Count volumes	Normalized Relative Error
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0	0009	3111.2	6348	0.51
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297843_0_r	revers_0009	1601	6132	0.739
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0	revers_0093	159	1548	0.897
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297859_0_r	0093	137	912	0.85
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1	revers_1059-f	1550.8	2152	0.279
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297869_1_r	1059-f	1362.8	3592	0.621
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2	1194	876.4	1376	0.363
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_2_r	revers_1194	949.8	1156	0.178
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5	revers_1211-a	472.4	2144	0.78
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297870_5_r	1211-a	454.4	720	0.369
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0	revers_1137	903	1624	0.444
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297907_0_r	1137	4272.2	4420	0.033
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0	revers_1046	491.4	4760	0.897
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_0_r	1046	722.8	1860	0.611
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
297910_1	revers_1059-a	241	796	0.697
