link	start-time	end-time	start-time(sec)	end-time(sec)	type	simulated	measured	standard-deviation	error	absolute-error	relative-error	relative-absolute-error
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	142.0	204.0	25.0	-62.0	62.0	-0.30392156862745096	0.30392156862745096
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	130.0	212.0	25.0	-82.0	82.0	-0.3867924528301887	0.3867924528301887
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	200.0	680.0	26.076809620810597	-480.0	480.0	-0.7058823529411765	0.7058823529411765
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	226.0	772.0	27.784887978899608	-546.0	546.0	-0.7072538860103627	0.7072538860103627
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	547.0	736.0	27.129319932501073	-189.0	189.0	-0.25679347826086957	0.25679347826086957
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	337.0	524.0	25.0	-187.0	187.0	-0.3568702290076336	0.3568702290076336
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	25.0	360.0	25.0	-335.0	335.0	-0.9305555555555556	0.9305555555555556
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	130.0	136.0	25.0	-6.0	6.0	-0.04411764705882353	0.04411764705882353
org.matsim.core.network.LinkImpl@4d168c92[id=297843_0][from_id=294904][to_id=294522][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	104.0	92.0	25.0	12.0	12.0	0.13043478260869565	0.13043478260869565
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	1.0	0.0	25.0	1.0	1.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	38.0	0.0	25.0	38.0	38.0	Infinity	Infinity
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	179.0	392.0	25.0	-213.0	213.0	-0.5433673469387755	0.5433673469387755
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	239.0	644.0	25.37715508089904	-405.0	405.0	-0.6288819875776398	0.6288819875776398
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	40.0	604.0	25.0	-564.0	564.0	-0.9337748344370861	0.9337748344370861
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	130.0	408.0	25.0	-278.0	278.0	-0.6813725490196079	0.6813725490196079
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	100.0	332.0	25.0	-232.0	232.0	-0.6987951807228916	0.6987951807228916
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	107.0	444.0	25.0	-337.0	337.0	-0.759009009009009	0.759009009009009
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	91.0	364.0	25.0	-273.0	273.0	-0.75	0.75
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	142.0	300.0	25.0	-158.0	158.0	-0.5266666666666666	0.5266666666666666
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	74.0	316.0	25.0	-242.0	242.0	-0.7658227848101266	0.7658227848101266
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	57.0	212.0	25.0	-155.0	155.0	-0.7311320754716981	0.7311320754716981
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	91.0	500.0	25.0	-409.0	409.0	-0.818	0.818
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	114.0	488.0	25.0	-374.0	374.0	-0.7663934426229508	0.7663934426229508
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	48.0	456.0	25.0	-408.0	408.0	-0.8947368421052632	0.8947368421052632
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	34.0	328.0	25.0	-294.0	294.0	-0.8963414634146342	0.8963414634146342
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	22.0	156.0	25.0	-134.0	134.0	-0.8589743589743589	0.8589743589743589
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	54.0	124.0	25.0	-70.0	70.0	-0.5645161290322581	0.5645161290322581
org.matsim.core.network.LinkImpl@29b1e514[id=297843_0_r][from_id=294522][to_id=294904][length=194.23381408796288][freespeed=11.11111111111111][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	3.0	64.0	25.0	-61.0	61.0	-0.953125	0.953125
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	19.0	44.0	25.0	-25.0	25.0	-0.5681818181818182	0.5681818181818182
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	33.0	164.0	25.0	-131.0	131.0	-0.7987804878048781	0.7987804878048781
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	09:00:00	09:59:59	32400	35999	COUNT_VEH	16.0	128.0	25.0	-112.0	112.0	-0.875	0.875
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	10:00:00	10:59:59	36000	39599	COUNT_VEH	0.0	116.0	25.0	-116.0	116.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	11:00:00	11:59:59	39600	43199	COUNT_VEH	0.0	72.0	25.0	-72.0	72.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	12:00:00	12:59:59	43200	46799	COUNT_VEH	1.0	124.0	25.0	-123.0	123.0	-0.9919354838709677	0.9919354838709677
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	13:00:00	13:59:59	46800	50399	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	14:00:00	14:59:59	50400	53999	COUNT_VEH	3.0	92.0	25.0	-89.0	89.0	-0.967391304347826	0.967391304347826
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	15:00:00	15:59:59	54000	57599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	16:00:00	16:59:59	57600	61199	COUNT_VEH	0.0	20.0	25.0	-20.0	20.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	17:00:00	17:59:59	61200	64799	COUNT_VEH	61.0	224.0	25.0	-163.0	163.0	-0.7276785714285714	0.7276785714285714
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	18:00:00	18:59:59	64800	68399	COUNT_VEH	27.0	28.0	25.0	-1.0	1.0	-0.03571428571428571	0.03571428571428571
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	19:00:00	19:59:59	68400	71999	COUNT_VEH	2.0	148.0	25.0	-146.0	146.0	-0.9864864864864865	0.9864864864864865
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	20:00:00	20:59:59	72000	75599	COUNT_VEH	0.0	88.0	25.0	-88.0	88.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	21:00:00	21:59:59	75600	79199	COUNT_VEH	0.0	80.0	25.0	-80.0	80.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	22:00:00	22:59:59	79200	82799	COUNT_VEH	0.0	36.0	25.0	-36.0	36.0	-1.0	1.0
org.matsim.core.network.LinkImpl@4aff9242[id=297859_0][from_id=295100][to_id=294424][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	23:00:00	23:59:59	82800	86399	COUNT_VEH	0.0	16.0	25.0	-16.0	16.0	-1.0	1.0
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	00:00:00	00:59:59	0	3599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	01:00:00	01:59:59	3600	7199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	02:00:00	02:59:59	7200	10799	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	03:00:00	03:59:59	10800	14399	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	04:00:00	04:59:59	14400	17999	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	05:00:00	05:59:59	18000	21599	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	06:00:00	06:59:59	21600	25199	COUNT_VEH	0.0	0.0	25.0	0.0	0.0	NaN	NaN
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	07:00:00	07:59:59	25200	28799	COUNT_VEH	0.0	44.0	25.0	-44.0	44.0	-1.0	1.0
org.matsim.core.network.LinkImpl@7c13804a[id=297859_0_r][from_id=294424][to_id=295100][length=164.30806427860688][freespeed=8.88888888888889][capacity=710.0][permlanes=1.0][modes=[pt, car, truck, truck4, truck3, truck2]	08:00:00	08:59:59	28800	32399	COUNT_VEH	98.0	136.0	25.0	-38.0	38.0	-0.27941176470588236	0.27941176470588236
